UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P.131_N. 1,SARAWAK,P.131,MAS GADING,N. 1,LUNDU,BN - SUPP,RAMSAY NOEL JITAM,MALE,51,
P.131_N. 2,SARAWAK,P.131,MAS GADING,N. 2,TASIK BIRU,SNAP,PATAU AK. RUBIS @ DR PATAU RUBIS,MALE,37,
P.132_N. 3,SARAWAK,P.132,BANDAR KUCHING,N. 3,PADUNGAN,BN - SUPP,SONG SWEE GUAN,MALE,42,
P.132_N. 4,SARAWAK,P.132,BANDAR KUCHING,N. 4,STAMPIN,BN - SUPP,SIM KENG HONG,MALE,,
P.133_N. 5,SARAWAK,P.133,SANTUBONG,N. 5,PETRA JAYA,BN - PBB,HAFSAH BINTI HARUN,FEMALE,43,
P.133_N. 6,SARAWAK,P.133,SANTUBONG,N. 6,SATOK,BN - PBB,ABG. ABD. RAHMAN ZOHARI BIN TUN ABD. HAJI OPENG,MALE,33,
P.134_N. 7,SARAWAK,P.134,SAMARAHAN,N. 7,SEBANDI,BN - PBB,DATUK PATINGGI HJ. ABDUL TAIB B MAHMUD,MALE,47,
P.134_N. 8,SARAWAK,P.134,SAMARAHAN,N. 8,MUARA TUANG,BN - PBB,ADENAN BIN HAJI SATEM,MALE,39,
P.135_N. 9,SARAWAK,P.135,PADAWAN,N. 9,BATU KAWAH,BN - SUPP,CHONG KIUN KONG,MALE,53,
P.135_N. 10,SARAWAK,P.135,PADAWAN,N. 10,BENGOH,INDEPENDENT - KEY,WILFRED RATA NISSOM,MALE,,
P.136_N. 11,SARAWAK,P.136,SERIAN,N. 11,TARAT,BN - PBB,ROBERT JACOB RIDU,MALE,,
P.136_N. 12,SARAWAK,P.136,SERIAN,N. 12,TEBAKANG,SNAP,MICHAEL BEN AK PANGGI,MALE,48,
P.137_N. 13,SARAWAK,P.137,SIMUNJAN,N. 13,SEMERA,BN - PBB,WAN WAHAB B WAN SANUSI,MALE,33,
P.137_N. 14,SARAWAK,P.137,SIMUNJAN,N. 14,GEDONG,BN - PBB,TAWAN AK MASAN,MALE,,
P.138_N. 15,SARAWAK,P.138,BATANG LUPAR,N. 15,LINGGA,PBDS,DANIEL TAJEM AK MIRI,MALE,47,
P.138_N. 16,SARAWAK,P.138,BATANG LUPAR,N. 16,SRI AMAN,BN - SUPP,HOLLIS AK TINI,MALE,,
P.139_N. 17,SARAWAK,P.139,LUBOK ANTU,N. 17,ENGKILILI,INDEPENDENT - ROOSTER,SING CHO NANG,MALE,,
P.139_N. 18,SARAWAK,P.139,LUBOK ANTU,N. 18,BATANG AIR,SNAP,SYLVESTER LANGIT AK. UMING,MALE,,
P.140_N. 19,SARAWAK,P.140,BETONG,N. 19,SARIBAS,BN - PBB,HAJI ZAINUDDIN BIN HAJI SATEM,MALE,53,
P.140_N. 20,SARAWAK,P.140,BETONG,N. 20,LAYAR,BN - PBB,ALFRED JABU ANAK NUMPANG,MALE,43,
P.141_N. 21,SARAWAK,P.141,SARATOK,N. 21,KALAKA,BN - PBB,WAN YUSOF BIN TUN DATUK PATINGGI TUANKU HJ. BUJANG,MALE,,
P.141_N. 22,SARAWAK,P.141,SARATOK,N. 22,KRIAN,PBDS,LANGGU AK. SAGA @ EDMUND,MALE,47,
P.142_N. 23,SARAWAK,P.142,PALOH,N. 23,KUALA RAJANG,BN - PBB,SA'AIDI B. OLIA,MALE,,
P.142_N. 24,SARAWAK,P.142,PALOH,N. 24,MATU - DARO,BN - PBB,WAHAB HJ. DOLLAH,MALE,,Y
P.143_N. 25,SARAWAK,P.143,SARIKEI,N. 25,REPOK,BN - SUPP,TENG LUNG CHI,MALE,38,
P.143_N. 26,SARAWAK,P.143,SARIKEI,N. 26,MERADONG,BN - SUPP,HII KING HIONG,MALE,,
P.144_N. 27,SARAWAK,P.144,SIBU,N. 27,MALING,BN - SUPP,WONG SOON KAI,MALE,56,
P.144_N. 28,SARAWAK,P.144,SIBU,N. 28,SEDUAN,BN - SUPP,TING ING MIENG,MALE,54,
P.145_N. 29,SARAWAK,P.145,RAJANG,N. 29,IGAN,BN - SUPP,TIONG CHIONG CHU,MALE,,
P.145_N. 30,SARAWAK,P.145,RAJANG,N. 30,DUDONG,INDEPENDENT - CANDLE,WILFRED KIROH AK JERAM,MALE,,
P.146_N. 31,SARAWAK,P.146,MUKAH,N. 31,BALINGIAN,BN - PBB,WAN HABIB SYED MAHMUD,MALE,47,
P.146_N. 32,SARAWAK,P.146,MUKAH,N. 32,OYA,BN - PBB,HAJI SALLEH JAFARUDDIN,MALE,39,Y
P.147_N. 33,SARAWAK,P.147,JULAU,N. 33,PAKAN,PBDS,JAWIE WILSON MASING,MALE,41,
P.147_N. 34,SARAWAK,P.147,JULAU,N. 34,MELUAN,SNAP,GEMAN AK. ITAM,MALE,,
P.148_N. 35,SARAWAK,P.148,KANOWIT,N. 35,MACHAN,PBDS,GRAMONG JUNA,MALE,37,
P.148_N. 36,SARAWAK,P.148,KANOWIT,N. 36,NGEMAH,PBDS,JOSEPH AK. KUDI,MALE,,
P.149_N. 37,SARAWAK,P.149,KAPIT,N. 37,KATIBAS,BN - PBB,AMBROSE BLIKAU AK. ENTURAN,MALE,30,
P.149_N. 38,SARAWAK,P.149,KAPIT,N. 38,PELAGUS,SNAP,NUENG AK KUDI,MALE,,
P.150_N. 39,SARAWAK,P.150,ULU RAJANG,N. 39,BALEH,PBDS,JAMES JEMOT AK. MASENG,MALE,34,
P.150_N. 40,SARAWAK,P.150,ULU RAJANG,N. 40,BELAGA,BN - PBB,TAJANG LAING,MALE,45,
P.151_N. 41,SARAWAK,P.151,BINTULU,N. 41,TATAU,INDEPENDENT - OIL PALM,BOLHASSAN BIN KAMBAR,MALE,,
P.151_N. 42,SARAWAK,P.151,BINTULU,N. 42,KEMENA,BN - PBB,DATUK CELESTINE UJANG ANAK JILAN,MALE,36,
P.152_N. 43,SARAWAK,P.152,LAMBIR,N. 43,SUBIS,BN - PBB,USOP BIN WAHAB,MALE,,
P.152_N. 44,SARAWAK,P.152,LAMBIR,N. 44,MIRI,BN - SUPP,DR GEORGE TAN,MALE,47,Y
P.153_N. 45,SARAWAK,P.153,BARAM,N. 45,MARUDI,SNAP,EDWARD JELI AK. BLAYONG,MALE,59,
P.153_N. 46,SARAWAK,P.153,BARAM,N. 46,TELANG USAN,SNAP,BALAN SELING,MALE,47,
