UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P.32,TRENGGANU,P.32,KUALA TRENGGANU,BN - UMNO,HAJI ABDUL MANAN BIN OTHMAN,MALE,42,
P.33,TRENGGANU,P.33,DUNGUN,BN - UMNO,AWANG JABAR,MALE,33,
P.34,TRENGGANU,P.34,KEMAMAN,BN - UMNO,ISMAIL SAID,MALE,,
P.35,PULAU PINANG,P.35,KEPALA BATAS,BN - UMNO,ABDULLAH BIN HAJI AHMAD BADAWI,MALE,39,
P.36,PULAU PINANG,P.36,MATA KUCHING,BN - MCA,LING LIONG SIK,MALE,35,
P.37,PULAU PINANG,P.37,PERMATANG PAUH,PAS,HAJI ZABIDI BIN HJ. ALI,MALE,64,
P.38,PULAU PINANG,P.38,BUKIT MERTAJAM,DAP,SEOW HUN KHIM,MALE,,
P.39,PULAU PINANG,P.39,NIBONG TEBAL,BN - GERAKAN,GOH CHENG TEIK,MALE,35,
P.40,PULAU PINANG,P.40,BALIK PULAU,BN - UMNO,SHAMSURI BIN MD. SALEH,MALE,,
P.41,PULAU PINANG,P.41,BUKIT BENDERA,DAP,PETER DASON,MALE,44,
P.42,PULAU PINANG,P.42,TANJONG,DAP,WONG HOONG KEAT,MALE,,
P.43,PULAU PINANG,P.43,JELUTONG,DAP,KARPAL SINGH,MALE,48,
P.44,PERAK,P.44,GERIK,BN - UMNO,MOHAMAD TAJOL ROSLI BIN MOHD. GHAZALI,MALE,34,
P.45,PERAK,P.45,LARUT,BN - UMNO,DATO' SRI KAMARUDDIN BIN HAJI MOHD. ISA,MALE,,
P.46,PERAK,P.46,PARIT BUNTAR,BN - UMNO,IDRIS BIN ABDUL RAUF,MALE,,
P.47,PERAK,P.47,BAGAN SERAI,BN - UMNO,RAMLI BIN OMAR,MALE,,
P.48,PERAK,P.48,SUNGAI SIPUT,BN - MIC,S. SAMY VELLU,MALE,42,
P.49,PERAK,P.49,TAIPING,BN - GERAKAN,LEONG KHEE SEONG,MALE,39,
P.50,PERAK,P.50,MATANG,BN - UMNO,HASHIM BIN GHAZALI,MALE,,
P.51,PERAK,P.51,PADANG RENGAS,BN - UMNO,UMAR BIN HAJI ISMAIL,MALE,,
P.52,PERAK,P.52,KUALA KANGSAR,BN - UMNO,YONG FATIMAH BT. MD. RAZALI,FEMALE,,
P.53,PERAK,P.53,KINTA,BN - MCA,YANG CHOONG FU,MALE,,
P.54,PERAK,P.54,IPOH,DAP,LIM CHO HOCK,MALE,,
P.55,PERAK,P.55,MENGLEMBU,DAP,P. PATTO,MALE,42,
P.56,PERAK,P.56,BERUAS,DAP,TING CHEK MING,MALE,,
P.57,PERAK,P.57,PARIT,BN - UMNO,MOHD. BAKRI BIN ABDUL RAIS,MALE,40,
P.58,PERAK,P.58,BATU GAJAH,DAP,CHIAN HENG KAI,MALE,48,
P.59,PERAK,P.59,BATANG PADANG,BN - UMNO,AZHARUL ABIDIN B. HAJI ABD. RAHIM,MALE,,
P.60,PERAK,P.60,LUMUT,BN - MCA,RICHARD HO UNG HUN,MALE,51,
P.61,PERAK,P.61,HILIR PERAK,BN - UMNO,KAMALUDDIN BIN MAAMOR,MALE,,
P.62,PERAK,P.62,TELOK ANSON,BN - GERAKAN,AU HOW CHEONG,MALE,,
P.63,PERAK,P.63,TANJONG MALIM,BN - MCA,MAK HON KAM,MALE,39,
P.64,PERAK,P.64,BAGAN DATOK,BN - DIRECT,HASAN ADLI,MALE,49,
P.65,PAHANG,P.65,LIPIS,BN - UMNO,TAN SRI GHAZALI SHAFIE,MALE,56,
P.66,PAHANG,P.66,JERANTUT,BN - UMNO,DATO' SHARIFF AHMAD,MALE,,
P.67,PAHANG,P.67,KUANTAN,BN - UMNO,MD. ALI BIN M. SHARIF,MALE,,
P.68,PAHANG,P.68,RAUB,BN - MCA,TAN KOON SWAN,MALE,48,
P.69,PAHANG,P.69,MARAN,BN - UMNO,HISHAMUDDIN BIN HAJI YAHAYA,MALE,39,
P.70,PAHANG,P.70,BENTONG,BN - MCA,CHAN SIANG SUN,MALE,,
P.71,PAHANG,P.71,PEKAN,BN - UMNO,DATUK MOHD. NAJIB B. TUN HJ. ABDUL RAZAK,MALE,25,
P.72,PAHANG,P.72,TEMERLOH,BN - UMNO,HAMZAH BIN DATO ABU SAMAH,MALE,54,
P.73,SELANGOR,P.73,SABAK BERNAM,BN - UMNO,JAMALUDDIN BIN HJ. SUHAIMI,MALE,,
P.74,SELANGOR,P.74,TANJONG KARANG,BN - UMNO,ABDUL SHUKUR BIN HJ. SIRAJ,MALE,,
P.75,SELANGOR,P.75,ULU SELANGOR,BN - MCA,MICHAEL CHEN,MALE,45,
P.76,SELANGOR,P.76,KUALA SELANGOR,BN - UMNO,ABU HASSAN BIN HAJI OMAR,MALE,48,
P.77,SELANGOR,P.77,SELAYANG,BN - UMNO,RAFIDAH AZIZ,FEMALE,35,
P.78,SELANGOR,P.78,ULU LANGAT,BN - MCA,CHOW POH KHENG,FEMALE,51,
P.79,SELANGOR,P.79,PELABOHAN KELANG,BN - MIC,TAN SRI V. MANICKAVASAGAM,MALE,52,
P.80,SELANGOR,P.80,SHAH ALAM,BN - MCA,LEW SIP HON,MALE,53,
P.81,SELANGOR,P.81,PETALING,DAP,LIM KIT SIANG,MALE,37,
P.82,SELANGOR,P.82,KUALA LANGAT,BN - UMNO,DATIN AISHAH GHANI,FEMALE,55,
P.83,SELANGOR,P.83,SEPANG,BN - UMNO,HAJI SUHAIMI BIN DATO' HAJI KAMARUDDIN,MALE,,
P.84,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.84,KEPONG,BN - GERAKAN,DR TAN TIONG HONG,MALE,36,
P.85,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.85,SETAPAK,BN - UMNO,MOHD. IDRIS BIN HAJI IBRAHIM,MALE,,Y
P.86,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.86,DAMANSARA,DAP,V. DAVID,MALE,46,
P.87,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.87,KUALA LUMPUR BANDAR,DAP,LEE LAM THYE,MALE,33,
P.88,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.88,SUNGAI BESI,DAP,CHAN KOK KIT @ CHAN KIT,MALE,53,
P.89,NEGERI SEMBILAN,P.89,JELEBU,BN - UMNO,A. SAMAD BIN IDRIS,MALE,55,Y
P.90,NEGERI SEMBILAN,P.90,MANTIN,BN - MCA,LEE BOON PENG,MALE,,
P.91,NEGERI SEMBILAN,P.91,SEREMBAN,DAP,DR CHEN MAN HIN,MALE,53,
P.92,NEGERI SEMBILAN,P.92,KUALA PILAH,BN - UMNO,MANSOR B. OTHMAN,MALE,,
P.93,NEGERI SEMBILAN,P.93,TELOK KEMANG,BN - MIC,K. PATHMANABAN,MALE,41,
P.94,NEGERI SEMBILAN,P.94,TAMPIN,BN - UMNO,MOKHTAR HASHIM,MALE,36,
P.95,MELAKA,P.95,ALOR GAJAH,BN - UMNO,A. RAHIM BIN DATUK TAMBY CHIK,MALE,28,
P.96,MELAKA,P.96,JASIN,BN - UMNO,ABDUL GHAFAR BIN BABA,MALE,53,
P.97,MELAKA,P.97,BATU BERENDAM,BN - MCA,TAN SRI CHONG HON NYAN,MALE,54,Y
P.98,MELAKA,P.98,KOTA MELAKA,DAP,CHAN TECK CHAN,MALE,,
P.99,JOHOR,P.99,LABIS,BN - UMNO,DATO' MUSA HITAM,MALE,44,
P.100,JOHOR,P.100,SEGAMAT,BN - MCA,DATO LEE SAN CHOON,MALE,42,
P.101,JOHOR,P.101,KELUANG,DAP,LEE KAW,MALE,39,
P.102,JOHOR,P.102,TENGGAROH,BN - UMNO,TAN SRI KADIR YUSOF,MALE,63,
P.103,JOHOR,P.103,LEDANG,BN - UMNO,DATO' HJ. EMBONG BIN YAHYA,MALE,,
P.104,JOHOR,P.104,PAGOH,BN - UMNO,MUHYIDDIN MD. YASSIN,MALE,41,
P.105,JOHOR,P.105,AYER HITAM,BN - MCA,DR HEE TIEN LAI,MALE,37,
P.106,JOHOR,P.106,MUAR,BN - MCA,DATO' DR NEO YEE PAN,MALE,40,
P.107,JOHOR,P.107,RENGGAM,BN - MCA,CHIN HON NGIAN,MALE,,
P.108,JOHOR,P.108,PANTI,BN - UMNO,YUSOF BIN MALIM KUNING,MALE,,
P.109,JOHOR,P.109,SRI GADING,BN - UMNO,DATO HUSSEIN ONN,MALE,56,
P.110,JOHOR,P.110,SEMERAH,BN - UMNO,SHARIFFAH DORAH BT. MOHAMMED,FEMALE,,
P.111,JOHOR,P.111,BATU PAHAT,BN - UMNO,DATO' ABD. JALAL BIN HAJI ABU BAKAR,MALE,,Y
P.112,JOHOR,P.112,PONTIAN,BN - UMNO,HAJI IKHWAN BIN NASIR,MALE,40,
P.113,JOHOR,P.113,PULAI,BN - UMNO,MOHAMED RAHMAT,MALE,40,
P.114,JOHOR,P.114,JOHOR BAHRU,BN - UMNO,SHAHRIR ABDUL SAMAD,MALE,29,
P.115,SABAH,P.115,MARUDU,BN - USNO,DATUK ASHKAR BIN HASBOLLAH,MALE,,
P.116,SABAH,P.116,BANDAU,BN - BERJAYA,GEORGE ABAH,MALE,,
P.117,SABAH,P.117,KOTA BELUD,BN - USNO,TAN SRI HAJI MOHAMMAD SAID BIN KERUAK,MALE,52,
P.118,SABAH,P.118,LABUK SUGUT,BN - USNO,AMPONG BIN PUYON,MALE,,
P.119,SABAH,P.119,TUARAN,BN - BERJAYA,DATUK JAMES ONGKILILI,MALE,39,
P.120,SABAH,P.120,KINABALU,INDEPENDENT - CANDLE,MARK KODING,MALE,,
P.121,SABAH,P.121,GAYA,BN - BERJAYA,WILLIAM LYE,MALE,,
P.122,SABAH,P.122,PENAMPANG,BN - BERJAYA,CLARENCE E. MANSUL,MALE,,
P.123,SABAH,P.123,SANDAKAN,DAP,FUNG KET WING,MALE,,
P.124,SABAH,P.124,KINABATANGAN,INDEPENDENT - BOOK,ABDUL GHANI BIN MISBAH,MALE,,
P.125,SABAH,P.125,KIMANIS,BN - BERJAYA,AK ALIUDDIN MOHD. TAHIR,MALE,,
P.126,SABAH,P.126,HILIR PADAS,BN - USNO,HJ. MOHD. TAUFECK B. DATUK HJ. ASNEH,MALE,,
P.127,SABAH,P.127,KENINGAU,BN - BERJAYA,ROBERT EVANS,MALE,,
P.128,SABAH,P.128,SILAM,BN - USNO,DATUK HAJI SAKARAN BIN DANDAI,MALE,48,
P.129,SABAH,P.129,ULU PADAS,BN - BERJAYA,HARRIS BIN MOHD. SALLEH,MALE,48,Y
P.130,SABAH,P.130,TAWAU,BN - BERJAYA,HIEW NYUK YIN,MALE,,
P.131,SARAWAK,P.131,MAS GADING,BN - SNAP,PATRICK ANAK UREN,MALE,,
P.132,SARAWAK,P.132,BANDAR KUCHING,BN - SUPP,ONG KEE HUI,MALE,64,
P.133,SARAWAK,P.133,SANTUBONG,BN - PBB,DR SULAIMAN HAJI DAUD,MALE,45,
P.134,SARAWAK,P.134,SAMARAHAN,BN - PBB,ABDUL TAIB BIN MAHMUD,MALE,42,
P.135,SARAWAK,P.135,PADAWAN,BN - SUPP,STEPHEN YONG KUET TZE,MALE,57,Y
P.136,SARAWAK,P.136,SERIAN,BN - SUPP,RICHARD DAMPENG,MALE,39,
P.137,SARAWAK,P.137,SIMUNJAN,BN - PBB,BUJANG BIN HJ. ULIS,MALE,30,
P.138,SARAWAK,P.138,BATANG LUPAR,BN - SNAP,EDWAN AK TANGKON,MALE,,
P.139,SARAWAK,P.139,LUBOK ANTU,BN - SNAP,JONATHAN NARWIN AK JINGGONG,MALE,,
P.140,SARAWAK,P.140,BETONG,BN - PBB,LIBEN AK KATO,MALE,,
P.141,SARAWAK,P.141,SARATOK,BN - SNAP,EDMUND LANGGU AK SAGA,MALE,42,
P.142,SARAWAK,P.142,PALOH,BN - PBB,DATUK PATINGGI TAN SRI ABDUL RAHMAN BIN YA'KUB,MALE,50,
P.143,SARAWAK,P.143,SARIKEI,BN - SUPP,CHIENG TIONG KAI,MALE,,
P.144,SARAWAK,P.144,SIBU,BN - SUPP,DR WONG SOON KAI,MALE,51,
P.145,SARAWAK,P.145,RAJANG,BN - SUPP,JAWAN EMPALING,MALE,40,
P.146,SARAWAK,P.146,MUKAH,BN - PBB,HAJI SALLEH JAFARUDDIN,MALE,35,
P.147,SARAWAK,P.147,JULAU,BN - SNAP,THOMAS SALANG,MALE,,
P.148,SARAWAK,P.148,KANOWIT,BN - SNAP,LEO MOGGIE ANAK IROK,MALE,37,
P.149,SARAWAK,P.149,KAPIT,BN - PBB,LEONARD LINGGI AK JUGAH,MALE,48,
P.150,SARAWAK,P.150,ULU RAJANG,BN - SNAP,SIBAT MIYUT AK TAGONG,MALE,,
P.151,SARAWAK,P.151,BINTULU,BN - SNAP,TING LING KIEW,MALE,,
P.152,SARAWAK,P.152,LAMBIR,SAPO,SZETU MEI THONG,MALE,,
P.153,SARAWAK,P.153,BARAM,BN - SNAP,LUHAT WAN,MALE,44,Y
P.154,SARAWAK,P.154,BUKIT MAS,BN - PBB,RACHA UMONG,MALE,,Y
