UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P.28_N.4,TRENGGANU,P.28,BESUT,N.4,ULU BESUT,BN - UMNO,HUSIN BIN HAJI ABDULLAH,MALE,,
P.29_N.5,TRENGGANU,P.29,ULU NERUS,N.5,SETIU,BN - UMNO,TENGKU MAHMUD BIN MANSOR,MALE,,
P.29_N.6,TRENGGANU,P.29,ULU NERUS,N.6,LANGKAP,BN - UMNO,SALLEH BIN MAMAT,MALE,,
P.29_N.7,TRENGGANU,P.29,ULU NERUS,N.7,BATU RAKIT,BN - UMNO,W. IBRAHIM BIN W. OTHMAN,MALE,,
P.29_N.8,TRENGGANU,P.29,ULU NERUS,N.8,SEBERANG TAKIR,BN - UMNO,ABDUL RASHID BIN NGAH,MALE,,
P.30_N.9,TRENGGANU,P.30,ULU TRENGGANU,N.9,TELEMONG,BN - UMNO,AHMAD SIDI BIN HAJI ISMAIL,MALE,,
P.30_N.10,TRENGGANU,P.30,ULU TRENGGANU,N.10,BINJAI,BN - UMNO,ABD. RAHMAN BIN ALI,MALE,,
P.30_N.11,TRENGGANU,P.30,ULU TRENGGANU,N.11,TANGGOL,BN - UMNO,HAJI SALLEH BIN ISMAIL,MALE,,
P.30_N.12,TRENGGANU,P.30,ULU TRENGGANU,N.12,KUALA BRANG,BN - UMNO,MOHD. NOR BIN ABDULLAH,MALE,,
P.31_N.13,TRENGGANU,P.31,KUALA NERUS,N.13,JERAM,BN - UMNO,ABDUL RASHID BIN MUHAMMAD,MALE,,
P.31_N.14,TRENGGANU,P.31,KUALA NERUS,N.14,BUKIT TUNGGAL,BN - UMNO,HAJI ABDUL RAHMAN BIN AWANG,MALE,,Y
P.31_N.15,TRENGGANU,P.31,KUALA NERUS,N.15,MANIR,BN - UMNO,ISMAIL BIN YUSOF,MALE,,
P.31_N.16,TRENGGANU,P.31,KUALA NERUS,N.16,BUKIT PAYONG,BN - UMNO,HAJI ABDUL RAZIK BIN HAJI TAIB,MALE,,
P.32_N.17,TRENGGANU,P.32,KUALA TRENGGANU,N.17,BANDAR,BN - MCA,TOK TENG SAI,,,
P.32_N.18,TRENGGANU,P.32,KUALA TRENGGANU,N.18,LADANG,BN - UMNO,ABU BAKAR BIN DAUD,MALE,,
P.32_N.19,TRENGGANU,P.32,KUALA TRENGGANU,N.19,WAKAF MEMPELAM,BN - UMNO,SHAFIE BIN HAJI ABD. RAHMAN,MALE,,
P.32_N.20,TRENGGANU,P.32,KUALA TRENGGANU,N.20,BATU BUROK,BN - UMNO,HAJI ABDUL MUTTALIB BIN HAJI SALLEH,MALE,,
P.33_N.21,TRENGGANU,P.33,DUNGUN,N.21,MARANG,BN - UMNO,TENGKU HAJI ZAHID MUSA,MALE,,
P.33_N.22,TRENGGANU,P.33,DUNGUN,N.22,MERCHANG,BN - UMNO,HAJI MOHMED ADIB BIN OMAR,MALE,,
P.33_N.23,TRENGGANU,P.33,DUNGUN,N.23,SURA,BN - UMNO,MUSTAPHA MAJEED,MALE,,
P.33_N.24,TRENGGANU,P.33,DUNGUN,N.24,JERANGAU,BN - UMNO,MUDA BIN ABDULLAH,MALE,,
P.34_N.25,TRENGGANU,P.34,KEMAMAN,N.25,PAKA,BN - UMNO,ISMAIL HAITAMI BIN SALLEH,MALE,,
P.34_N.26,TRENGGANU,P.34,KEMAMAN,N.26,KEMASIK,BN - UMNO,WAN ADNAN BIN ISMAIL,MALE,,
P.34_N.27,TRENGGANU,P.34,KEMAMAN,N.27,BUKIT BANDI,BN - UMNO,ISMAIL ALFALAH SALLEH,MALE,,
P.34_N.28,TRENGGANU,P.34,KEMAMAN,N.28,CHUKAI,BN - UMNO,DATO' WAN MOKHTAR BIN AHMAD,MALE,,Y
P.35_N.1,PULAU PINANG,P.35,KEPALA BATAS,N.1,PENAGA,BN - UMNO,HAJI HASSAN BIN HAJI MOHD. NOH,MALE,,
P.35_N.2,PULAU PINANG,P.35,KEPALA BATAS,N.2,BERTAM,BN - UMNO,ABDUL RAHMAN BIN HAJI ABBAS,MALE,,
P.35_N.3,PULAU PINANG,P.35,KEPALA BATAS,N.3,TASEK GELUGOR,BN - UMNO,MD. NOOR BIN AHMAD,MALE,,
P.36_N.4,PULAU PINANG,P.36,MATA KUCHING,N.4,BAGAN AJAM,BN - UMNO,CEK GU IBRAHIM BIN AB. RAZAK,MALE,,
P.36_N.5,PULAU PINANG,P.36,MATA KUCHING,N.5,BAGAN JERMAL,BN - MCA,DR SAK CHENG LUM,,,
P.36_N.6,PULAU PINANG,P.36,MATA KUCHING,N.6,BAGAN DALAM,BN - MIC,T. SUBBIAH,MALE,,
P.37_N.7,PULAU PINANG,P.37,PERMATANG PAUH,N.7,SUNGAI DUA,PAS,HAJI ZABIDI BIN HAJI ALI,MALE,,
P.37_N.8,PULAU PINANG,P.37,PERMATANG PAUH,N.8,KUBANG SEMANG,BN - UMNO,HAJI MOHAMAD NOR BIN BAKAR,MALE,,
P.37_N.9,PULAU PINANG,P.37,PERMATANG PAUH,N.9,PENANTI,BN - UMNO,ABDULLAH BIN MOHAMAD @ MAHMUD,MALE,,
P.38_N.10,PULAU PINANG,P.38,BUKIT MERTAJAM,N.10,BUKIT TENGAH,BN - GERAKAN,LIANG THAU SANG,,,
P.38_N.11,PULAU PINANG,P.38,BUKIT MERTAJAM,N.11,PEKAN BUKIT MERTAJAM,DAP,SEOW HUN KHIM,,,
P.38_N.12,PULAU PINANG,P.38,BUKIT MERTAJAM,N.12,MACHANG BUBOK,BN - GERAKAN,LIM HENG TEE,,,
P.39_N.13,PULAU PINANG,P.39,NIBONG TEBAL,N.13,BUKIT TAMBUN,BN - MCA,NG SWEE CHING,,,
P.39_N.14,PULAU PINANG,P.39,NIBONG TEBAL,N.14,SUNGAI BAKAP,BN - GERAKAN,TEOH KOOI SNEAH,,,
P.39_N.15,PULAU PINANG,P.39,NIBONG TEBAL,N.15,SUNGAI ACHEH,BN - UMNO,AHMAD BIN SALEH,MALE,,
P.40_N.16,PULAU PINANG,P.40,BALIK PULAU,N.16,TELOK BAHANG,BN - UMNO,AHMAD RADHI BIN PACHEE,MALE,,
P.40_N.17,PULAU PINANG,P.40,BALIK PULAU,N.17,SUNGAI NIBONG,BN - GERAKAN,DR TAN CHONG TEIK,,,
P.40_N.18,PULAU PINANG,P.40,BALIK PULAU,N.18,BAYAN LEPAS,BN - UMNO,KHALID AHMAD,MALE,,
P.41_N.19,PULAU PINANG,P.41,BUKIT BENDERA,N.19,TANJONG BUNGA,BN - GERAKAN,KHOR GARK KIM,MALE,,
P.41_N.20,PULAU PINANG,P.41,BUKIT BENDERA,N.20,AYER ITAM,DAP,PETER DASON,MALE,,
P.41_N.21,PULAU PINANG,P.41,BUKIT BENDERA,N.21,PAYA TERUBONG,DAP,CHIN NUOK SOO,,,
P.42_N.22,PULAU PINANG,P.42,TANJONG,N.22,PADANG KOTA,BN - GERAKAN,DR LIM CHONG EU,MALE,,
P.42_N.23,PULAU PINANG,P.42,TANJONG,N.23,KAMPONG KOLAM,DAP,OOI EAN KWONG,,,
P.42_N.24,PULAU PINANG,P.42,TANJONG,N.24,PENGKALAN KOTA,INDEPENDENT,CHOOI YEW CHOY,MALE,,
P.43_N.25,PULAU PINANG,P.43,JELUTONG,N.25,DATOK KERAMAT,BN - GERAKAN,TEH EWE LIM,,,
P.43_N.26,PULAU PINANG,P.43,JELUTONG,N.26,SUNGAI PINANG,BN - GERAKAN,DR ONG HEAN TEE,,,
P.43_N.27,PULAU PINANG,P.43,JELUTONG,N.27,BUKIT GELUGOR,DAP,KARPAL SINGH,MALE,,
P.44_N.1,PERAK,P.44,GERIK,N.1,TEMENGOR,BN - UMNO,SHAMSUDDIN BIN DIN,MALE,,
P.44_N.2,PERAK,P.44,GERIK,N.2,KENERING,BN - UMNO,WAN MOHAMED BIN WAN TEH,MALE,,
P.45_N.3,PERAK,P.45,LARUT,N.3,SELAMA,BN - UMNO,HAJI ABD. AZIZ BIN HAJI AHMAD,MALE,,
P.45_N.4,PERAK,P.45,LARUT,N.4,BATU KURAU,BN - UMNO,ABDUL MANAN BIN MOHD. ALI,MALE,,
P.46_N.5,PERAK,P.46,PARIT BUNTAR,N.5,SIMPANG LIMA,BN - UMNO,ISMAIL ABD. RAUF,MALE,,
P.46_N.6,PERAK,P.46,PARIT BUNTAR,N.6,KUALA KURAU,PAS,ABDUL RAHMAN HAJI MOKTAR,MALE,,
P.47_N.7,PERAK,P.47,BAGAN SERAI,N.7,ALOR PONGSU,BN - UMNO,MOHAMED BIN ABAS,MALE,,
P.47_N.8,PERAK,P.47,BAGAN SERAI,N.8,GUNONG SEMANGGOL,BN - UMNO,ZAINAL ABIDIN BIN ZIN,MALE,,
P.48_N.9,PERAK,P.48,SUNGAI SIPUT,N.9,LINTANG,BN - UMNO,MOHAMED BASHIR H. M. BAHARI,MALE,,Y
P.48_N.10,PERAK,P.48,SUNGAI SIPUT,N.10,JALONG,BN - GERAKAN,DR LIM KENG YAIK,MALE,,
P.49_N.11,PERAK,P.49,TAIPING,N.11,KAMUNTING,BN - UMNO,AHMAD BIN NAWI,MALE,,
P.49_N.12,PERAK,P.49,TAIPING,N.12,KELIAN PAUH,DAP,LIM ENG CHUAN,,,
P.50_N.13,PERAK,P.50,MATANG,N.13,CHANGKAT JERING,BN - GERAKAN,ANG CHIN WAH,,,
P.50_N.14,PERAK,P.50,MATANG,N.14,BUKIT GANTANG,BN - UMNO,AHMAD BIN MANSOR,MALE,,
P.51_N.15,PERAK,P.51,PADANG RENGAS,N.15,LENGGONG,BN - UMNO,SAIDIN BIN HAJI MAT PIAH,MALE,,
P.51_N.16,PERAK,P.51,PADANG RENGAS,N.16,LUBOK MERBAU,BN - UMNO,MIOR ARIS BIN MIOR ABU BAKAR,MALE,,
P.52_N.17,PERAK,P.52,KUALA KANGSAR,N.17,BUKIT CHANDAN,BN - MCA,WONG YEE KAO,,,
P.52_N.18,PERAK,P.52,KUALA KANGSAR,N.18,MANONG,BN - UMNO,SHAFIE BIN MAT SAMAN,MALE,,
P.53_N.19,PERAK,P.53,KINTA,N.19,CHEMOR,BN - PPP,YAP BOON EN,,,
P.53_N.20,PERAK,P.53,KINTA,N.20,GOPENG,DAP,P. PATTO,MALE,,
P.54_N.21,PERAK,P.54,IPOH,N.21,GUNTONG,DAP,MOHD. SALLEH BIN NAKHODA ITAM,MALE,,
P.54_N.22,PERAK,P.54,IPOH,N.22,KEPAYANG,DAP,LIM CHO HOCK,,,
P.55_N.23,PERAK,P.55,MENGLEMBU,N.23,PASIR PUTEH,DAP,CHIANG HENG KAI,,,
P.55_N.24,PERAK,P.55,MENGLEMBU,N.24,KUALA PARI,DAP,LIM NYIT SIN,,,
P.56_N.25,PERAK,P.56,BERUAS,N.25,PENGKALAN BAHARU,BN - UMNO,ABD. MALIK BIN HAJI AHMAD,MALE,,
P.56_N.26,PERAK,P.56,BERUAS,N.26,PANTAI REMIS,DAP,HEONG HENG KENG,MALE,,
P.57_N.27,PERAK,P.57,PARIT,N.27,BELANJA,BN - UMNO,AHMAD AZIZUDDIN BIN HAJI ZAINAL ABIDIN,MALE,,
P.57_N.28,PERAK,P.57,PARIT,N.28,BOTA,BN - UMNO,ROKIAH BINTI KAYAT,FEMALE,,
P.58_N.29,PERAK,P.58,BATU GAJAH,N.29,TANJONG TUALANG,BN - MCA,CHEONG KAI FU,,,
P.58_N.30,PERAK,P.58,BATU GAJAH,N.30,KAMPAR,DAP,LEE KAK HOI,,,
P.59_N.31,PERAK,P.59,BATANG PADANG,N.31,TAPAH,BN - MCA,LIM YOON YOOK,MALE,,
P.59_N.32,PERAK,P.59,BATANG PADANG,N.32,CHENDERIANG,BN - UMNO,ABDUL WAHAB BIN ABU BAKAR,MALE,,
P.60_N.33,PERAK,P.60,LUMUT,N.33,SITIAWAN,BN - MIC,S. RAJA SEGRAN,MALE,,
P.60_N.34,PERAK,P.60,LUMUT,N.34,PANGKOR,BN - MCA,CHERNG CHIEN CHANG,MALE,,
P.61_N.35,PERAK,P.61,HILIR PERAK,N.35,KAMPONG GAJAH,BN - UMNO,RAMLI BIN NGAH TALIB,MALE,,
P.61_N.36,PERAK,P.61,HILIR PERAK,N.36,SUNGAI MANIK,BN - UMNO,MOHAMED YUSOF BIN MADIN,MALE,,
P.62_N.37,PERAK,P.62,TELOK ANSON,N.37,PASIR BEDAMAR,DAP,THEE AH KOW @ THEE YOU MIN,,,
P.62_N.38,PERAK,P.62,TELOK ANSON,N.38,CHANGKAT JONG,BN - UMNO,DARUS BIN MOHD. SAID,MALE,,
P.63_N.39,PERAK,P.63,TANJONG MALIM,N.39,BIDOR,BN - MCA,CHIN GAN OON,MALE,,
P.63_N.40,PERAK,P.63,TANJONG MALIM,N.40,SLIM,BN - UMNO,R.M. IDRIS AL-HAJ,MALE,,
P.64_N.41,PERAK,P.64,BAGAN DATOK,N.41,RUNGKUP,BN - UMNO,MOHAMAD YAACOB BIN HAJI MOHAMED,MALE,,
P.64_N.42,PERAK,P.64,BAGAN DATOK,N.42,HUTAN MELINTANG,BN - UMNO,RADZIAH BINTI MARAHUDDIN,FEMALE,,
P.65_N.1,PAHANG,P.65,LIPIS,N.1,JELAI,BN - UMNO,MOHD. HASHIM BIN IDRUS,MALE,,
P.65_N.2,PAHANG,P.65,LIPIS,N.2,TANAH RATA,BN - MIC,M. SANGARALINGAM,MALE,,
P.65_N.3,PAHANG,P.65,LIPIS,N.3,BUKIT BETONG,BN - UMNO,ABU BAKAR BIN CHU,MALE,,
P.65_N.4,PAHANG,P.65,LIPIS,N.4,BANDAR LIPIS,BN - MCA,CHIN HON KIT,,,
P.65_N.5,PAHANG,P.65,LIPIS,N.5,BENTA,BN - UMNO,ZUKI KAMALUDDIN,MALE,,
P.66_N.6,PAHANG,P.66,JERANTUT,N.6,TAHAN,BN - UMNO,HARUN BIN JAAFAR,MALE,,
P.66_N.7,PAHANG,P.66,JERANTUT,N.7,TEMBELING,BN - UMNO,ABD. RAHMAN BIN AKIL,MALE,,
P.66_N.8,PAHANG,P.66,JERANTUT,N.8,JENDERAK,BN - UMNO,HAJI ABDULLAH HASHIM BIN MOHD.,MALE,,
P.66_N.9,PAHANG,P.66,JERANTUT,N.9,BANDAR JERANTUT,BN - MCA,HO CHOCK KEONG,,,
P.66_N.10,PAHANG,P.66,JERANTUT,N.10,KERDAU,BN - UMNO,MOHAMED SALUDIN OMAR,MALE,,
P.67_N.11,PAHANG,P.67,KUANTAN,N.11,BESERAH,BN - UMNO,ABDUL RAHIM BIN ABU BAKAR,MALE,,
P.67_N.12,PAHANG,P.67,KUANTAN,N.12,SUNGAI LEMBING,BN - UMNO,WAN ABDULLAH BIN WAN OSMAN,MALE,,
P.67_N.13,PAHANG,P.67,KUANTAN,N.13,BANDAR KUANTAN,BN - MCA,LIM AH LEK,,,
P.68_N.14,PAHANG,P.68,RAUB,N.14,BATU TALAM,BN - UMNO,ABDUL RAZAK BIN HITAM,MALE,,
P.68_N.15,PAHANG,P.68,RAUB,N.15,DONG,BN - UMNO,TENGKU MUSTAPHA BIN TENGKU SETI,MALE,,Y
P.68_N.16,PAHANG,P.68,RAUB,N.16,BANDAR RAUB,BN - MCA,TAN LIEW THONG,,,
P.69_N.17,PAHANG,P.69,MARAN,N.17,PAYA BESAR,BN - UMNO,ABDUL RASHID BIN HAJI ABD. RAHMAN,MALE,,
P.69_N.18,PAHANG,P.69,MARAN,N.18,BANDAR MARAN,BN - UMNO,HAJI NASIR BIN HAJI MAT PIAH,MALE,,
P.69_N.19,PAHANG,P.69,MARAN,N.19,JENGKA,BN - UMNO,SARIAH BINTI KAMISO,FEMALE,,
P.69_N.20,PAHANG,P.69,MARAN,N.20,CHENOR,BN - UMNO,USTAZ MAHMUD HAJI MAT TAIB,MALE,,
P.70_N.21,PAHANG,P.70,BENTONG,N.21,KARAK,BN - MCA,CHAN TAN CHUEN,,,
P.70_N.22,PAHANG,P.70,BENTONG,N.22,BANDAR BENTONG,BN - MCA,FOO YEW CHOY,,,
P.70_N.23,PAHANG,P.70,BENTONG,N.23,SEMANTAN,BN - UMNO,ABD. MALEK BIN MOHAMMED,MALE,,
P.71_N.24,PAHANG,P.71,PEKAN,N.24,KUALA PAHANG,BN - UMNO,HASHIM B. M. ZIN,MALE,,
P.71_N.25,PAHANG,P.71,PEKAN,N.25,CHINI,BN - UMNO,MOHAMED BIN HJ. ABD. GHANI,MALE,,
P.71_N.26,PAHANG,P.71,PEKAN,N.26,BANDAR PEKAN,BN - UMNO,SAMSIAH BINTI ABD. HAMID,FEMALE,,
P.71_N.27,PAHANG,P.71,PEKAN,N.27,BUKIT IBAM,BN - UMNO,KHALIL YAAKOB,MALE,,
P.71_N.28,PAHANG,P.71,PEKAN,N.28,ROMPIN,BN - UMNO,ABD. LATIFF BIN KANTAN,MALE,,
P.72_N.29,PAHANG,P.72,TEMERLOH,N.29,MENTAKAB,BN - UMNO,HAJI IDRIS BIN HAJI LONG,MALE,,
P.72_N.30,PAHANG,P.72,TEMERLOH,N.30,BANDAR TEMERLOH,BN - UMNO,DATUK AWANG NGAH BIN TOK MUDA HAJI IBRAHIM,MALE,,
P.72_N.31,PAHANG,P.72,TEMERLOH,N.31,BERA,BN - UMNO,JAAFAR BIN SALLEH,MALE,,
P.72_N.32,PAHANG,P.72,TEMERLOH,N.32,TRIANG,BN - MCA,NGAU BOON MIN,,,
P.73_N.1,SELANGOR,P.73,SABAK BERNAM,N.1,SUNGAI AYER TAWAR,BN - UMNO,HAJI KHALIL BIN KASMIJAN,MALE,,
P.73_N.2,SELANGOR,P.73,SABAK BERNAM,N.2,SABAK,BN - UMNO,YUSUP LATIB,MALE,,
P.73_N.3,SELANGOR,P.73,SABAK BERNAM,N.3,SUNGAI BESAR,BN - UMNO,MOHD. GHAZALI BIN KANTAN,MALE,,
P.74_N.4,SELANGOR,P.74,TANJONG KARANG,N.4,SUNGAI PANJANG,BN - UMNO,ARIFFIN BIN HAJI MAT RAWI @ HAJI RAWI,MALE,,
P.74_N.5,SELANGOR,P.74,TANJONG KARANG,N.5,SEKINCHAN,BN - UMNO,MUHAMAD KASIM BIN MOHAMED YUSOF,MALE,,
P.74_N.6,SELANGOR,P.74,TANJONG KARANG,N.6,SUNGAI BURONG,BN - UMNO,DATO HAJI KAMARUZAMAN BIN HAJI AHMAD,MALE,,
P.75_N.7,SELANGOR,P.75,ULU SELANGOR,N.7,KALUMPANG,BN - UMNO,SHOIB BIN HAJI AHMAD,MALE,,
P.75_N.8,SELANGOR,P.75,ULU SELANGOR,N.8,KUALA KUBU BAHARU,DAP,PAN SU PENG,,,
P.75_N.9,SELANGOR,P.75,ULU SELANGOR,N.9,BATANG KALI,BN - UMNO,ROSEDIN BIN HAJI YAACOB,MALE,,
P.76_N.10,SELANGOR,P.76,KUALA SELANGOR,N.10,PERMATANG,BN - UMNO,ZALEHA BINTI ISMAIL,FEMALE,,
P.76_N.11,SELANGOR,P.76,KUALA SELANGOR,N.11,ASAM JAWA,BN - MIC,N.S. MANIAM,MALE,,
P.76_N.12,SELANGOR,P.76,KUALA SELANGOR,N.12,JERAM,BN - UMNO,NORSIAH BINTI ABD. RAHIM,FEMALE,,
P.77_N.13,SELANGOR,P.77,SELAYANG,N.13,RAWANG,BN - MCA,LEE KIM SAI,,,
P.77_N.14,SELANGOR,P.77,SELAYANG,N.14,GOMBAK,BN - UMNO,ZAKARIA HAJI YAHAYA,MALE,,
P.77_N.15,SELANGOR,P.77,SELAYANG,N.15,AMPANG,BN - MCA,TAN KUI SUI,,,
P.78_N.16,SELANGOR,P.78,ULU LANGAT,N.16,DUSUN TUA,BN - UMNO,MOHD. AZMIR BIN DATO' MOHD. NAZIR,MALE,,
P.78_N.17,SELANGOR,P.78,ULU LANGAT,N.17,SEMENYIH,DAP,LIEW AH KIM,,,
P.78_N.18,SELANGOR,P.78,ULU LANGAT,N.18,KAJANG,BN - UMNO,ABDUL HAMID BIN MOHD. SAID,MALE,,
P.79_N.19,SELANGOR,P.79,PELABOHAN KELANG,N.19,KAPAR,BN - UMNO,SANAD BIN HAJI SAID,MALE,,
P.79_N.20,SELANGOR,P.79,PELABOHAN KELANG,N.20,SEMENTA,BN - UMNO,CHE ONN BIN ISMAIL,MALE,,
P.79_N.21,SELANGOR,P.79,PELABOHAN KELANG,N.21,SELAT KELANG,BN - MCA,GAN CHING YEN,,,
P.80_N.22,SELANGOR,P.80,SHAH ALAM,N.22,BUKIT RAJA,BN - MIC,G. VADIVELOO,MALE,,
P.80_N.23,SELANGOR,P.80,SHAH ALAM,N.23,BANDAR KELANG,BN - MCA,TONG KOK MAU,,,Y
P.80_N.24,SELANGOR,P.80,SHAH ALAM,N.24,KAMPONG JAWA,BN - UMNO,RAJA ZULKIFLI BIN RAJA BORHAN,MALE,,
P.81_N.25,SELANGOR,P.81,PETALING,N.25,PETALING JAYA,BN - GERAKAN,SOONG SIEW HOONG,,,
P.81_N.26,SELANGOR,P.81,PETALING,N.26,SUNGAI WAY,BN - MIC,V.L. KANDAN,MALE,,
P.81_N.27,SELANGOR,P.81,PETALING,N.27,SERDANG,DAP,LEE LAM THYE,MALE,,
P.82_N.28,SELANGOR,P.82,KUALA LANGAT,N.28,PANGLIMA GARANG,BN - UMNO,MOHD. KAMIL BIN HAJI ABD. GHANI,MALE,,Y
P.82_N.29,SELANGOR,P.82,KUALA LANGAT,N.29,BANTING,BN - UMNO,DATO' HORMAT RAFEI,MALE,,
