UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P. 80,PAHANG,P. 80,TEMERLUH,BN - UMNO,DATO' HAJI SABBARUDDIN CHIK,MALE,44,
P. 81,PAHANG,P. 81,ROMPIN,BN - UMNO,MOHAMED AMIN BIN HAJI DAUD,MALE,48,
P. 82,SELANGOR,P. 82,SABAK BERNAM,BN - UMNO,HASSIM @ HUSIN BIN HAJI TAIB,MALE,,
P. 83,SELANGOR,P. 83,TANJONG KARANG,BN - UMNO,DATO' KAMARUZAMAN BIN AHMAD,MALE,,
P. 84,SELANGOR,P. 84,HULU SELANGOR,BN - MIC,S. S. SUBRAMANIAM,MALE,,
P. 85,SELANGOR,P. 85,KUALA SELANGOR,BN - UMNO,ABU HASSAN BIN OMAR,MALE,46,
P. 86,SELANGOR,P. 86,KAPAR,BN - MIC,P. VIJANDRAN A/L PANTANATHAN @ D.P. VIJANDRAN,MALE,,
P. 87,SELANGOR,P. 87,SELAYANG,BN - UMNO,ZALEHA BINTI ISMAIL,FEMALE,52,
P. 88,SELANGOR,P. 88,AMPANG JAYA,BN - MCA,LIM SOON TECK @ LIM ANN KOON,MALE,,
P. 89,SELANGOR,P. 89,HULU LANGAT,BN - MCA,LEE KIM SAI,MALE,49,
P. 90,SELANGOR,P. 90,PETALING JAYA,DAP,DR. ENG SENG CHAI @ NG SING SAI,MALE,,
P. 91,SELANGOR,P. 91,PUCHONG,DAP,DAVID S/O VETHAMUTHU,MALE,64,
P. 92,SELANGOR,P. 92,SHAH ALAM,BN - UMNO,RAHMAH BINTI OSMAN @ HAJAH RAHMAH BINTI OSMAN,FEMALE,,
P. 93,SELANGOR,P. 93,KLANG,BN - MCA,NG CHENG KIAT,MALE,45,
P. 94,SELANGOR,P. 94,KUALA LANGAT,BN - UMNO,BASRI BIN BAJURI,MALE,45,
P. 95,SELANGOR,P. 95,SEPANG,BN - UMNO,MOHD SHARIF BIN JAJANG,MALE,43,
P. 96,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 96,KEPONG,DAP,TAN SENG GIAW @ TAN CHUN TIN,MALE,44,
P. 97,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 97,BATU,BN - GERAKAN,YU LUNG LEE @ ALEXANDER YU LUNG LEE,MALE,47,
P. 98,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 98,TITIWANGSA,BN - UMNO,SULEIMAN BIN MOHAMED,MALE,,
P. 99,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 99,BUKIT BINTANG,DAP,LEE LAM THYE,MALE,39,
P. 100,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 100,LEMBAH PANTAI,BN - UMNO,HAJI ABDUL RAZAK BIN ABU SAMAH,MALE,49,
P. 101,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 101,SEPUTEH,DAP,LIEW AH KIM,MALE,48,
P. 102,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 102,SUNGAI BESI,DAP,TAN KOK WAI,MALE,29,
P. 103,NEGERI SEMBILAN,P. 103,JELEBU,BN - UMNO,DATO' RAIS YATIM @ MAT RAIS BIN JATIN @ YATIM,MALE,44,
P. 104,NEGERI SEMBILAN,P. 104,JEMPOL,BN - UMNO,MOHD KHALID BIN MOHD YUNUS,MALE,43,
P. 105,NEGERI SEMBILAN,P. 105,TAMPIN,BN - UMNO,MOHD. NOH BIN RAJAB,MALE,39,
P. 106,NEGERI SEMBILAN,P. 106,KUALA PILAH,BN - UMNO,NAPSIAH BTE. OMAR,FEMALE,42,
P. 107,NEGERI SEMBILAN,P. 107,SEREMBAN,DAP,CHEN MAN HIN DENNIS,MALE,61,
P. 108,NEGERI SEMBILAN,P. 108,RASAH,DAP,HU SEPANG,MALE,39,
P. 109,NEGERI SEMBILAN,P. 109,TELOK KEMANG,BN - MIC,K. PATMANABAN @ K. PATHMRINATHAN S/O KUNJAMBOO,MALE,49,
P. 110,MELAKA,P. 110,ALOR GAJAH,BN - UMNO,MOHD ADIB BIN HAJI MOHD ADAM,MALE,45,
P. 111,MELAKA,P. 111,SELANDAR,BN - MCA,KOK WEE KIAT,MALE,45,
P. 112,MELAKA,P. 112,BATU BERENDAM,BN - UMNO,MOHD TAMRIN BIN ABDUL GHAFFAR,MALE,36,
P. 113,MELAKA,P. 113,KOTA MELAKA,DAP,LIM GUAN ENG,MALE,26,
P. 114,MELAKA,P. 114,JASIN,BN - UMNO,ABDUL GHAFAR BIN BABA,MALE,61,
P. 115,JOHOR,P. 115,SEGAMAT,BN - MIC,DATO' SUBRAMANIAM A/L SINNIAH,MALE,34,
P. 116,JOHOR,P. 116,LEDANG,BN - UMNO,A. GHANI B. OTHMAN,MALE,39,
P. 117,JOHOR,P. 117,PAGOH,BN - UMNO,AHMAD BIN OMAR @ AMAR,MALE,,
P. 118,JOHOR,P. 118,LABIS,BN - MCA,LIM LIONG SEEK @ LING LIONG SIK,MALE,43,
P. 119,JOHOR,P. 119,MERSING,BN - UMNO,ABD. AJIB BIN AHMAD,MALE,39,
P. 120,JOHOR,P. 120,KLUANG,BN - MCA,LING TOWI SENG @ LING CHOOI SIENG,FEMALE,,
P. 121,JOHOR,P. 121,PARIT SULONG,BN - UMNO,SHARIFFAH DORA BINTI MOHAMED,FEMALE,,Y
P. 122,JOHOR,P. 122,BAKRI,BN - MCA,CHUA JUI MENG,MALE,43,
P. 123,JOHOR,P. 123,MUAR,BN - UMNO,MOHAMED SAM BIN SAILAN,MALE,,
P. 124,JOHOR,P. 124,SRI GADING,BN - UMNO,MUSTAFFA BIN MOHD.,MALE,,Y
P. 125,JOHOR,P. 125,BATU PAHAT,BN - UMNO,DAUD BIN HAJI TAHA,MALE,43,
P. 126,JOHOR,P. 126,SUNGAI BENUT,BN - UMNO,MOHAMED TAWFIK BIN TUN DR. ISMAIL,MALE,,
P. 127,JOHOR,P. 127,SENAI,BN - MCA,WOON SEE CHIN,MALE,42,
P. 128,JOHOR,P. 128,KOTA TINGGI,BN - UMNO,MUSA BIN HITAM,MALE,52,
P. 129,JOHOR,P. 129,TEBRAU,BN - UMNO,ZAINABON @ ZAINAB BTE. ABU BAKAR,FEMALE,44,
P. 130,JOHOR,P. 130,JOHOR BAHRU,BN - UMNO,SHARIL @ SHAHRIR BIN AB. SAMAD,MALE,37,
P. 131,JOHOR,P. 131,PULAI,BN - UMNO,DATO MOHAMED BIN RAHMAT,MALE,54,
P. 132,JOHOR,P. 132,PONTIAN,BN - MCA,LAW LAI HENG @ GOH LAI HENG,MALE,,
P. 133,WILAYAH PERSEKUTUAN LABUAN,P. 133,LABUAN,INDEPENDENT - OIL PALM,ABDOL MULOK @ MOLLEE,MALE,,
P. 134,SABAH,P. 134,MARUDU,INDEPENDENT - OIL PALM,OJIHI B. SUPIRING,MALE,,
P. 135,SABAH,P. 135,BANDAU,BN - PBS,MADATANG BIN MOREJAL,MALE,,
P. 136,SABAH,P. 136,KOTA BELUD,BN - PBS,MAIDOM BIN PANSAI @ PAUL BIN PANSAI,MALE,,
P. 137,SABAH,P. 137,TUARAN,BN - PBS,KALAKAU BIN UNTOL @ KALAKAN ENTOL,MALE,32,
P. 138,SABAH,P. 138,KINABALU,BN - PBS,KASITAH B. GADDAM,MALE,34,Y
P. 139,SABAH,P. 139,JAMBONGAN,BN - PBS,METAH BIN ASANG @ MICHAEL ASANG,MALE,,
P. 140,SABAH,P. 140,SANDAKAN,DAP,FUNG KET WING,MALE,,
P. 141,SABAH,P. 141,KINABATANGAN,BN - USNO,PITTING BIN HAJI MOHD. ALI,MALE,,
P. 142,SABAH,P. 142,KENINGAU,BN - PBS,JOSEPH PAIRIN KITINGAN,MALE,40,Y
P. 143,SABAH,P. 143,PENAMPANG,BN - PBS,BERNARD GILUK DOMPOK,MALE,36,
P. 144,SABAH,P. 144,GAYA,DAP,GERARD MATH,MALE,,
P. 145,SABAH,P. 145,TANJONG ARU,DAP,HSING YIN SHEAN @ HENG YICK YIN,MALE,34,
P. 146,SABAH,P. 146,PAPAR,BN - USNO,OSU HJ. SUKAM,MALE,,
P. 147,SABAH,P. 147,KIMANIS,BN - PBS,NURNIKMAN BIN ABDULLAH,MALE,,
P. 148,SABAH,P. 148,LIMBAWANG,BN - USNO,DATU ABDUL HAMID BIN TUN DATU HJ. MUSTAPHA,MALE,,
P. 149,SABAH,P. 149,PADAS,BN - PBS,KADOH AGUNDONG @ FERDINAND,MALE,38,
P. 150,SABAH,P. 150,PENSIANGAN,BN - PBS,TAIMIN B. LUMAING,MALE,,
P. 151,SABAH,P. 151,TAWAU,DAP,SAMSON CHIN CHEE TSU,MALE,,
P. 152,SABAH,P. 152,SILAM,BN - USNO,RAILEY BIN JEFFREY,MALE,41,
P. 153,SABAH,P. 153,SEMPORNA,BN - USNO,DATUK HAJI SAKARAN B. DANDAI @ HASHIM BIN DANDAI,MALE,56,
P. 154,SARAWAK,P. 154,MAS GADING,BN - SNAP,PATAU AK RUBIS,MALE,40,
P. 155,SARAWAK,P. 155,BANDAR KUCHING,DAP,SIM KENG SOON @ SIM KWANG YANG,MALE,38,
P. 156,SARAWAK,P. 156,SANTUBONG,BN - PBB,DR. SULAIMAN HAJI DAUD,MALE,53,Y
P. 157,SARAWAK,P. 157,SAMARAHAN,BN - PBB,DATUK PATINGGI HAJI ABDUL TALIB MAHMUD,MALE,50,
P. 158,SARAWAK,P. 158,PADAWAN,BN - SUPP,STEPHEN YONG KUET TZE,MALE,65,
P. 159,SARAWAK,P. 159,SERIAN,INDEPENDENT - OIL PALM,LAINUS AK. ANDREW LUWAK,MALE,,
P. 160,SARAWAK,P. 160,SIMUNJAN,BN - PBB,BUJANG BIN HJ. ULIS @ BUJANG HADZIRI BIN HJ. ULIS,MALE,38,
P. 161,SARAWAK,P. 161,BATANG LUPAR,BN - PBDS,DANIEL TAJEM AK. MIRI,MALE,50,
P. 162,SARAWAK,P. 162,LUBOK ANTU,BN - PBDS,ANDREW JANGGI MUYANG,MALE,,
P. 163,SARAWAK,P. 163,BETONG,BN - PBB,DOUGLAS UGGAH EMBAS,MALE,30,
P. 164,SARAWAK,P. 164,SARATOK,BN - SNAP,DATUK PETER TINGGOM ANAK KAMARAU,MALE,60,
P. 165,SARAWAK,P. 165,PALOH,BN - PBB,ABANG ABU BAKAR B DATU BANDAR ABANG HJ. MUSTAPHA,MALE,45,Y
P. 166,SARAWAK,P. 166,SARIKEI,BN - SUPP,LAW HIENG DING,MALE,51,
P. 167,SARAWAK,P. 167,SIBU,BN - SUPP,TIEU SUNG SENG @ TIU SIING SENG,MALE,,
P. 168,SARAWAK,P. 168,RAJANG,INDEPENDENT - BUS,NICHOLAS MUNONG AK IBAU,MALE,,
P. 169,SARAWAK,P. 169,MUKAH,BN - PBB,LEO MICHAEL TOYAD @ LEO FRANCIS MICHAEL,MALE,36,
P. 170,SARAWAK,P. 170,JULAU,BN - PBDS,THOMAS SALANG AK SIDEN,MALE,,
P. 171,SARAWAK,P. 171,KANOWIT,BN - PBDS,LEO MOGGIE AK IROK @ LEO MOGGIE,MALE,46,
P. 172,SARAWAK,P. 172,KAPIT,BN - PBB,JIMBUN AK PUNGGA @ JAMES JIMBUN AK PUNGGA,MALE,46,
P. 173,SARAWAK,P. 173,ULU RAJANG,BN - SNAP,GEORGE AK. JENGGOT @ JUSTINE AK JINGGOT,MALE,27,
P. 174,SARAWAK,P. 174,BINTULU,BN - SNAP,TING LING KIEW @ TING LING KIAW,MALE,,
P. 175,SARAWAK,P. 175,LAMBIR,BN - SUPP,PETER CHIN FAH KUI @ CHIN FAH KUI,MALE,41,
P. 176,SARAWAK,P. 176,BARAM,BN - SNAP,LUHAT WAN,MALE,,
P. 177,SARAWAK,P. 177,BUKIT MAS,BN - PBB,MUTANG TAGAL,MALE,32,
