UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY SEAT,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED BALLOTS,TOTAL REJECTED VOTES,TOTAL VALID VOTES,VALID VOTE CHECKER,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,PAS CANDIDATE LOST DEPOSIT,DAP,DAP CANDIDATE,DAP CANDIDATE SEX,DAP CANDIDATE AGE,DAP VOTE,DAP CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT
P.29_N.37,KELANTAN,P.29,GUA MUSANG,N.37,DABONG,BN - UMNO,,7532,940,80.91,6094,,214,5880,5880,UMNO,MOHAMAD ROZALI BIN ISOHAK,MALE,,3410,,PAS,MAMAT BIN ABDULLAH @ AB. RAZAK,MALE,,2470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.29_N.38,KELANTAN,P.29,GUA MUSANG,N.38,PALOH,BN - UMNO,,9406,3660,76.87,7230,,232,6998,6998,UMNO,DATO' HAJI ARIFFIN BIN SAID,MALE,,5329,,PAS,MOKHTAR BIN SALEH,MALE,,1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.29_N.39,KELANTAN,P.29,GUA MUSANG,N.39,GALAS,BN - UMNO,,7039,2139,69.98,4926,,225,4701,4701,UMNO,ZAKARIA BIN HASAN,MALE,,3420,,PAS,IBRAHIM BIN ABDULLAH,MALE,,1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.30_N.1,TERENGGANU,P.30,BESUT,N.1,KUALA BESUT,BN - UMNO,,7725,1528,78.61,6073,,205,5868,5868,UMNO,WAN ZAKARIA BIN ABD. RAHMAN,MALE,,3698,,PAS,ABD. LATIF BIN MOHAMAD,MALE,,2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.30_N.2,TERENGGANU,P.30,BESUT,N.2,KAMPUNG RAJA,BN - UMNO,,8374,1528,79.88,6689,,189,6500,6500,UMNO,ABDULLAH BIN MUHAMMAD,MALE,,4014,,PAS,ABDULLAH BIN MOHAMED,MALE,,2486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.30_N.3,TERENGGANU,P.30,BESUT,N.3,JERTIH,BN - UMNO,,8953,1333,77.31,6922,,237,6685,6685,UMNO,ABDUL MAJID BIN MOHAMED AHMAD,MALE,,4009,,PAS,DAUD BIN ABD. KADIR,MALE,,2676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.30_N.4,TERENGGANU,P.30,BESUT,N.4,HULU BESUT,BN - UMNO,,7697,711,83.14,6399,,286,6113,6113,UMNO,AHMAD BIN BAKAR @ DAUD BIN ABU BAKAR,MALE,,3412,,PAS,HUSAIN BIN AWANG,MALE,,2701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.31_N.5,TERENGGANU,P.31,SETIU,N.5,JABI,BN - UMNO,,8091,550,82.08,6641,,209,6432,6432,UMNO,HASSAN BIN HAJI SAID,MALE,,3491,,PAS,ZAHARI BIN MOHAMED,MALE,,2941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.31_N.6,TERENGGANU,P.31,SETIU,N.6,PERMAISURI,BN - UMNO,,7972,1998,81.86,6526,,270,6256,6256,UMNO,TENGKU MAHMUD BIN MANSOR @ CHE KU ABDULLAH BIN TENGKU MANSOR @ DATO' TENGKU MAHMUD BIN MANSOR,MALE,,4127,,PAS,GHAZALI BIN ABDULLAH,MALE,,2129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.31_N.7,TERENGGANU,P.31,SETIU,N.7,LANGKAP,BN - UMNO,,6551,1357,80.17,5252,,199,5053,5053,UMNO,MAMAT BIN ABDUL RAHMAN,MALE,,3205,,PAS,TENGKU AHMAD BIN HUSSAIN,MALE,,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.31_N.8,TERENGGANU,P.31,SETIU,N.8,BATU RAKIT,BN - UMNO,,7179,1631,80.76,5798,,191,5607,5607,UMNO,W. IBRAHIM BIN W. OTHMAN,MALE,,3619,,PAS,GHAZALI BIN AHMAD,MALE,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.32_N.9,TERENGGANU,P.32,KUALA NERUS,N.9,TEPUH,BN - UMNO,,9606,2071,78.17,7509,,322,7187,7187,UMNO,ABDUL RASHID BIN MUHAMMAD @ DATO' HAJI ABDUL RASHID BIN MUHAMMAD,MALE,,4629,,PAS,ABU BAKAR BIN ABDULLAH,MALE,,2558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.32_N.10,TERENGGANU,P.32,KUALA NERUS,N.10,TELUK PASU,BN - UMNO,,7927,776,83.92,6652,,254,6398,6398,UMNO,ISMAIL BIN YUSOF,MALE,,3587,,PAS,MAHMOOD BIN SULAIMAN,MALE,,2811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.32_N.11,TERENGGANU,P.32,KUALA NERUS,N.11,SEBERANG TAKIR,BN - UMNO,,6906,2492,76.21,5263,,163,5100,5100,UMNO,ABDUL RASHID BIN NGAH @ DATO' ABDUL RASHID BIN NGAH,MALE,,3796,,PAS,AWANG BIN ABU BAKAR,MALE,,1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.32_N.12,TERENGGANU,P.32,KUALA NERUS,N.12,BUKIT TUNGGAL,BN - UMNO,,7243,1629,77.74,5631,,240,5391,5391,UMNO,GHAZALI BIN ENDUT @ HAJI AHMAD KASIM BIN ENDUT,MALE,,3510,,PAS,RASHID BIN OMAR,MALE,,1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.33_N.13,TERENGGANU,P.33,KUALA TERENGGANU,N.13,BANDAR,BN - MCA,,13593,1237,70.51,9585,,262,9323,9323,MCA,TOK TENG SAI,MALE,,5280,,PAS,MOHD ABDUL WAHID BIN HAJI ENDUT,MALE,,4043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.33_N.14,TERENGGANU,P.33,KUALA TERENGGANU,N.14,LADANG,BN - UMNO,,10862,2110,68.51,7442,,232,7210,7210,UMNO,ABU BAKAR BIN DAUD,MALE,,4660,,PAS,ALI BIN JUSOH,MALE,,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.33_N.15,TERENGGANU,P.33,KUALA TERENGGANU,N.15,BATU BURUK.,BN - UMNO,,11550,554,79.08,9134,,386,8748,8748,UMNO,HAJI ABDUL MUTTALIB BIN HAJI SALLEH,MALE,,4651,,PAS,WAN ABD. MUTTALIB @ WAN MUSA BIN EMBONG,MALE,,4097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.33_N.16,TERENGGANU,P.33,KUALA TERENGGANU,N.16,WAKAF MEMPELAM,PAS,,12616,105,76.78,9687,,388,9299,9299,UMNO,ABD. LATIF BIN MOHD,MALE,,4597,,PAS,MUSTAFA @ HASSAN BIN ALI,MALE,,4702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.34_N.17,TERENGGANU,P.34,MARANG,N.17,SERADA,BN - UMNO,,8897,572,81.52,7253,,293,6960,6960,UMNO,JUSOH @ KOBI BIN MUSA,MALE,,3766,,PAS,HUSSIN BIN ISMAIL,MALE,,3194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.34_N.18,TERENGGANU,P.34,MARANG,N.18,BUKIT PAYONG,BN - UMNO,,8132,146,82.38,6699,,269,6430,6430,UMNO,MAZLAN BIN AWANG,MALE,,3288,,PAS,BAHARUDIN @ ISMAIL BIN MOHD,MALE,,3142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.34_N.19,TERENGGANU,P.34,MARANG,N.19,RU RENDANG,PAS,,7943,531,82.68,6567,,158,6409,6409,UMNO,ABDUL LATIF BIN MUDA,MALE,,2939,,PAS,ABDUL HADI BIN HAJI AWANG,MALE,,3470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.34_N.20,TERENGGANU,P.34,MARANG,N.20,BINJAI,BN - UMNO,,8234,591,84.15,6929,,238,6691,6691,UMNO,MUDA BIN MAMAT,MALE,,3641,,PAS,MUHAMAD BIN ALI,MALE,,3050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.35_N.21,TERENGGANU,P.35,HULU TERENGGANU,N.21,TELEMUNG,BN - UMNO,,6792,1742,86.79,5895,,293,5602,5602,UMNO,AHMAD SIDI @ MOHAMAD BIN HAJI ISMAIL @ MOHAMAD,MALE,,3672,,PAS,JUSOH BIN OTHMAN,MALE,,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.35_N.22,TERENGGANU,P.35,HULU TERENGGANU,N.22,MANIR,BN - UMNO,,7116,108,83.39,5934,,206,5728,5728,UMNO,AWANG ABU BAKAR BIN SULONG,MALE,,2918,,PAS,HARUN BIN TAIB,MALE,,2810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.35_N.23,TERENGGANU,P.35,HULU TERENGGANU,N.23,KUALA BERANG,BN - UMNO,,7814,1468,84.41,6596,,300,6296,6296,UMNO,WAN MUDA BIN MOHD,MALE,,3882,,PAS,MOHD GHAZALI BIN HAJI AHMAD,MALE,,2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.35_N.24,TERENGGANU,P.35,HULU TERENGGANU,N.24,TANGGUL,BN - UMNO,,7219,1666,81.88,5911,,271,5640,5640,UMNO,HAJI MUSTAFA BIN MUDA,MALE,,3653,,PAS,AHMAD BIN AWANG,MALE,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.36_N.25,TERENGGANU,P.36,DUNGUN,N.25,MERCANG,BN - UMNO,,8260,1028,81.59,6739,,339,6400,6400,UMNO,HARUN BIN ALI,MALE,,3601,,PAS,WAN MUDA BIN WAN ISMAIL,MALE,,2573,,,,,,,,,,,,,,,,,,,,INDEPENDENT - CHICKEN,NAWI BIN ABDULLAH,MALE,,226,LOST DEPOSIT,,,,,,
P.36_N.26,TERENGGANU,P.36,DUNGUN,N.26,JERANGAU,BN - UMNO,,6707,2075,78.84,5288,,239,5049,5049,UMNO,DRAMAN @ MUDA BIN ABDULLAH,MALE,,3562,,PAS,MUHAMMAD NOR BIN MUSTAPHA,MALE,,1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.36_N.27,TERENGGANU,P.36,DUNGUN,N.27,SURA,BN - UMNO,,10827,935,72.08,7804,,249,7555,7555,UMNO,AZIZ @ IBRAHIM BIN AWANG,MALE,,4245,,PAS,OMAR SHUKRI BIN EMBONG,MALE,,3310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.36_N.28,TERENGGANU,P.36,DUNGUN,N.28,PAKA,BN - UMNO,,9628,1590,79.2,7625,,281,7344,7344,UMNO,SYED OMAR BIN MOHAMMAD @ ENGKU BIJAYA SURA,MALE,,4467,,PAS,YAHAYA BIN ALI,MALE,,2877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.37_N.29,TERENGGANU,P.37,KEMAMAN,N.29,KEMASIK,BN - UMNO,,5641,2068,78.62,4435,,131,4304,4304,UMNO,MOHAMAD @ A. BAKAR BIN ALI,MALE,,3186,,PAS,MOHD. ZAHID BIN MOHD. SHAH,MALE,,1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.37_N.30,TERENGGANU,P.37,KEMAMAN,N.30,KIJAL,BN - UMNO,,6237,1509,74.46,4644,,223,4421,4421,UMNO,MOHD BIN MOHD MIN,MALE,,2965,,PAS,YUSOFF BIN HAJI TAHIR,MALE,,1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.37_N.31,TERENGGANU,P.37,KEMAMAN,N.31,CUKAI,BN - UMNO,,11986,2996,72.17,8650,,364,8286,8286,UMNO,DATO' WAN MOKHTAR BIN AHMAD @ DATO' SERI AMAR DIRAJA,MALE,,5562,,PAS,AWANG BIN JUSOH,MALE,,2566,,,,,,,,,,,,,,SDP,ZAINAL ABIDIN BIN MUSTAFA,MALE,,158,LOST DEPOSIT,,,,,,,,,,,,
P.37_N.32,TERENGGANU,P.37,KEMAMAN,N.32,BUKIT BANDI,BN - UMNO,,9067,2745,78.95,6886,,307,6579,6579,UMNO,HARUN BIN HASAN,MALE,,4662,,PAS,SYED ISMAIL BIN SYED JAAFAR,MALE,,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.38_N.1,PULAU PINANG,P.38,KEPALA BATAS,N.1,PENAGA,BN - UMNO,,8900,1862,75.71,6738,,252,6486,6486,UMNO,ABDUL RAZAK BIN ISMAIL,MALE,,4174,,PAS,MAHFUZ BIN HAJI OMAR,MALE,,2312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.38_N.2,PULAU PINANG,P.38,KEPALA BATAS,N.2,BERTAM,BN - UMNO,,13390,3970,73.81,9883,,301,9582,9582,UMNO,ABDUL RAHMAN B. HJ. ABBAS,MALE,,6776,,PAS,MD. JAMIL BIN ABD. RAHMAN,MALE,,2806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.38_N.3,PULAU PINANG,P.38,KEPALA BATAS,N.3,PINANG TUNGGAL,BN - UMNO,,7919,1654,79.35,6284,,186,6098,6098,UMNO,YAHAYA BIN ABDUL HAMID,MALE,,3697,,PAS,HJ. AHMAD HASAN SALAHUDDIN BIN HJ. MOHB. KHALIL,MALE,,2043,,DAP,AHMAD BIN OTHMAN,MALE,,358,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.39_N.4,PULAU PINANG,P.39,TASEK GELUGOR,N.4,ARA RENDANG,BN - UMNO,,9922,3091,77.78,7717,,196,7521,7521,UMNO,ZAKARIA BIN BAKAR,MALE,,5306,,PAS,MOHD. HAMDAN BIN HAJI ABD. RAHMAN,MALE,,2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.39_N.5,PULAU PINANG,P.39,TASEK GELUGOR,N.5,SUNGAI DUA,BN - UMNO,,11111,3599,76.45,8494,,249,8245,8245,UMNO,MOHD. SHARIFF BIN HJ. OMAR,MALE,,5922,,PAS,MOHD. SALLEH BIN MAN,MALE,,2323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.39_N.6,PULAU PINANG,P.39,TASEK GELUGOR,N.6,TELOK AYER TAWAR,BN - UMNO,,9988,2571,70.51,7043,,230,6813,6813,UMNO,ABD. RONI BIN A. HASAN,MALE,,4692,,PAS,KHALID BIN MAN,MALE,,2121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.40_N.7,PULAU PINANG,P.40,BAGAN,N.7,BAGAN JERMAL,DAP,,21380,4070,76.09,16267,,405,15862,15862,MCA,TAN SWEE HUENG,,,5896,,,,,,,,DAP,LIM HOCK SENG,,,9966,,,,,,,,,,,,,,,,,,,,,,,,,
P.40_N.8,PULAU PINANG,P.40,BAGAN,N.8,MAK MANDIN,BN - MCA,,19764,1642,72.8,14389,,357,14032,14032,MCA,DR SAK CHENG LUM,MALE,,7567,,,,,,,,DAP,ALI BIN KASIM,MALE,,5925,,,,,,,,SDP,LIM SWEE HOCK,,,540,LOST DEPOSIT,,,,,,,,,,,,
P.40_N.9,PULAU PINANG,P.40,BAGAN,N.9,PRAI,DAP,,13961,1672,69.62,9720,,288,9432,9432,MIC,SUBBIAH A/L THEVARAYAN CHETTIAR,MALE,,3445,,,,,,,,DAP,SHANMUGAM S/O NADASON,MALE,,5117,,,,,,,,,,,,,,INDEPENDENT - KEY,LIM ENG SENG,,,870,LOST DEPOSIT,,,,,,
P.41_N.10,PULAU PINANG,P.41,PERMATANG PAUH,N.10,SEBERANG JAYA,BN - UMNO,,11649,2454,74.35,8649,,189,8460,8460,UMNO,IBRAHIM BIN SAAD,MALE,,4939,,PAS,KOH AH TOUNG @ KAMAL KOH BIN ABDULLAH,MALE,,1036,LOST DEPOSIT,DAP,YEOW YU BANG,,,2485,,,,,,,,,,,,,,,,,,,,,,,,,
P.41_N.11,PULAU PINANG,P.41,PERMATANG PAUH,N.11,PERMATANG PASIR,BN - UMNO,,12074,3056,77.63,9373,,257,9116,9116,UMNO,MD. ISA BIN HAJI RAMLI @ HAJI ADNAN BIN HAJI RAMLI,MALE,,6086,,PAS,AHMAD BIN AWANG,MALE,,3030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.41_N.12,PULAU PINANG,P.41,PERMATANG PAUH,N.12,PENANTI,BN - UMNO,,11156,3104,72.53,8091,,261,7830,7830,UMNO,YAHAYA BIN JAMALUDDIN,MALE,,5467,,PAS,MAZANI BIN ABDULLAH,MALE,,2363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.42_N.13,PULAU PINANG,P.42,BUKIT MERTAJAM,N.13,BERAPIT,DAP,,20346,4575,74.44,15146,,327,14819,14819,MCA,OH TACK AUN,,,4374,,,,,,,,DAP,CHIAN HENG KAI @ CHIN SOO HA,,,8949,,,,,,,,SDP,KHAW HOCK TEIK @ KHAW TEIK HOCK,,,47,LOST DEPOSIT,INDEPENDENT - KEY,SEOW HUN KHIM @ SEOW HUNG CHUAN,,,1449,LOST DEPOSIT,,,,,,
P.42_N.14,PULAU PINANG,P.42,BUKIT MERTAJAM,N.14,MACHANG BUBOK,BN - GERAKAN,,15938,2475,77.64,12374,,301,12073,12073,GERAKAN,GOIK HOCK LAI,MALE,,6426,,PAS,YUSOFF BIN ABDUL LATIB,MALE,,1696,,DAP,GOH KHENG HUAT,,,3951,,,,,,,,,,,,,,,,,,,,,,,,,
P.42_N.15,PULAU PINANG,P.42,BUKIT MERTAJAM,N.15,BUKIT TENGAH,BN - GERAKAN,,15153,1006,76.06,11526,,394,11132,11132,GERAKAN,LIONG AH SOW @ LIANG THAU SANG,,,5945,,,,,,,,DAP,TAN YAM SOON,,,4939,,NASMA,TANG WOOI YIN,,,248,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.43_N.16,PULAU PINANG,P.43,NIBONG TEBAL,N.16,SUNGAI BAKAP,BN - GERAKAN,,12695,680,73.96,9389,,342,9047,9047,GERAKAN,LIM BOON SHO,MALE,,4157,,PAS,MANGSOR B. MD. REJAB,MALE,,1413,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,TEOH CHUNG HOI @ TEOH KOOI SNEAH,MALE,,3477,,,,,,,
P.43_N.17,PULAU PINANG,P.43,NIBONG TEBAL,N.17,JAWI,DAP,,17397,2246,76.04,13228,,446,12782,12782,MCA,KHOO SOO KHENG,MALE,,5268,,,,,,,,DAP,CHIN KOOI THOON,,,7514,,,,,,,,,,,,,,,,,,,,,,,,,
P.43_N.18,PULAU PINANG,P.43,NIBONG TEBAL,N.18,SUNGAI ACHEH,BN - UMNO,,10124,1467,71.07,7195,,158,7037,7037,UMNO,GAYAH @ RAGAYAH BINTI ARIFF,FEMALE,51,3822,,PAS,ABDUL RAHMAN BIN HAJI MAHYIDDIN,MALE,,860,LOST DEPOSIT,DAP,MD. NOOR B. SHAARI,MALE,,2355,,,,,,,,,,,,,,,,,,,,,,,,,
P.44_N.19,PULAU PINANG,P.44,BUKIT BENDERA,N.19,TANJONG BUNGA,BN - GERAKAN,,18170,1652,71.65,13018,,416,12602,12602,GERAKAN,KHOO BOO YEANG,,,7127,,,,,,,,DAP,PETER DASON S/O MUTHU JAHA DASON @ PETER PAUL DASON,MALE,,5475,,,,,,,,,,,,,,,,,,,,,,,,,
P.44_N.20,PULAU PINANG,P.44,BUKIT BENDERA,N.20,AYER ITAM,DAP,,21006,2959,72.69,15270,,331,14939,14939,MCA,WONG KAM HOONG,,,5990,,,,,,,,DAP,GOI HOCK SENG @ GOOI HOCK SENG,MALE,,8949,,,,,,,,,,,,,,,,,,,,,,,,,
P.44_N.21,PULAU PINANG,P.44,BUKIT BENDERA,N.21,KEBUN BUNGA,DAP,,15535,55,69.53,10802,,224,10578,10578,GERAKAN,TENG HOCK NAN,,,5172,,,,,,,,DAP,HUANG PETER,MALE,,5227,,,,,,,,SDP,DR. NG TENG KOK,,,179,LOST DEPOSIT,,,,,,,,,,,,
P.45_N.22,PULAU PINANG,P.45,TANJONG,N.22,PADANG KOTA,BN - GERAKAN,,16974,1313,69.69,11830,,291,11539,11539,GERAKAN,DR. LIM CHONG EU,MALE,,6426,,,,,,,,DAP,WONG HANG YOKE,,,5113,,,,,,,,,,,,,,,,,,,,,,,,,
P.45_N.23,PULAU PINANG,P.45,TANJONG,N.23,PENGKALAN KOTA,DAP,,24084,3174,78.55,18918,,368,18550,18550,MCA,LOH HOCK HUN,,,7688,,,,,,,,DAP,TEOH TEIK HUAT,,,10862,,,,,,,,,,,,,,,,,,,,,,,,,
P.45_N.24,PULAU PINANG,P.45,TANJONG,N.24,KAMPONG KOLAM,DAP,,19582,3689,73.49,14391,,280,14111,14111,MCA,THAM SOON SEONG,MALE,36,5211,,,,,,,,DAP,LIM KIT SIANG,MALE,,8900,,,,,,,,,,,,,,,,,,,,,,,,,
P.46_N.25,PULAU PINANG,P.46,JELUTONG,N.25,DATOK KERAMAT,BN - GERAKAN,,19146,948,68.68,13150,,262,12888,12888,GERAKAN,OOI EAN KWONG,,,6918,,,,,,,,DAP,ONG HOCK AUN,,,5970,,,,,,,,,,,,,,,,,,,,,,,,,
P.46_N.26,PULAU PINANG,P.46,JELUTONG,N.26,SUNGAI PINANG,BN - GERAKAN,,21368,1964,68.66,14671,,459,14212,14212,GERAKAN,KHOO KAY POR,MALE,,8088,,,,,,,,DAP,BALASUNDARAM A/L KANAGARATNAM,MALE,,6124,,,,,,,,,,,,,,,,,,,,,,,,,
P.46_N.27,PULAU PINANG,P.46,JELUTONG,N.27,BATU LANCHANG,DAP,,19376,4499,75.69,14666,,291,14375,14375,GERAKAN,TAN GIM HWA,MALE,,4938,,,,,,,,DAP,TAN LOO JIT @ TAN YIK KHOON,,,9437,,,,,,,,,,,,,,,,,,,,,,,,,
P.47_N.28,PULAU PINANG,P.47,BAYAN BARU,N.28,BUKIT GELUGOR,DAP,,16587,2528,69.02,11449,,166,11283,11283,MCA,HO SEN FEEK,,,4273,,,,,,,,DAP,KARPAL SINGH A/L RAM SINGH,MALE,,6801,,,,,,,,SDP,LIM KAH PIN,,,209,LOST DEPOSIT,,,,,,,,,,,,
P.47_N.29,PULAU PINANG,P.47,BAYAN BARU,N.29,PAYA TERUBONG,BN - MCA,,19828,765,74.03,14678,,327,14351,14351,MCA,CHIN NYOK SOO,MALE,,7558,,,,,,,,DAP,CHONG ENG HUA,,,6793,,,,,,,,,,,,,,,,,,,,,,,,,
P.47_N.30,PULAU PINANG,P.47,BAYAN BARU,N.30,BATU UBAN,BN - GERAKAN,,22130,2654,67.42,14919,,318,14601,14601,GERAKAN,KEE PHAIK CHEEN,FEMALE,,7351,,PAS,SAID BIN BAKAR,MALE,,2553,,DAP,TANASEKHARAN A/L AUTHERAPADY,MALE,,4697,,,,,,,,,,,,,,,,,,,,,,,,,
P.48_N.31,PULAU PINANG,P.48,BALIK PULAU,N.31,TELOK BAHANG,BN - UMNO,,13331,2197,71.46,9526,,324,9202,9202,UMNO,HAJI YAHAYA BIN AHMAD,MALE,,5133,,PAS,MOHD BIN HASHIM,MALE,,1133,LOST DEPOSIT,DAP,LIM KEAT CHAI,,,2936,,,,,,,,,,,,,,,,,,,,,,,,,
P.48_N.32,PULAU PINANG,P.48,BALIK PULAU,N.32,TELOK KUMBAR,BN - UMNO,,12444,4531,71.98,8957,,408,8549,8549,UMNO,MOHD. ZAIN BIN HJ. OMAR,MALE,,6540,,PAS,MAT TAHIR BIN BAKAR,MALE,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.48_N.33,PULAU PINANG,P.48,BALIK PULAU,N.33,BAYAN LEPAS,BN - GERAKAN,,19766,973,70.19,13873,,472,13401,13401,GERAKAN,BOEY WENG KEAT,MALE,,7187,,,,,,,,,,,,,,PSRM,MOHIDEEN ABDUL KADER S/O MOHD. YUSOFF RAWTHER,MALE,,6214,,,,,,,,,,,,,,,,,,,
P.49_N.1,PERAK,P.49,GERIK,N.1,TEMENGOR,BN - UMNO,,13980,3550,68.34,9624,,440,9184,9184,UMNO,WAN ABDULLAH BIN WAN IM,MALE,,6367,,PAS,MD NOR B ISMAIL @ HJ. MOHD NOR B. HJ. ISMAIL,MALE,,2817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.49_N.2,PERAK,P.49,GERIK,N.2,KENERING,BN - UMNO,,14711,3559,70.09,10311,,276,10035,10035,UMNO,JOHAN BIN LAHAMAT,MALE,,5884,,PAS,ARIF BIN YAACOB,MALE,,1826,,DAP,WONG AH SAI,,,2325,,,,,,,,,,,,,,,,,,,,,,,,,
P.50_N.3,PERAK,P.50,LARUT,N.3,SELAMA,BN - UMNO,,16152,5205,68.91,11131,,382,10749,10749,UMNO,MD KASSIM BIN MAHMUD,MALE,,7977,,PAS,MOHAMAD BIN ISMAIL,MALE,,2772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.50_N.4,PERAK,P.50,LARUT,N.4,BATU KURAU,BN - UMNO,,16441,4831,67.2,11049,,406,10643,10643,UMNO,ABDUL MANAN B. MOHD. ALI,MALE,,7737,,PAS,KAMARUDIN BIN AWANG BASIR,MALE,,2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.51_N.5,PERAK,P.51,PARIT BUNTAR,N.5,TITI SERONG,BN - UMNO,,18016,1246,69.65,12549,,389,12160,12160,UMNO,MOHAMED TAIB BIN NAPIAH @ HANAFIAH,MALE,,6703,,PAS,JAAFAR BIN ALI,MALE,,5457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.51_N.6,PERAK,P.51,PARIT BUNTAR,N.6,KUALA KURAU,BN - UMNO,,19116,360,73.03,13960,,372,13588,13588,UMNO,AHMAD SHARIFFUDIN A. AZIZ,MALE,,4924,,PAS,HJ. GHAZALI BIN HJ. AHMAD,MALE,,4100,,DAP,LIM YAN CHIOW,,,4564,,,,,,,,,,,,,,,,,,,,,,,,,
P.52_N.7,PERAK,P.52,BAGAN SERAI,N.7,ALOR PONGSU,BN - UMNO,,18171,2189,67.07,12188,,563,11625,11625,UMNO,MOHAMED BIN ABAS,MALE,,6907,,PAS,ABDUL HALIM BIN MD. ALI,MALE,,4718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
