UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY SEAT,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED BALLOTS,TOTAL REJECTED VOTES,TOTAL VALID VOTES,VALID VOTE CHECKER,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,PAS CANDIDATE LOST DEPOSIT,DAP,DAP CANDIDATE,DAP CANDIDATE SEX,DAP CANDIDATE AGE,DAP VOTE,DAP CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT
P.126_N.23,JOHOR,P.126,SUNGAI BENUT,N.23,SIMPANG RENGGAM,BN - MCA,,26129,11385,69.72,18217,,946,17271,17271,MCA,LAW BOON KING @ LOW BOON HONG,,,14328,,PAS,ATAN BIN GOMBANG,MALE,,2943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.126_N.24,JOHOR,P.126,SUNGAI BENUT,N.24,BENUT,BN - UMNO,,20598,8132,71.77,14784,,934,13850,13850,UMNO,AHMAD BIN SELAMAT,MALE,,10991,,PAS,MD. TURUS BIN DG. MEIBEK,MALE,,2859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.127_N.25,JOHOR,P.127,SENAI,N.25,KULAI,BN - GERAKAN,,31165,878,74.98,23368,,970,22398,22398,GERAKAN,KEW CHE WAT @ KHOO CHE WAT,,,11638,,,,,,,,DAP,YAP AH NGAU,,,10760,,,,,,,,,,,,,,,,,,,,,,,,,
P.127_N.26,JOHOR,P.127,SENAI,N.26,BANDAR TENGGARA,BN - UMNO,,26403,12595,77.88,20563,,1358,19205,19205,UMNO,ADAM BIN ABDUL HAMID,MALE,,15900,,PAS,IBRAHIM BIN ANNUAR,MALE,,3305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.128_N.27,JOHOR,P.128,KOTA TINGGI,N.27,SEDILI,BN - UMNO,,23589,9840,71.8,16937,,989,15948,15948,UMNO,TOSRIN BIN JARVANTHI,MALE,,12894,,,,,,,,,,,,,,,,,,,,SDP,MOHAMAD YUSOF BIN HAMDAN,MALE,,3054,,,,,,,,,,,,,
P.128_N.28,JOHOR,P.128,KOTA TINGGI,N.28,PENGERANG,BN - UMNO,,26651,17196,81.22,21646,,952,20694,20694,UMNO,HASMONI BIN HAJI SALIM,MALE,,18945,,PAS,JUNIT BIN HJ. ADNAN,MALE,,1749,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.129_N.29,JOHOR,P.129,TEBRAU,N.29,TIRAM,BN - UMNO,,29326,8774,65.99,19352,,2080,17272,17272,UMNO,MOHD. ALI BIN HASSAN,MALE,,13023,,,,,,,,,,,,,,PSRM,MOHD. AMIN BIN AHMAD,MALE,,4249,,,,,,,,,,,,,,,,,,,
P.129_N.30,JOHOR,P.129,TEBRAU,N.30,PASIR GUDANG,BN - MIC,,35877,2489,71.64,25703,,1008,24695,24695,MIC,PALIKAINA SIWALINGGAM S/O KANDASAMY @ K. S. BALIKRISNAN,MALE,,13592,,,,,,,,,,,,,,PSRM,HASSAN BIN ABDUL KARIM,MALE,,11103,,,,,,,,,,,,,,,,,,,
P.130_N.31,JOHOR,P.130,JOHOR BAHRU,N.31,TANJONG PUTERI,BN - UMNO,,35280,506,67.63,23860,,990,22870,22870,UMNO,MD. YUNOS BIN SULAIMAN,MALE,,11509,,PAS,ABDULLAH BIN HUSIN,MALE,,358,LOST DEPOSIT,,,,,,,PSRM,A. RAZAK BIN AHMAD,MALE,,11003,,,,,,,,,,,,,,,,,,,
P.130_N.32,JOHOR,P.130,JOHOR BAHRU,N.32,GERTAK MERAH,BN - MCA,,24642,2421,59.54,14672,,573,14099,14099,MCA,LONG AH MUI @ LONG HOO HIN,,,8260,,,,,,,,,,,,,,PSRM,GURDIAL SINGH NIJAR A/L SADU SINGH,MALE,,5839,,,,,,,,,,,,,,,,,,,
P.131_N.33,JOHOR,P.131,PULAI,N.33,TAMBATAN,BN - UMNO,,21666,3140,68.21,14778,,466,14312,14312,UMNO,MAHMOOD BIN DAUD,MALE,,8726,,,,,,,,,,,,,,PSRM,KEMAT @ RAHMAN BIN ALI,MALE,,5586,,,,,,,,,,,,,,,,,,,
P.131_N.34,JOHOR,P.131,PULAI,N.34,GELANG PATAH,BN - MCA,,27667,5707,73.11,20226,,923,19303,19303,MCA,CHEW KONG HUAT,,,12505,,,,,,,,,,,,,,PSRM,HAMZAH BIN MOHD. YASIN,MALE,,6798,,,,,,,,,,,,,,,,,,,
P.132_N.35,JOHOR,P.132,PONTIAN,N.35,PULAI SEBATANG,BN - UMNO,,28595,4707,73.81,21106,,837,20269,20269,UMNO,KHATIJAH BTE MD. SOM,FEMALE,,12488,,,,,,,,DAP,CHEN JUN KONG,,,7781,,,,,,,,,,,,,,,,,,,,,,,,,
P.132_N.36,JOHOR,P.132,PONTIAN,N.36,KUKUP,BN - UMNO,,23612,5361,75.84,17907,,642,17265,17265,UMNO,AHMAD BIN ABDULLAH,MALE,,11313,,,,,,,,DAP,TANG TIANG KOON @ TANG LIAN KOON,,,5952,,,,,,,,,,,,,,,,,,,,,,,,,
