UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P. 38,PENANG,P. 38,SEBERANG UTARA,ALLIANCE - UMNO,HAJI AHMAD BIN SAID,MALE,,
P. 39,PERAK,P. 39,ULU PERAK,ALLIANCE - UMNO,MD. NOR BIN MD. DAHAN,MALE,,
P. 40,PERAK,P. 40,LARUT UTARA,ALLIANCE - UMNO,TAJUDIN BIN ALI,MALE,47,
P. 41,PERAK,P. 41,KRIAN LAUT,ALLIANCE - UMNO,SULAIMAN BIN HAJI TAIB,MALE,,
P. 42,PERAK,P. 42,KRIAN DARAT,ALLIANCE - UMNO,RAMLI BIN OMAR,MALE,,
P. 43,PERAK,P. 43,LARUT SELATAN,GERAKAN,NG HOE HUN,MALE,,
P. 44,PERAK,P. 44,HILIR PERAK,ALLIANCE - UMNO,AHMAD DAMANHURI BIN JH. ABDUL WAHAB,MALE,,
P. 45,PERAK,P. 45,KUALA KANGSAR,ALLIANCE - UMNO,MOHAMAD GHAZALI BIN JAWI,MALE,45,
P. 46,PERAK,P. 46,SUNGEI SIPUT,ALLIANCE - MIC,VEERASAMY THIRUNGANA SAMBANTHAN,MALE,50,
P. 47,PERAK,P. 47,PARIT,PMIP,HASHIM BIN GERA,MALE,,
P. 48,PERAK,P. 48,BRUAS,PPP,SU LIANG YU,MALE,,
P. 49,PERAK,P. 49,SITIAWAN,DAP,HO RICHARD UNG HUN,MALE,42,
P. 50,PERAK,P. 50,IPOH,PPP,R. C. MAHADCVA RAYAN,MALE,,
P. 51,PERAK,P. 51,MENGLEMBU,PPP,"SEENIVASAGAM, SRI PADHMARAJA",MALE,52,
P. 52,PERAK,P. 52,ULU KINTA,PPP,CHAN YOON OM,MALE,,
P. 53,PERAK,P. 53,BATU GAJAH,DAP,LIM CHO HOCK,MALE,,
P. 54,PERAK,P. 54,KAMPAR,DAP,FAN YEW TENG,MALE,27,
P. 55,PERAK,P. 55,TANJONG MALIM,ALLIANCE - MCA,LEE SEEK FUN,MALE,,
P. 56,PERAK,P. 56,TELOK ANSON,DAP,CHAN FU KING,MALE,39,
P. 57,PERAK,P. 57,BAGAN DATOH,ALLIANCE - UMNO,SULAIMAN BIN BULON,MALE,,
P. 58,PERAK,P. 58,BATANG PADANG,DAP,LOH JEE MEE,MALE,,
P. 59,PAHANG,P. 59,RAUB,ALLIANCE - UMNO,HAMZAH BIN DATO' ABU SAMAH,MALE,45,Y
P. 60,PAHANG,P. 60,BENTONG,ALLIANCE - MCA,CHAN SIANG SUN,MALE,,Y
P. 61,PAHANG,P. 61,KUANTAN,ALLIANCE - UMNO,MOHD. BIN TAIB,MALE,,
P. 62,PAHANG,P. 62,PEKAN,ALLIANCE - UMNO,TUN HAJI ABD. RAZAK BIN HUSSEIN,MALE,47,
P. 63,PAHANG,P. 63,TEMERLOH,ALLIANCE - UMNO,HAJI MUHAMAD YUSOF BIN MAHMUD,MALE,,
P. 64,PAHANG,P. 64,LIPIS,ALLIANCE - UMNO,A. RAZAK BIN HUSSIN,MALE,,
P. 65,SELANGOR,P. 65,KUALA SELANGOR,ALLIANCE - UMNO,RAJA NONG CHIK BIN RAJA ISHAK,MALE,,
P. 66,SELANGOR,P. 66,BATU,GERAKAN,DR TAN CHEE KHOON,MALE,49,
P. 67,SELANGOR,P. 67,KAPAR,ALLIANCE - UMNO,HAMZAH ALANG,MALE,,
P. 68,SELANGOR,P. 68,RAWANG,ALLIANCE - UMNO,TUNKU ABDULLAH,MALE,44,
P. 69,SELANGOR,P. 69,LANGAT,ALLIANCE - UMNO,SHARIFF AHMAD,MALE,,
P. 70,SELANGOR,P. 70,SETAPAK,DAP,WALTER LOH POH KHAN,MALE,,
P. 71,SELANGOR,P. 71,BUNGSAR,DAP,GOH HOCK GUAN,MALE,34,
P. 72,SELANGOR,P. 72,BUKIT BINTANG,GERAKAN,YWH TECK CHYE,MALE,,
P. 73,SELANGOR,P. 73,DAMANSARA,DAP,HOR CHWK FOON,MALE,,
P. 74,SELANGOR,P. 74,KLANG,ALLIANCE - MIC,V. MANICKAVASAGAM,MALE,43,
P. 75,SELANGOR,P. 75,KUALA LANGAT,ALLIANCE - UMNO,TAHIR MAJID,MALE,,
P. 76,SELANGOR,P. 76,SEPANG,ALLIANCE - MCA,LEE SIOK YEW,MALE,46,
P. 77,SELANGOR,P. 77,SABAK BERNAM,ALLIANCE - UMNO,DATO' MUSTAFA ABDUL JAHAR,MALE,,
P. 78,SELANGOR,P. 78,ULU SELANGOR,ALLIANCE - MCA,KHAW KAI BCH,MALE,49,
P. 79,NEGRI SEMBILAN,P. 79,KUALA PILAH,ALLIANCE - UMNO,A. SAMAD BIN IDRIS,MALE,46,
P. 80,NEGRI SEMBILAN,P. 80,SEREMBAN TIMOR,DAP,CHEN MAN HIN,MALE,44,
P. 81,NEGRI SEMBILAN,P. 81,REMBAU - TAMPIN,ALLIANCE - UMNO,SULAIMAN BIN MOHD. ATTAS,MALE,,Y
P. 82,NEGRI SEMBILAN,P. 82,PORT DICKSON,DAP,SOORIAN ARJUNAN,MALE,,
P. 83,NEGRI SEMBILAN,P. 83,JELEBU - JEMPOL,ALLIANCE - UMNO,MOHAMED BIN UJANG,MALE,,
P. 84,NEGRI SEMBILAN,P. 84,SEREMBAN BARAT,DAP,SINNATHAMBY SEEVERATNAM,MALE,,
P. 85,MALACCA,P. 85,MALACCA TENGAH,ALLIANCE - MCA,TAN SIEW SIN,MALE,53,
P. 86,MALACCA,P. 86,BANDAR MALACCA,DAP,LIM KIT SIANG,MALE,28,
P. 87,MALACCA,P. 87,MALACCA UTARA,ALLIANCE - UMNO,ABDUL GHAFAR BIN BABA,MALE,44,
P. 88,MALACCA,P. 88,MALACCA SELATAN,ALLIANCE - UMNO,AHMAD BIN ITHNIN,MALE,,
P. 89,JOHORE,P. 89,MUAR DALAM,ALLIANCE - UMNO,SYED NASSER BIN ISMAIL,MALE,48,Y
P. 90,JOHORE,P. 90,SEGAMAT SELATAN,ALLIANCE - MCA,LEE SONG SENG @ LEE SAN CHOON,MALE,34,
P. 91,JOHORE,P. 91,MUAR PANTAI,ALLIANCE - MCA,SEAH TENG NGIAP,MALE,,
P. 92,JOHORE,P. 92,MUAR SELATAN,ALLIANCE - UMNO,DR AWANG BIN HASSAN,MALE,59,Y
P. 93,JOHORE,P. 93,BATU PAHAT,ALLIANCE - MCA,SOH AH TCCK,MALE,,Y
P. 94,JOHORE,P. 94,BATU PAHAT DALAM,ALLIANCE - UMNO,DATIN FATIMAH BINTI HAJI ABD. MAJID,FEMALE,50,
P. 95,JOHORE,P. 95,KLUANG UTARA,ALLIANCE - MCA,TIAH ENG BEE,MALE,,
P. 96,JOHORE,P. 96,JOHORE TENGGARA,ALLIANCE - UMNO,TAN SRI SYED JA'AFAR ALBAR,MALE,55,
P. 97,JOHORE,P. 97,PONTIAN UTARA,ALLIANCE - UMNO,SARDON BIN HAJI JUBIR,MALE,52,
P. 98,JOHORE,P. 98,PONTIAN SELATAN,ALLIANCE - UMNO,ALI BIN HAJI AHMAD,MALE,,Y
P. 99,JOHORE,P. 99,KLUANG SELATAN,ALLIANCE - MCA,CHU CHEE PENG,MALE,,
P. 100,JOHORE,P. 100,JOHORE BAHRU TIMOR,ALLIANCE - UMNO,HUSSEIN BIN ONN,MALE,47,
P. 101,JOHORE,P. 101,JOHORE BAHRU BARAT,ALLIANCE - UMNO,MOHAMED BIN RAHMAT,MALE,30,
P. 102,JOHORE,P. 102,JOHORE TIMOR,ALLIANCE - UMNO,TUN DR ISMAIL BIN DATO' HAJI A. RAHMAN,MALE,54,
P. 103,JOHORE,P. 103,SEGAMAT UTARA,ALLIANCE - UMNO,MUSA BIN HITAM,MALE,35,
P. 104,JOHORE,P. 104,MUAR UTARA,ALLIANCE - UMNO,AHMAD BIN ARSHAD,MALE,48,Y
P. 105,SABAH,P. 105,MARUDU,SABAH ALLIANCE - USNO,TUN DATU HAJI MUSTAPHA BIN DATU HARUN,MALE,51,Y
P. 106,SABAH,P. 106,BANDAU,SABAH ALLIANCE - USNO,CHEGU BAUDI BIN UNGGUT,MALE,,
P. 107,SABAH,P. 107,KOTA BELUD,SABAH ALLIANCE - USNO,MOHD. SAID KERUAK,MALE,43,
P. 108,SABAH,P. 108,TUARAN,SABAH ALLIANCE - USNO,BUJA GUMBILAI,MALE,46,Y
P. 109,SABAH,P. 109,JESSELTON,SABAH ALLIANCE - SCA,PANG TET TSHUNG,MALE,46,
P. 110,SABAH,P. 110,PENAMPANG,SABAH ALLIANCE - USNO,J. STEPHEN TIBOK,MALE,,Y
P. 111,SABAH,P. 111,KIMANIS,SABAH ALLIANCE - USNO,PENGIRAN TAHIR BIN PENGIRAN PETERA,MALE,,Y
P. 112,SABAH,P. 112,LABUAN - BEAUFORT,SABAH ALLIANCE - USNO,CLEOPHAS JOHN MAJAKIL,MALE,,Y
P. 113,SABAH,P. 113,SABAH SELATAN,SABAH ALLIANCE - USNO,HAJI ABDUL RASHID BIN HAJI JAIS,MALE,,Y
P. 114,SABAH,P. 114,SABAH DALAM,SABAH ALLIANCE - USNO,MOHD. ARIF BIN SALLEH,MALE,,Y
P. 115,SABAH,P. 115,KINABALU,SABAH ALLIANCE - USNO,DATO' GANIE GILONG,MALE,37,Y
P. 116,SABAH,P. 116,SANDAKAN,SABAH ALLIANCE - SCA,PETER LO SU YIN,MALE,45,
P. 117,SABAH,P. 117,LABUK - SUGUT,SABAH ALLIANCE - USNO,AJAD BIN O.T. OYUNG,MALE,,Y
P. 118,SABAH,P. 118,KINABATANGAN,SABAH ALLIANCE - USNO,PENGIRAN AHMAD BIN PENGIRAN INDAR,MALE,37,Y
P. 119,SABAH,P. 119,DARVEL,SABAH ALLIANCE - USNO,MOHAMED SALLEH BIN DATO' HAJI PANGLIMA ABDULLAH,MALE,,Y
P. 120,SABAH,P. 120,TAWAU,SABAH ALLIANCE - SCA,,,,
P. 121,SARAWAK,P. 121,BAU - LUNDU,SUPP,SIYIUM AK MUTIT,MALE,,
P. 122,SARAWAK,P. 122,BANDAR KUCHING,SUPP,ONG KEE HUI,MALE,55,
P. 123,SARAWAK,P. 123,SANTUBONG,SARAWAK ALLIANCE - BUMIPUTERA,HAJI AWANG AWAL BIN AWANG ABU,MALE,,
P. 124,SARAWAK,P. 124,SAMARAHAN,SARAWAK ALLIANCE - BUMIPUTERA,ABDUL TAIB BIN MAHMUD,MALE,33,
P. 125,SARAWAK,P. 125,PADAWAN,SUPP,STEPHEN K.T. YONG,MALE,48,
P. 126,SARAWAK,P. 126,SERIAN,SNAP,PENGARAH RAHUN AK DABAH,MALE,,
P. 127,SARAWAK,P. 127,SIMUNJAN,SARAWAK ALLIANCE - BUMIPUTERA,BOJENG BIN ANDOT,MALE,,
P. 128,SARAWAK,P. 128,BATANG LUPAR,SNAP,EDWEN AK TANGKON,MALE,,
P. 129,SARAWAK,P. 129,LUBOK ANTU,SNAP,JONATHAN NAWRIN JINGGONG,MALE,,
P. 130,SARAWAK,P. 130,BETONG,SNAP,ANDREW MARA AK WALTER UNJAH,MALE,,
P. 131,SARAWAK,P. 131,SARATOK,SNAP,EDMUND LANGGU AK SAGA,MALE,33,
P. 132,SARAWAK,P. 132,SARIKEI,SARAWAK ALLIANCE - SCA,CHENG KO MING,MALE,,
P. 133,SARAWAK,P. 133,PAYANG,SARAWAK ALLIANCE - BUMIPUTERA,DATO' HAJI ABDUL ABDUL-RAHMAN YA'KUB,MALE,41,
P. 134,SARAWAK,P. 134,BANDAR SIBU,SUPP,KHOO PENG LOONG,MALE,,
P. 135,SARAWAK,P. 135,RAJANG,SUPP,TIBUOH AK RANTAI,MALE,,
P. 136,SARAWAK,P. 136,MUKAH,SARAWAK ALLIANCE - BUMIPUTERA,LATIP BIN HAJI IDRIS,MALE,,
P. 137,SARAWAK,P. 137,JULAU,PESAKA,PENGARAH BANYANG,MALE,,
P. 138,SARAWAK,P. 138,KANOWIT,INDEPENDENT - FLOWER,UNTING AK UMANG,MALE,,
P. 139,SARAWAK,P. 139,KAPIT,SNAP,PENGHULU ABIT AK ANGKIO,MALE,,
P. 140,SARAWAK,P. 140,ULU RAJANG,PESAKA,TEMENGGONG JUGAH AK BARENG,MALE,63,
P. 141,SARAWAK,P. 141,BINTULU,SARAWAK ALLIANCE - SCA,TING MING KIONG,MALE,,
P. 142,SARAWAK,P. 142,MIRI - SUBIS,SNAP,DATO' JAMES WONG KIM MIN,MALE,47,
P. 143,SARAWAK,P. 143,BARAM,SNAP,LU HAT WAN,MALE,,
P. 144,SARAWAK,P. 144,LIMBANG - LAWAS,SNAP,CHEGU BUNGSU BIN ABDULLAH,MALE,,
