UNIQUE CODE (2003),STATE (2003),PARLIAMENTARY CONSTITUENCY CODE (2003),PARLIAMENTARY CONSTITUENCY NAME (2003),STATE CONSTITUENCY CODE (2003),STATE CONSTITUENCY NAME (2003),AREA (SQ KM),NOTES
P.001_N.01,PERLIS,P.001,PADANG BESAR,N.01,TITI TINGGI,120.15,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.001_N.02,PERLIS,P.001,PADANG BESAR,N.02,BESERI,137.93,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.001_N.03,PERLIS,P.001,PADANG BESAR,N.03,CHUPING,144.35,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.001_N.04,PERLIS,P.001,PADANG BESAR,N.04,MATA AYER,19.37,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.001_N.05,PERLIS,P.001,PADANG BESAR,N.05,SANTAN,25.14,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.002_N.06,PERLIS,P.002,KANGAR,N.06,BINTONG,66.28,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.002_N.07,PERLIS,P.002,KANGAR,N.07,SENA,26.47,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.002_N.08,PERLIS,P.002,KANGAR,N.08,INDERA KAYANGAN,6.99,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.002_N.09,PERLIS,P.002,KANGAR,N.09,KUALA PERLIS,21.11,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.002_N.10,PERLIS,P.002,KANGAR,N.10,KAYANG,30.64,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.003_N.11,PERLIS,P.003,ARAU,N.11,PAUH,51.25,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.003_N.12,PERLIS,P.003,ARAU,N.12,TAMBUN TULANG,42.6,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.003_N.13,PERLIS,P.003,ARAU,N.13,GUAR SANJI,44.54,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.003_N.14,PERLIS,P.003,ARAU,N.14,SIMPANG EMPAT,36.87,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.003_N.15,PERLIS,P.003,ARAU,N.15,SANGLANG,39.81,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.004_N.01,KEDAH,P.004,LANGKAWI,N.01,AYER HANGAT,217.4,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.004_N.02,KEDAH,P.004,LANGKAWI,N.02,KUAH,118.19,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.005_N.03,KEDAH,P.005,JERLUN,N.03,KOTA SIPUTEH,151.84,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.005_N.04,KEDAH,P.005,JERLUN,N.04,AYER HITAM,167.26,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.006_N.05,KEDAH,P.006,KUBANG PASU,N.05,BUKIT KAYU HITAM,458.93,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.006_N.06,KEDAH,P.006,KUBANG PASU,N.06,JITRA,168.68,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.007_N.07,KEDAH,P.007,PADANG TERAP,N.07,KUALA NERANG,665.38,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.007_N.08,KEDAH,P.007,PADANG TERAP,N.08,PEDU,692.41,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.008_N.09,KEDAH,P.008,POKOK SENA,N.09,BUKIT LADA,229.99,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.008_N.10,KEDAH,P.008,POKOK SENA,N.10,BUKIT PINANG,79.43,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.008_N.11,KEDAH,P.008,POKOK SENA,N.11,DERGA,10.86,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.009_N.12,KEDAH,P.009,ALOR STAR,N.12,BAKAR BATA,25.14,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.009_N.13,KEDAH,P.009,ALOR STAR,N.13,KOTA DARUL AMAN,4.76,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.009_N.14,KEDAH,P.009,ALOR STAR,N.14,ALOR MENGKUDU,79.13,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.010_N.15,KEDAH,P.010,KUALA KEDAH,N.15,ANAK BUKIT,88.84,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.010_N.16,KEDAH,P.010,KUALA KEDAH,N.16,KUBANG ROTAN,51.52,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.010_N.17,KEDAH,P.010,KUALA KEDAH,N.17,PENGKALAN KUNDOR,91.45,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.011_N.18,KEDAH,P.011,PENDANG,N.18,TOKAI,157.8,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.011_N.19,KEDAH,P.011,PENDANG,N.19,SUNGAI TIANG,471.95,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.012_N.20,KEDAH,P.012,JERAI,N.20,SUNGAI LIMAU,144.05,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.012_N.21,KEDAH,P.012,JERAI,N.21,GUAR CHEMPEDAK,97.56,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.012_N.22,KEDAH,P.012,JERAI,N.22,GURUN,214.64,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.013_N.23,KEDAH,P.013,SIK,N.23,BELANTEK,1316.44,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.013_N.24,KEDAH,P.013,SIK,N.24,JENERI,335.61,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.014_N.25,KEDAH,P.014,MERBOK,N.25,BUKIT SELAMBAU,283.45,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.014_N.26,KEDAH,P.014,MERBOK,N.26,TANJONG DAWAI,156.9,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.015_N.27,KEDAH,P.015,SUNGAI PETANI,N.27,PANTAI MERDEKA,122.87,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.015_N.28,KEDAH,P.015,SUNGAI PETANI,N.28,BAKAR ARANG,33,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.015_N.29,KEDAH,P.015,SUNGAI PETANI,N.29,SIDAM,91.5,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.016_N.30,KEDAH,P.016,BALING,N.30,BAYU,802.74,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.016_N.31,KEDAH,P.016,BALING,N.31,KUPANG,470.2,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.016_N.32,KEDAH,P.016,BALING,N.32,KUALA KETIL,269.83,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.017_N.33,KEDAH,P.017,PADANG SERAI,N.33,MERBAU PULAS,270.46,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.017_N.34,KEDAH,P.017,PADANG SERAI,N.34,LUNAS,81.76,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.018_N.35,KEDAH,P.018,KULIM-BANDAR BAHARU,N.35,KULIM,413.95,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.018_N.36,KEDAH,P.018,KULIM-BANDAR BAHARU,N.36,BANDAR BAHARU,272.02,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.019_N.01,KELANTAN,P.019,TUMPAT,N.01,PENGKALAN KUBOR,45.28,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.019_N.02,KELANTAN,P.019,TUMPAT,N.02,KELABORAN,50.93,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.019_N.03,KELANTAN,P.019,TUMPAT,N.03,PASIR PEKAN,38.38,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.019_N.04,KELANTAN,P.019,TUMPAT,N.04,WAKAF BHARU,39.36,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.020_N.05,KELANTAN,P.020,PENGKALAN CHEPA,N.05,KIJANG,20.84,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.020_N.06,KELANTAN,P.020,PENGKALAN CHEPA,N.06,CHEMPAKA,30.7,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.020_N.07,KELANTAN,P.020,PENGKALAN CHEPA,N.07,PANCHOR,24.99,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.021_N.08,KELANTAN,P.021,KOTA BHARU,N.08,TANJONG MAS,11.99,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.021_N.09,KELANTAN,P.021,KOTA BHARU,N.09,KOTA LAMA,6.47,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.021_N.10,KELANTAN,P.021,KOTA BHARU,N.10,BUNUT PAYONG,12.99,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.022_N.11,KELANTAN,P.022,PASIR MAS,N.11,TENDONG,52.37,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.022_N.12,KELANTAN,P.022,PASIR MAS,N.12,PENGKALAN PASIR,29.75,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.022_N.13,KELANTAN,P.022,PASIR MAS,N.13,CHETOK,120.42,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.023_N.14,KELANTAN,P.023,RANTAU PANJANG,N.14,MERANTI,83.71,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.023_N.15,KELANTAN,P.023,RANTAU PANJANG,N.15,GUAL PERIOK,142.07,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.023_N.16,KELANTAN,P.023,RANTAU PANJANG,N.16,BUKIT TUKU,128.78,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.024_N.17,KELANTAN,P.024,KUBANG KERIAN,N.17,SALOR,37.09,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.024_N.18,KELANTAN,P.024,KUBANG KERIAN,N.18,PASIR TUMBOH,38.83,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.024_N.19,KELANTAN,P.024,KUBANG KERIAN,N.19,DEMIT,40.76,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.025_N.20,KELANTAN,P.025,BACHOK,N.20,TAWANG,64.83,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.025_N.21,KELANTAN,P.025,BACHOK,N.21,PERUPOK,84.47,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.025_N.22,KELANTAN,P.025,BACHOK,N.22,JELAWAT,123.04,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.026_N.23,KELANTAN,P.026,KETEREH,N.23,MELOR,59.65,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.026_N.24,KELANTAN,P.026,KETEREH,N.24,KADOK,48.54,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.026_N.25,KELANTAN,P.026,KETEREH,N.25,KOK LANAS,55.2,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.027_N.26,KELANTAN,P.027,TANAH MERAH,N.26,BUKIT PANAU,87.8,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.027_N.27,KELANTAN,P.027,TANAH MERAH,N.27,GUAL IPOH,413.85,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.027_N.28,KELANTAN,P.027,TANAH MERAH,N.28,KEMAHANG,155.58,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.028_N.29,KELANTAN,P.028,PASIR PUTEH,N.29,SELISING,98.75,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.028_N.30,KELANTAN,P.028,PASIR PUTEH,N.30,LIMBONGAN,106.7,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.028_N.31,KELANTAN,P.028,PASIR PUTEH,N.31,SEMERAK,114.56,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.028_N.32,KELANTAN,P.028,PASIR PUTEH,N.32,GAAL,94.78,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.029_N.33,KELANTAN,P.029,MACHANG,N.33,PULAI CHONDONG,145.71,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.029_N.34,KELANTAN,P.029,MACHANG,N.34,TEMANGAN,143.25,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.029_N.35,KELANTAN,P.029,MACHANG,N.35,KEMUNING,234.64,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.030_N.36,KELANTAN,P.030,JELI,N.36,BUKIT BUNGA,235.67,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.030_N.37,KELANTAN,P.030,JELI,N.37,AIR LANAS,383.6,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.030_N.38,KELANTAN,P.030,JELI,N.38,KUALA BALAH,926.26,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.031_N.39,KELANTAN,P.031,KUALA KRAI,N.39,MENGKEBANG,575.61,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.031_N.40,KELANTAN,P.031,KUALA KRAI,N.40,GUCHIL,194.56,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.031_N.41,KELANTAN,P.031,KUALA KRAI,N.41,MANEK URAI,476.73,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.031_N.42,KELANTAN,P.031,KUALA KRAI,N.42,DABONG,994.11,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.032_N.43,KELANTAN,P.032,GUA MUSANG,N.43,NENGGIRI,2501.18,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.032_N.44,KELANTAN,P.032,GUA MUSANG,N.44,PALOH,3220.86,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.032_N.45,KELANTAN,P.032,GUA MUSANG,N.45,GALAS,1881.48,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.033_N.01,TERENGGANU,P.033,BESUT,N.01,KUALA BESUT,66.25,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.033_N.02,TERENGGANU,P.033,BESUT,N.02,KOTA PUTERA,92.63,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.033_N.03,TERENGGANU,P.033,BESUT,N.03,JERTIH,130.08,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.033_N.04,TERENGGANU,P.033,BESUT,N.04,HULU BESUT,748.08,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.034_N.05,TERENGGANU,P.034,SETIU,N.05,JABI,192.34,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.034_N.06,TERENGGANU,P.034,SETIU,N.06,PERMAISURI,706.31,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.034_N.07,TERENGGANU,P.034,SETIU,N.07,LANGKAP,623.15,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.034_N.08,TERENGGANU,P.034,SETIU,N.08,BATU RAKIT,133.78,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.035_N.09,TERENGGANU,P.035,KUALA NERUS,N.09,TEPUH,241.05,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.035_N.10,TERENGGANU,P.035,KUALA NERUS,N.10,TELUK PASU,64.85,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.035_N.11,TERENGGANU,P.035,KUALA NERUS,N.11,SEBERANG TAKIR,16.26,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.035_N.12,TERENGGANU,P.035,KUALA NERUS,N.12,BUKIT TUNGGAL,15.57,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.036_N.13,TERENGGANU,P.036,KUALA TERENGGANU,N.13,WAKAF MEMPELAM,18.39,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.036_N.14,TERENGGANU,P.036,KUALA TERENGGANU,N.14,BANDAR,9.99,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.036_N.15,TERENGGANU,P.036,KUALA TERENGGANU,N.15,LADANG,11.82,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.036_N.16,TERENGGANU,P.036,KUALA TERENGGANU,N.16,BATU BURUK,13.96,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.037_N.17,TERENGGANU,P.037,MARANG,N.17,ALUR LIMBAT,75.02,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.037_N.18,TERENGGANU,P.037,MARANG,N.18,BUKIT PAYUNG,28.13,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.037_N.19,TERENGGANU,P.037,MARANG,N.19,RU RENDANG,126.89,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.037_N.20,TERENGGANU,P.037,MARANG,N.20,PENGKALAN BERANGAN,483.91,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.038_N.21,TERENGGANU,P.038,HULU TERENGGANU,N.21,TELEMUNG,3225.32,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.038_N.22,TERENGGANU,P.038,HULU TERENGGANU,N.22,MANIR,30.5,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.038_N.23,TERENGGANU,P.038,HULU TERENGGANU,N.23,KUALA BERANG,130.69,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.038_N.24,TERENGGANU,P.038,HULU TERENGGANU,N.24,AJIL,511.88,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.039_N.25,TERENGGANU,P.039,DUNGUN,N.25,BUKIT BESI,2153.51,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.039_N.26,TERENGGANU,P.039,DUNGUN,N.26,RANTAU ABANG,207.01,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.039_N.27,TERENGGANU,P.039,DUNGUN,N.27,SURA,9.33,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.039_N.28,TERENGGANU,P.039,DUNGUN,N.28,PAKA,358.66,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.040_N.29,TERENGGANU,P.040,KEMAMAN,N.29,KEMASIK,318.93,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.040_N.30,TERENGGANU,P.040,KEMAMAN,N.30,KIJAL,538.53,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.040_N.31,TERENGGANU,P.040,KEMAMAN,N.31,CUKAI,94.84,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.040_N.32,TERENGGANU,P.040,KEMAMAN,N.32,AIR PUTIH,1576.81,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.041_N.01,PULAU PINANG,P.041,KEPALA BATAS,N.01,PENAGA,36.77,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.041_N.02,PULAU PINANG,P.041,KEPALA BATAS,N.02,BERTAM,24.08,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.041_N.03,PULAU PINANG,P.041,KEPALA BATAS,N.03,PINANG TUNGGAL,73.63,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.042_N.04,PULAU PINANG,P.042,TASEK GELUGOR,N.04,PERMATANG BERANGAN,56.3,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.042_N.05,PULAU PINANG,P.042,TASEK GELUGOR,N.05,SUNGAI DUA,35.34,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.042_N.06,PULAU PINANG,P.042,TASEK GELUGOR,N.06,TELOK AYER TAWAR,17.07,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.043_N.07,PULAU PINANG,P.043,BAGAN,N.07,SUNGAI PUYU,6.67,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.043_N.08,PULAU PINANG,P.043,BAGAN,N.08,BAGAN JERMAL,5.4,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.043_N.09,PULAU PINANG,P.043,BAGAN,N.09,BAGAN DALAM,6.47,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.044_N.10,PULAU PINANG,P.044,PERMATANG PAUH,N.10,SEBERANG JAYA,20.82,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.044_N.11,PULAU PINANG,P.044,PERMATANG PAUH,N.11,PERMATANG PASIR,29.64,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.044_N.12,PULAU PINANG,P.044,PERMATANG PAUH,N.12,PENANTI,46.57,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.045_N.13,PULAU PINANG,P.045,BUKIT MERTAJAM,N.13,BERAPIT,12.13,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.045_N.14,PULAU PINANG,P.045,BUKIT MERTAJAM,N.14,MACHANG BUBUK,56.62,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.045_N.15,PULAU PINANG,P.045,BUKIT MERTAJAM,N.15,PADANG LALANG,8.2,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.046_N.16,PULAU PINANG,P.046,BATU KAWAN,N.16,PERAI,10.62,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.046_N.17,PULAU PINANG,P.046,BATU KAWAN,N.17,BUKIT TENGAH,51.36,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.046_N.18,PULAU PINANG,P.046,BATU KAWAN,N.18,BUKIT TAMBUN,62.31,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.047_N.19,PULAU PINANG,P.047,NIBONG TEBAL,N.19,JAWI,53.52,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.047_N.20,PULAU PINANG,P.047,NIBONG TEBAL,N.20,SUNGAI BAKAP,85.59,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.047_N.21,PULAU PINANG,P.047,NIBONG TEBAL,N.21,SUNGAI ACHEH,37.41,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.048_N.22,PULAU PINANG,P.048,BUKIT BENDERA,N.22,TANJONG BUNGA,18.12,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.048_N.23,PULAU PINANG,P.048,BUKIT BENDERA,N.23,AIR PUTIH,28.41,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.048_N.24,PULAU PINANG,P.048,BUKIT BENDERA,N.24,KEBUN BUNGA,11.3,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.048_N.25,PULAU PINANG,P.048,BUKIT BENDERA,N.25,PULAU TIKUS,5.23,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.049_N.26,PULAU PINANG,P.049,TANJONG,N.26,PADANG KOTA,2.96,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.049_N.27,PULAU PINANG,P.049,TANJONG,N.27,PENGKALAN KOTA,1.43,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.049_N.28,PULAU PINANG,P.049,TANJONG,N.28,KOMTAR,1.49,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.050_N.29,PULAU PINANG,P.050,JELUTONG,N.29,DATOK KERAMAT,3.24,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.050_N.30,PULAU PINANG,P.050,JELUTONG,N.30,SUNGAI PINANG,2.34,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.050_N.31,PULAU PINANG,P.050,JELUTONG,N.31,BATU LANCANG,2.68,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.051_N.32,PULAU PINANG,P.051,BUKIT GELUGOR,N.32,SERI DELIMA,6.3,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.051_N.33,PULAU PINANG,P.051,BUKIT GELUGOR,N.33,AIR ITAM,2.94,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.051_N.34,PULAU PINANG,P.051,BUKIT GELUGOR,N.34,PAYA TERUBONG,17.87,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.052_N.35,PULAU PINANG,P.052,BAYAN BARU,N.35,BATU UBAN,14.4,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.052_N.36,PULAU PINANG,P.052,BAYAN BARU,N.36,PANTAI JEREJAK,11.19,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.052_N.37,PULAU PINANG,P.052,BAYAN BARU,N.37,BATU MAUNG,21.16,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.053_N.38,PULAU PINANG,P.053,BALIK PULAU,N.38,BAYAN LEPAS,37.03,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.053_N.39,PULAU PINANG,P.053,BALIK PULAU,N.39,PULAU BETONG,44.67,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.053_N.40,PULAU PINANG,P.053,BALIK PULAU,N.40,TELOK BAHANG,67.86,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.054_N.01,PERAK,P.054,GERIK,N.01,PENGKALAN HULU,427.77,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.054_N.02,PERAK,P.054,GERIK,N.02,TEMENGOR,4049.36,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.055_N.03,PERAK,P.055,LENGGONG,N.03,KENERING,1798.11,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.055_N.04,PERAK,P.055,LENGGONG,N.04,KOTA TAMPAN,312.87,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.056_N.05,PERAK,P.056,LARUT,N.05,SELAMA,419.01,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.056_N.06,PERAK,P.056,LARUT,N.06,KUBU GAJAH,415.85,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.056_N.07,PERAK,P.056,LARUT,N.07,BATU KURAU,253.72,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.057_N.08,PERAK,P.057,PARIT BUNTAR,N.08,TITI SERONG,82.68,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.057_N.09,PERAK,P.057,PARIT BUNTAR,N.09,KUALA KURAU,61.49,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.058_N.10,PERAK,P.058,BAGAN SERAI,N.10,ALOR PONGSU,219.28,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.058_N.11,PERAK,P.058,BAGAN SERAI,N.11,GUNONG SEMANGGOL,285.98,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.058_N.12,PERAK,P.058,BAGAN SERAI,N.12,SELINSING,248.21,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.059_N.13,PERAK,P.059,BUKIT GANTANG,N.13,KUALA SAPETANG,209.35,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.059_N.14,PERAK,P.059,BUKIT GANTANG,N.14,CHANGKAT JERING,84.39,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
