UNIQUE CODE (2003),STATE (2003),PARLIAMENTARY CONSTITUENCY CODE (2003),PARLIAMENTARY CONSTITUENCY NAME (2003),STATE CONSTITUENCY CODE (2003),STATE CONSTITUENCY NAME (2003),AREA (SQ KM),NOTES
P.136_N.11,MELAKA,P.136,TANGGA BATU,N.11,SUNGAI UDANG,22.78,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.136_N.12,MELAKA,P.136,TANGGA BATU,N.12,PANTAI KUNDOR,15.12,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.136_N.13,MELAKA,P.136,TANGGA BATU,N.13,PAYA RUMPUT,62.86,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.136_N.14,MELAKA,P.136,TANGGA BATU,N.14,KELEBANG,22.82,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.137_N.15,MELAKA,P.137,BUKIT KATIL,N.15,BACHANG,16.23,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.137_N.16,MELAKA,P.137,BUKIT KATIL,N.16,AYER KEROH,41.01,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.137_N.17,MELAKA,P.137,BUKIT KATIL,N.17,BUKIT BARU,17.54,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.137_N.18,MELAKA,P.137,BUKIT KATIL,N.18,AYER MOLEK,51.7,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.138_N.19,MELAKA,P.138,KOTA MELAKA,N.19,KESIDANG,7.28,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.138_N.20,MELAKA,P.138,KOTA MELAKA,N.20,KOTA LAKSAMANA,4.5,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.138_N.21,MELAKA,P.138,KOTA MELAKA,N.21,DUYONG,12.49,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.138_N.22,MELAKA,P.138,KOTA MELAKA,N.22,BANDAR HILIR,3.57,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.138_N.23,MELAKA,P.138,KOTA MELAKA,N.23,TELOK MAS,19,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.139_N.24,MELAKA,P.139,JASIN,N.24,BEMBAN,115.52,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.139_N.25,MELAKA,P.139,JASIN,N.25,RIM,103.55,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.139_N.26,MELAKA,P.139,JASIN,N.26,SERKAM,45.5,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.139_N.27,MELAKA,P.139,JASIN,N.27,MERLIMAU,117.49,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.139_N.28,MELAKA,P.139,JASIN,N.28,SUNGAI RAMBAI,90.6,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.140_N.01,JOHOR,P.140,SEGAMAT,N.01,BULOH KASAP,580.59,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.140_N.02,JOHOR,P.140,SEGAMAT,N.02,JEMENTAH,357.7,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.141_N.03,JOHOR,P.141,SEKIJANG,N.03,PEMANIS,231.4,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.141_N.04,JOHOR,P.141,SEKIJANG,N.04,KEMELAH,267.88,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.142_N.05,JOHOR,P.142,LABIS,N.05,TENANG,331.16,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.142_N.06,JOHOR,P.142,LABIS,N.06,BEKOK,1047.5,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.143_N.07,JOHOR,P.143,PAGOH,N.07,BUKIT SERAMPANG,769.58,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.143_N.08,JOHOR,P.143,PAGOH,N.08,JORAK,407.82,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.144_N.09,JOHOR,P.144,LEDANG,N.09,GAMBIR,245.56,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.144_N.10,JOHOR,P.144,LEDANG,N.10,TANGKAK,220.57,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.144_N.11,JOHOR,P.144,LEDANG,N.11,SEROM,181.76,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.145_N.12,JOHOR,P.145,BAKRI,N.12,BENTAYAN,17.64,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.145_N.13,JOHOR,P.145,BAKRI,N.13,SUNGAI ABONG,33.96,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.145_N.14,JOHOR,P.145,BAKRI,N.14,BUKIT NANING,187.18,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.146_N.15,JOHOR,P.146,MUAR,N.15,MAHARANI,64.14,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.146_N.16,JOHOR,P.146,MUAR,N.16,SUNGAI BALANG,209.28,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.147_N.17,JOHOR,P.147,PARIT SULONG,N.17,SEMERAH,142.56,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.147_N.18,JOHOR,P.147,PARIT SULONG,N.18,SRI MEDAN,311.7,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.148_N.19,JOHOR,P.148,AYER HITAM,N.19,YONG PENG,540.48,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.148_N.20,JOHOR,P.148,AYER HITAM,N.20,SEMARANG,192.52,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.149_N.21,JOHOR,P.149,SRI GADING,N.21,PARIT YAANI,114.04,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.149_N.22,JOHOR,P.149,SRI GADING,N.22,PARIT RAJA,171.01,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.150_N.23,JOHOR,P.150,BATU PAHAT,N.23,PENGGARAM,13.37,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.150_N.24,JOHOR,P.150,BATU PAHAT,N.24,SENGGARANG,189.55,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.150_N.25,JOHOR,P.150,BATU PAHAT,N.25,RENGIT,213.35,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.151_N.26,JOHOR,P.151,SIMPANG RENGGAM,N.26,MACHAP,406.84,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.151_N.27,JOHOR,P.151,SIMPANG RENGGAM,N.27,LAYANG-LAYANG,341.56,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.152_N.28,JOHOR,P.152,KLUANG,N.28,MENGKIBOL,194.26,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.152_N.29,JOHOR,P.152,KLUANG,N.29,MAHKOTA,54.73,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.153_N.30,JOHOR,P.153,SEMBRONG,N.30,PALOH,829.92,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.153_N.31,JOHOR,P.153,SEMBRONG,N.31,KAHANG,961.54,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.154_N.32,JOHOR,P.154,MERSING,N.32,ENDAU,1085.24,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.154_N.33,JOHOR,P.154,MERSING,N.33,TENGGAROH,1666.56,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.155_N.34,JOHOR,P.155,TENGGARA,N.34,PANTI,863.29,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.155_N.35,JOHOR,P.155,TENGGARA,N.35,PASIR RAJA,353.79,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.156_N.36,JOHOR,P.156,KOTA TINGGI,N.36,SEDILI,1052.61,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.156_N.37,JOHOR,P.156,KOTA TINGGI,N.37,JOHOR LAMA,228.98,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.157_N.38,JOHOR,P.157,PENGERANG,N.38,PENAWAR,409.79,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.157_N.39,JOHOR,P.157,PENGERANG,N.39,TANJONG SURAT,366.29,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.158_N.40,JOHOR,P.158,TEBRAU,N.40,TIRAM,301.2,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.158_N.41,JOHOR,P.158,TEBRAU,N.41,PUTERI WANGSA,148.59,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.159_N.42,JOHOR,P.159,PASIR GUDANG,N.42,JOHOR JAYA,70.54,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.159_N.43,JOHOR,P.159,PASIR GUDANG,N.43,PERMAS,43.65,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.160_N.44,JOHOR,P.160,JOHOR BAHRU,N.44,TANJONG PUTERI,25.54,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.160_N.45,JOHOR,P.160,JOHOR BAHRU,N.45,STULANG,14.13,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.161_N.46,JOHOR,P.161,PULAI,N.46,PENGKALAN RINTING,38.47,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.161_N.47,JOHOR,P.161,PULAI,N.47,KEMPAS,21.84,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.162_N.48,JOHOR,P.162,GELANG PATAH,N.48,SKUDAI,55.59,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.162_N.49,JOHOR,P.162,GELANG PATAH,N.49,NUSA JAYA,327.04,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.163_N.50,JOHOR,P.163,KULAI,N.50,BUKIT PERMAI,284.54,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.163_N.51,JOHOR,P.163,KULAI,N.51,BUKIT BATU,253.37,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.163_N.52,JOHOR,P.163,KULAI,N.52,SENAI,125.19,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.164_N.53,JOHOR,P.164,PONTIAN,N.53,BENUT,312.72,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.164_N.54,JOHOR,P.164,PONTIAN,N.54,PULAI SEBATANG,161.54,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.165_N.55,JOHOR,P.165,TANJONG PIAI,N.55,PEKAN NENAS,70.06,As per 2003 redelineation exercise of Peninsular Malaysia and Federal Territories
P.165_N.56,JOHOR,P.165,TANJONG PIAI,N.56,KUKUP,415.26,As per 2003 redelineation exercise of Sabah
P.167_N.01,SABAH,P.167,KUDAT,N.01,BANGGI,1325.55,As per 2003 redelineation exercise of Sabah
P.167_N.02,SABAH,P.167,KUDAT,N.02,TANJONG KAPOR,230.64,As per 2003 redelineation exercise of Sabah
P.167_N.03,SABAH,P.167,KUDAT,N.03,PITAS,888.45,As per 2003 redelineation exercise of Sabah
P.168_N.04,SABAH,P.168,KOTA MARUDU,N.04,MATUNGGONG,797.23,As per 2003 redelineation exercise of Sabah
P.168_N.05,SABAH,P.168,KOTA MARUDU,N.05,TANDEK,1374.09,As per 2003 redelineation exercise of Sabah
P.169_N.06,SABAH,P.169,KOTA BELUD,N.06,TEMPASUK,436.63,As per 2003 redelineation exercise of Sabah
P.169_N.07,SABAH,P.169,KOTA BELUD,N.07,KADAMAIAN,831.36,As per 2003 redelineation exercise of Sabah
P.169_N.08,SABAH,P.169,KOTA BELUD,N.08,USUKAN,98.5,As per 2003 redelineation exercise of Sabah
P.170_N.09,SABAH,P.170,TUARAN,N.09,TAMPARULI,208.14,As per 2003 redelineation exercise of Sabah
P.170_N.10,SABAH,P.170,TUARAN,N.10,SULAMAN,148.84,As per 2003 redelineation exercise of Sabah
P.170_N.11,SABAH,P.170,TUARAN,N.11,KIULU,791.68,As per 2003 redelineation exercise of Sabah
P.171_N.12,SABAH,P.171,SEPANGGAR,N.12,KARAMBUNAI,69.72,As per 2003 redelineation exercise of Sabah
P.171_N.13,SABAH,P.171,SEPANGGAR,N.13,INANAM,202.72,As per 2003 redelineation exercise of Sabah
P.172_N.14,SABAH,P.172,KOTA KINABALU,N.14,LIKAS,20.27,As per 2003 redelineation exercise of Sabah
P.172_N.15,SABAH,P.172,KOTA KINABALU,N.15,API-API,15.81,As per 2003 redelineation exercise of Sabah
P.172_N.16,SABAH,P.172,KOTA KINABALU,N.16,LUYANG,19.49,As per 2003 redelineation exercise of Sabah
P.173_N.17,SABAH,P.173,PUTATAN,N.17,TANJONG ARU,47.88,As per 2003 redelineation exercise of Sabah
P.173_N.18,SABAH,P.173,PUTATAN,N.18,PETAGAS,23.56,As per 2003 redelineation exercise of Sabah
P.174_N.19,SABAH,P.174,PENAMPANG,N.19,KAPAYAN,32.53,As per 2003 redelineation exercise of Sabah
P.174_N.20,SABAH,P.174,PENAMPANG,N.20,MOYOG,403.8,As per 2003 redelineation exercise of Sabah
P.175_N.21,SABAH,P.175,PAPAR,N.21,KAWANG,456.28,As per 2003 redelineation exercise of Sabah
P.175_N.22,SABAH,P.175,PAPAR,N.22,PANTAI MANIS,225,As per 2003 redelineation exercise of Sabah
P.176_N.23,SABAH,P.176,KIMANIS,N.23,BONGAWAN,408.12,As per 2003 redelineation exercise of Sabah
P.176_N.24,SABAH,P.176,KIMANIS,N.24,MEMBAKUT,378.04,As per 2003 redelineation exercise of Sabah
P.177_N.25,SABAH,P.177,BEAUFORT,N.25,KLIAS,500.94,As per 2003 redelineation exercise of Sabah
P.177_N.26,SABAH,P.177,BEAUFORT,N.26,KUALA PENYU,425.08,As per 2003 redelineation exercise of Sabah
P.178_N.27,SABAH,P.178,SIPITANG,N.27,LUMADAN,880.77,As per 2003 redelineation exercise of Sabah
P.178_N.28,SABAH,P.178,SIPITANG,N.28,SINDUMIN,2727.57,As per 2003 redelineation exercise of Sabah
P.179_N.29,SABAH,P.179,RANAU,N.29,KUNDASANG,1711.46,As per 2003 redelineation exercise of Sabah
P.179_N.30,SABAH,P.179,RANAU,N.30,KARANAAN,177.69,As per 2003 redelineation exercise of Sabah
P.179_N.31,SABAH,P.179,RANAU,N.31,PAGINATAN,1896.31,As per 2003 redelineation exercise of Sabah
P.180_N.32,SABAH,P.180,KENINGAU,N.32,TAMBUNAN,1338.93,As per 2003 redelineation exercise of Sabah
P.180_N.33,SABAH,P.180,KENINGAU,N.33,BINGKOR,861.15,As per 2003 redelineation exercise of Sabah
P.180_N.34,SABAH,P.180,KENINGAU,N.34,LIAWAN,277.02,As per 2003 redelineation exercise of Sabah
P.181_N.35,SABAH,P.181,TENOM,N.35,MELALAP,605.01,As per 2003 redelineation exercise of Sabah
P.181_N.36,SABAH,P.181,TENOM,N.36,KEMABONG,1797.84,As per 2003 redelineation exercise of Sabah
P.182_N.37,SABAH,P.182,PENSIANGAN,N.37,SOOK,2388.45,As per 2003 redelineation exercise of Sabah
P.182_N.38,SABAH,P.182,PENSIANGAN,N.38,NABAWAN,5936.93,As per 2003 redelineation exercise of Sabah
P.183_N.39,SABAH,P.183,BELURAN,N.39,SUGUT,3481.34,As per 2003 redelineation exercise of Sabah
P.183_N.40,SABAH,P.183,BELURAN,N.40,LABUK,4086.49,As per 2003 redelineation exercise of Sabah
P.184_N.41,SABAH,P.184,LIBARAN,N.41,GUM-GUM,762.65,As per 2003 redelineation exercise of Sabah
P.184_N.42,SABAH,P.184,LIBARAN,N.42,SUNGAI SIBUGA,83.18,As per 2003 redelineation exercise of Sabah
P.185_N.43,SABAH,P.185,BATU SAPI,N.43,SEKONG,552.12,As per 2003 redelineation exercise of Sabah
P.185_N.44,SABAH,P.185,BATU SAPI,N.44,KARAMUNTING,7.96,As per 2003 redelineation exercise of Sabah
P.186_N.45,SABAH,P.186,SANDAKAN,N.45,ELOPURA,31.88,As per 2003 redelineation exercise of Sabah
P.186_N.46,SABAH,P.186,SANDAKAN,N.46,TANJONG PAPAT,6.72,As per 2003 redelineation exercise of Sabah
P.187_N.47,SABAH,P.187,KINABATANGAN,N.47,KUAMUT,12917.53,As per 2003 redelineation exercise of Sabah
P.187_N.48,SABAH,P.187,KINABATANGAN,N.48,SUKAU,4959.51,As per 2003 redelineation exercise of Sabah
P.188_N.49,SABAH,P.188,SILAM,N.49,TUNGKU,3973.72,As per 2003 redelineation exercise of Sabah
P.188_N.50,SABAH,P.188,SILAM,N.50,LAHAD DATU,3166.45,As per 2003 redelineation exercise of Sabah
P.188_N.51,SABAH,P.188,SILAM,N.51,KUNAK,1109.22,As per 2003 redelineation exercise of Sabah
P.189_N.52,SABAH,P.189,SEMPORNA,N.52,SULABAYAN,234.75,As per 2003 redelineation exercise of Sabah
P.189_N.53,SABAH,P.189,SEMPORNA,N.53,SENALLANG,338.88,As per 2003 redelineation exercise of Sabah
P.189_N.54,SABAH,P.189,SEMPORNA,N.54,BUGAYA,542.83,As per 2003 redelineation exercise of Sabah
P.190_N.55,SABAH,P.190,TAWAU,N.55,BALUNG,1002.73,As per 2003 redelineation exercise of Sabah
P.190_N.56,SABAH,P.190,TAWAU,N.56,APAS,402.32,As per 2003 redelineation exercise of Sabah
P.190_N.57,SABAH,P.190,TAWAU,N.57,SRI TANJONG,30.89,As per 2003 redelineation exercise of Sabah
P.191_N.58,SABAH,P.191,KALABAKAN,N.58,MEROTAI,778.17,As per 2003 redelineation exercise of Sabah
P.191_N.59,SABAH,P.191,KALABAKAN,N.59,TANJONG BATU,2222.96,As per 2003 redelineation exercise of Sabah
P.191_N.60,SABAH,P.191,KALABAKAN,N.60,SEBATIK,1488.35,As per 2003 redelineation exercise of Sabah
