UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P. 183_N. 38,SARAWAK,P. 183,KANOWIT,N. 38,MACHAN,BN - PBB,DATUK GRAMONG JUNA,MALE,49,
P. 184_N. 39,SARAWAK,P. 184,LANANG,N. 39,BUKIT ASSEK,DAP,WONG HO LENG,MALE,36,
P. 184_N. 40,SARAWAK,P. 184,LANANG,N. 40,DUDONG,BN - SUPP,SOON CHOON TECK,MALE,53,Y
P. 185_N. 41,SARAWAK,P. 185,SIBU,N. 41,BAWANG ASSAN,BN - SUPP,WONG SOON KOH,MALE,54,
P. 185_N. 42,SARAWAK,P. 185,SIBU,N. 42,PELAWAN,DAP,WONG SING NANG,MALE,38,
P. 185_N. 43,SARAWAK,P. 185,SIBU,N. 43,NANGKA,BN - PBB,AWANG BEMEE BIN AWANG ALI BASAH,MALE,37,Y
P. 186_N. 44,SARAWAK,P. 186,MUKAH,N. 44,DALAT,BN - PBB,DATUK MOHD. EFFENDI BIN NORWAWI,MALE,48,
P. 186_N. 45,SARAWAK,P. 186,MUKAH,N. 45,BALINGIAN,BN - PBB,ABDUL AJIS ABDUL MAJEED,MALE,45,
P. 187_N. 46,SARAWAK,P. 187,SELANGAU,N. 46,TAMIN,BN - PBDS,JOSEPH ENTULU BELAUN,MALE,38,
P. 187_N. 47,SARAWAK,P. 187,SELANGAU,N. 47,KAKUS,BN - PBDS,JOHN SIKIE ANAK TAYAI,MALE,46,Y
P. 188_N. 48,SARAWAK,P. 188,KAPIT,N. 48,PELAGUS,BN - PBDS,SNG CHEE HUA,MALE,49,Y
P. 188_N. 49,SARAWAK,P. 188,KAPIT,N. 49,KATIBAS,BN - PBB,AMBROSE BLIKAU ANAK ENTURAN,MALE,43,Y
P. 189_N. 50,SARAWAK,P. 189,HULU RAJANG,N. 50,BALEH,BN - PBDS,DR. JAMES JEMUT MASING,MALE,47,
P. 189_N. 51,SARAWAK,P. 189,HULU RAJANG,N. 51,BELAGA,BN - SNAP,STANLEY AJANG BATOK,MALE,42,
P. 190_N. 52,SARAWAK,P. 190,BINTULU,N. 52,KEMENA,BN - PBB,CELESTINE UJANG ANAK JILAN,MALE,48,Y
P. 190_N. 53,SARAWAK,P. 190,BINTULU,N. 53,KIDURONG,DAP,WONG SING AI,MALE,,
P. 190_N. 54,SARAWAK,P. 190,BINTULU,N. 54,JEPAK,BN - PBB,HAJI TALIB BIN ZULPILIP,MALE,45,
P. 191_N. 55,SARAWAK,P. 191,MIRI,N. 55,LAMBIR,BN - PBB,AIDAN WING,MALE,42,
P. 191_N. 56,SARAWAK,P. 191,MIRI,N. 56,PIASAU,BN - SUPP,DATUK DR. GEORGE CHAN HONG NAM,MALE,60,
P. 191_N. 57,SARAWAK,P. 191,MIRI,N. 57,SENADIN,BN - SUPP,LEE KIM SHIN,MALE,46,
P. 192_N. 58,SARAWAK,P. 192,BARAM,N. 58,MARUDI,BN - SNAP,ENTRI AK MURAN,MALE,42,Y
P. 192_N. 59,SARAWAK,P. 192,BARAM,N. 59,TELANG USAN,INDEPENDENT - KEY,KEBING WAN,MALE,,
P. 193_N. 60,SARAWAK,P. 193,BUKIT MAS,N. 60,LIMBANG,BN - SNAP,JAMES WONG KIM MIN,MALE,74,Y
P. 193_N. 61,SARAWAK,P. 193,BUKIT MAS,N. 61,LAWAS,BN - PBB,TENGAH BIN ALI HASSIN,MALE,41,Y
P. 193_N. 62,SARAWAK,P. 193,BUKIT MAS,N. 62,BA'KELALAN,BN - SNAP,JUDSON SAKAI TAGAL,MALE,44,Y
