UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P. 53,PERAK,P. 53,BUKIT GANTANG,BN - UMNO,TOH MUDA DATO DR. ABDULLAH FADZIL CHE WAN,MALE,47,
P. 54,PERAK,P. 54,TAIPING,BN - GERAKAN,KERK CHOO TING,MALE,,
P. 55,PERAK,P. 55,TASEK CHENDEROH,BN - UMNO,HAJI HAMZAH BIN HAJI MOHD. ZAIN,MALE,,
P. 56,PERAK,P. 56,SUNGAI SIPUT,BN - MIC,S. SAMY VELLU,MALE,54,
P. 57,PERAK,P. 57,TAMBUN,BN - UMNO,NAWAWI MAT AWIN,MALE,,
P. 58,PERAK,P. 58,PASIR PINJI,GR - DAP,KERK KIM HOCK,MALE,34,
P. 59,PERAK,P. 59,IPOH,GR - DAP,LAU DAK KEE,MALE,47,
P. 60,PERAK,P. 60,BATU GAJAH,GR - DAP,FOO PIEW KOK,MALE,,
P. 61,PERAK,P. 61,KUALA KANGSAR,BN - UMNO,RAFIDAH AZIZ,FEMALE,47,
P. 62,PERAK,P. 62,BERUAS,BN - GERAKAN,DATO SERI DR. LIM KENG YAIK,MALE,51,
P. 63,PERAK,P. 63,PARIT,BN - UMNO,NASRUDDIN BIN ALANG SAIDIN,MALE,,
P. 64,PERAK,P. 64,GOPENG,BN - MCA,DR. TING CHEW PEH,MALE,47,
P. 65,PERAK,P. 65,KAMPAR,GR - DAP,WONG WING ON,MALE,,
P. 66,PERAK,P. 66,TAPAH,BN - MIC,DATO' K. KUMARAN,MALE,,
P. 67,PERAK,P. 67,PASIR SALAK,BN - UMNO,MEGAT JUNID BIN MEGAT AYOB,MALE,47,
P. 68,PERAK,P. 68,LUMUT,BN - MCA,DATIN LING CHOOI SENG,FEMALE,,
P. 69,PERAK,P. 69,BAGAN DATOK,BN - UMNO,MOHAMED BIN JAMRAH,MALE,44,
P. 70,PERAK,P. 70,TELOK INTAN,BN - GERAKAN,ONG TIN KIM,MALE,52,
P. 71,PERAK,P. 71,TANJONG MALIM,BN - MCA,LOKE YUEN YOW,MALE,,
P. 72,PAHANG,P. 72,LIPIS,BN - MCA,CHAN KONG CHOY,MALE,35,
P. 73,PAHANG,P. 73,RAUB,BN - MCA,TENG GAIK KWAN,FEMALE,51,
P. 74,PAHANG,P. 74,JERANTUT,BN - UMNO,DATO' WAN ABU BAKAR BIN WAN MOHAMED,MALE,37,
P. 75,PAHANG,P. 75,KUANTAN,BN - UMNO,DATO HAJI FAUZI ABDUL RAHMAN,MALE,44,
P. 76,PAHANG,P. 76,PEKAN,BN - UMNO,DATO SRI HJ. MOHD NAJIB TUN RAZAK,MALE,37,
P. 77,PAHANG,P. 77,MARAN,BN - UMNO,HAJI MUHAMMAED BIN HAJI ABDULLAH,MALE,48,
P. 78,PAHANG,P. 78,MENTEKAB,BN - UMNO,DATO' DR. SITI ZAHARAH SULAIMAN,FEMALE,41,
P. 79,PAHANG,P. 79,BENTUNG,BN - MCA,DATO' LIM AH LEK,MALE,48,
P. 80,PAHANG,P. 80,TEMERLUH,BN - UMNO,DATO' SABBARUDDIN CHIK,MALE,48,
P. 81,PAHANG,P. 81,ROMPIN,BN - UMNO,DR HAJI JAMALUDIN BIN DATO HAJI MOHD JARJIS,MALE,39,
P. 82,SELANGOR,P. 82,SABAK BERNAM,BN - UMNO,HAJI MAHBUD BIN HAJI HASHIM,MALE,,
P. 83,SELANGOR,P. 83,TANJONG KARANG,BN - UMNO,SAIDIN @ YUSOF BIN ADAM,MALE,,
P. 84,SELANGOR,P. 84,HULU SELANGOR,BN - MIC,G. PALANIVEL,MALE,41,
P. 85,SELANGOR,P. 85,KUALA SELANGOR,BN - UMNO,DATO' HAJI ABU HASSAN OMAR,MALE,50,
P. 86,SELANGOR,P. 86,KAPAR,BN - MIC,DATO M. MAHALINGAM,MALE,55,
P. 87,SELANGOR,P. 87,SELAYANG,BN - UMNO,ZALEHA BINTI ISMAIL,FEMALE,56,
P. 88,SELANGOR,P. 88,AMPANG JAYA,BN - MCA,ONG TEE KEAT,MALE,34,
P. 89,SELANGOR,P. 89,HULU LANGAT,BN - MCA,DATO' LEE KIM SAI,MALE,53,
P. 90,SELANGOR,P. 90,PETALING JAYA,GR - DAP,DR. KUA KIA SOONG,MALE,49,
P. 91,SELANGOR,P. 91,PUCHONG,GR - DAP,DR. V. DAVID,MALE,68,
P. 92,SELANGOR,P. 92,SHAH ALAM,BN - UMNO,HAJAH RAKIBAH BT. HJ. ABD. MANAP,FEMALE,46,
P. 93,SELANGOR,P. 93,KLANG,GR - DAP,FONG KUI LUN,MALE,44,
P. 94,SELANGOR,P. 94,KUALA LANGAT,BN - UMNO,DATO' BASRI BAJURI,MALE,49,
P. 95,SELANGOR,P. 95,SEPANG,BN - UMNO,MOHD. SHARIF BIN JAJANG,MALE,47,
P. 96,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 96,KEPONG,GR - DAP,DR TAN SENG GIAW,MALE,48,
P. 97,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 97,BATU,BN - GERAKAN,ALEX LEE YU LUNG,MALE,51,
P. 98,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 98,TITIWANGSA,BN - UMNO,DATO' DRS. SULEIMAN MOHAMED,MALE,,
P. 99,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 99,BUKIT BINTANG,GR - DAP,WEE CHOO KEONG,MALE,35,
P. 100,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 100,LEMBAH PANTAI,BN - UMNO,MOHAMED KAMAL BIN HUSSAIN,MALE,,
P. 101,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 101,SEPUTEH,GR - DAP,LIEW AH KIM,MALE,52,
P. 102,WILAYAH PERSEKUTUAN KUALA LUMPUR,P. 102,SUNGAI BESI,GR - DAP,TAN KOK WAI,MALE,33,
P. 103,NEGERI SEMBILAN,P. 103,JELEBU,BN - UMNO,LT. KOL. (B) IBAHIM BIN SAREH,MALE,,
P. 104,NEGERI SEMBILAN,P. 104,JEMPOL,BN - UMNO,DATO MOHD KHALID BIN MOHD YUNUS,MALE,47,
P. 105,NEGERI SEMBILAN,P. 105,TAMPIN,BN - UMNO,MOHD. NOH BIN RAJAB,MALE,43,
P. 106,NEGERI SEMBILAN,P. 106,KUALA PILAH,BN - UMNO,NAPSIAH BTE OMAR,FEMALE,46,
P. 107,NEGERI SEMBILAN,P. 107,SEREMBAN,BN - MCA,YIM CHEE CHONG,MALE,,
P. 108,NEGERI SEMBILAN,P. 108,RASAH,BN - MCA,DATO' WONG SEE WAH,MALE,44,
P. 109,NEGERI SEMBILAN,P. 109,TELOK KEMANG,BN - MIC,DR. T. MARIMUTHU,MALE,55,
P. 110,MELAKA,P. 110,ALOR GAJAH,BN - UMNO,IBRAHIM BIN JENDOL,MALE,,
P. 111,MELAKA,P. 111,SELANDAR,BN - MCA,DR. FONG CHAN ONN,MALE,50,
P. 112,MELAKA,P. 112,BATU BERENDAM,BN - UMNO,MOHD TAMRIN BIN ABDUL GHAFAR,MALE,40,
P. 113,MELAKA,P. 113,KOTA MELAKA,GR - DAP,LIM GUAN ENG,MALE,30,
P. 114,MELAKA,P. 114,JASIN,BN - UMNO,ABDUL GHAFAR BABA,MALE,65,
P. 115,JOHOR,P. 115,SEGAMAT,BN - MIC,S. S. SUBRAMANIAM,MALE,38,
P. 116,JOHOR,P. 116,LEDANG,BN - UMNO,HAJI A. GHANI BIN OTHMAN,MALE,43,
P. 117,JOHOR,P. 117,PAGOH,BN - UMNO,AHMAD OMAR,MALE,,
P. 118,JOHOR,P. 118,LABIS,BN - MCA,DATO SERI DR. LING LIONG SIK,MALE,47,
P. 119,JOHOR,P. 119,MERSING,BN - UMNO,ABD AJIB BIN AHMAD,MALE,43,
P. 120,JOHOR,P. 120,KLUANG,BN - MCA,KANG CHOW OH,MALE,,
P. 121,JOHOR,P. 121,PARIT SULONG,BN - UMNO,RUHANIE BIN AHMAD,MALE,43,
P. 122,JOHOR,P. 122,BAKRI,BN - MCA,CHUA JUI MENG,MALE,47,
P. 123,JOHOR,P. 123,MUAR,BN - UMNO,ABD. MALEK BIN MUNIP,MALE,,
P. 124,JOHOR,P. 124,SRI GADING,BN - UMNO,YASIN KAMARI,MALE,,
P. 125,JOHOR,P. 125,BATU PAHAT,BN - UMNO,HAJI DAUD BIN DATO' HAJI TAHA,MALE,51,
P. 126,JOHOR,P. 126,SUNGAI BENUT,BN - UMNO,HJ ABDUL HAMID BIN HJ ABDUL RAHMAN,MALE,37,
P. 127,JOHOR,P. 127,SENAI,BN - MCA,WOON SEE CHIN,MALE,46,
P. 128,JOHOR,P. 128,KOTA TINGGI,BN - UMNO,SYED HAMID BIN S. JAAFAR ALBAR,MALE,46,
P. 129,JOHOR,P. 129,TEBRAU,BN - UMNO,SITI ZAINAB BTE ABU BAKAR,FEMALE,49,
P. 130,JOHOR,P. 130,JOHOR BAHRU,BN - UMNO,MOHAMED KHALED BIN NORDIN,MALE,32,
P. 131,JOHOR,P. 131,PULAI,BN - UMNO,DATO' MOHAMED B RAHMAT,MALE,59,
P. 132,JOHOR,P. 132,PONTIAN,BN - MCA,ONG KA TING,MALE,33,
P. 133,WILAYAH PERSEKUTUAN LABUAN,P. 133,LABUAN,BN - UMNO,ABDOL MULOK,MALE,,
P. 134,SABAH,P. 134,MARUDU,BN - USNO,DATU AMIRKAHAR BIN DATU HAJI MUSTAPHA,MALE,,
P. 135,SABAH,P. 135,BANDAU,GR - PBS,GEORGE SANGKIN,MALE,,
P. 136,SABAH,P. 136,KOTA BELUD,GR - PBS,MAIDOM PANSAI @ PAUL,MALE,,
P. 137,SABAH,P. 137,TUARAN,GR - PBS,DATUK MONGGOH OROW,MALE,44,
P. 138,SABAH,P. 138,KINABALU,GR - PBS,OTHMAN BIN MINUDIN,MALE,,
P. 139,SABAH,P. 139,JAMBONGAN,GR - PBS,MICHAEL ASANG,MALE,42,
P. 140,SABAH,P. 140,SANDAKAN,GR - PBS,LAI LUN TZEE,MALE,,
P. 141,SABAH,P. 141,KINABATANGAN,BN - USNO,HJ. JUHAR HJ. MAHIRUDDIN,MALE,37,
P. 142,SABAH,P. 142,KENINGAU,GR - PBS,JOSEPH PAIRIN KITINGAN,MALE,50,Y
P. 143,SABAH,P. 143,PENAMPANG,GR - PBS,BERNARD GILUK DOMPOK,MALE,40,
P. 144,SABAH,P. 144,GAYA,GR - PBS,PHILIP YONG,MALE,,
P. 145,SABAH,P. 145,TANJONG ARU,GR - PBS,JOSEPH VOON,MALE,,
P. 146,SABAH,P. 146,PAPAR,BN - USNO,OSU HJ. SUKAM,MALE,,
P. 147,SABAH,P. 147,KIMANIS,GR - PBS,NURNIKMAN BIN ABDULLAH,MALE,,
P. 148,SABAH,P. 148,LIMBAWANG,BN - USNO,TUN DATU HAJU MUSTAPHA BIN DATU HARUN,MALE,73,
P. 149,SABAH,P. 149,PADAS,GR - PBS,RADIN MALLEH,MALE,,
P. 150,SABAH,P. 150,PENSIANGAN,GR - PBS,TAIMIN B. LUMAING,MALE,,
P. 151,SABAH,P. 151,TAWAU,GR - PBS,YEE LONG FOOK GEOFFREY,MALE,,
P. 152,SABAH,P. 152,SILAM,BN - USNO,RAILEY BIN HJ. JEFFREY,MALE,45,
P. 153,SABAH,P. 153,SEMPORNA,BN - USNO,TAN SRI DATUK HAJI SAKARAN BIN DANDAI,MALE,60,
P. 154,SARAWAK,P. 154,MAS GADING,BN - SNAP,DR. PATAU RUBIS,MALE,44,
P. 155,SARAWAK,P. 155,SANTUBONG,BN - PBB,ROHANI KARIM,FEMALE,35,
P. 156,SARAWAK,P. 156,PETRA JAYA,BN - PBB,DR. SULAIMAN HAJI DAUD,MALE,57,
P. 157,SARAWAK,P. 157,BANDAR KUCHING,GR - DAP,SIM KWANG YANG,MALE,42,
P. 158,SARAWAK,P. 158,PADAWAN,BN - SUPP,YONG KHOON SENG,MALE,49,
P. 159,SARAWAK,P. 159,KOTA SAMARAHAN,BN - PBB,DATUK PATINGGI HJ. ABDUL TAIB B. MAHMUD,MALE,54,
P. 160,SARAWAK,P. 160,SERIAN,INDEPENDENT - ROOSTER,RICHARD RIOT AK JAEM,MALE,39,
P. 161,SARAWAK,P. 161,BATANG SADONG,BN - PBB,WHAB SUHAILI,MALE,,
P. 162,SARAWAK,P. 162,BATANG LUPAR,BN - PBB,WAN JUNAIDI B. TUANKU JAAFAR,MALE,44,
P. 163,SARAWAK,P. 163,SRI AMAN,BN - PBDS,DANIEL TAJEM AK MIRI,MALE,54,
P. 164,SARAWAK,P. 164,LUBOK ANTU,BN - PBDS,JAWAH GERANG,MALE,36,Y
P. 165,SARAWAK,P. 165,BETONG,BN - PBB,DOUGLAS UGGAH EMBAS,MALE,34,
P. 166,SARAWAK,P. 166,SARATOK,BN - SNAP,DATUK PETER TINGGOM AK KAMARAU,MALE,64,
P. 167,SARAWAK,P. 167,KUALA RAJANG,BN - PBB,ABANG ABU BAKAR BIN DATU BANDAR ABANG HAJI MUSTAPHA,MALE,49,
P. 168,SARAWAK,P. 168,SARIKEI,BN - SUPP,LAW HIENG DING,MALE,55,
P. 169,SARAWAK,P. 169,JULAU,BN - PBDS,THOMAS SALANG,MALE,,
P. 170,SARAWAK,P. 170,KANOWIT,BN - PBDS,DATUK LEO MOGGIE,MALE,50,
P. 171,SARAWAK,P. 171,LANANG,GR - DAP,WONG SING NANG,MALE,32,
P. 172,SARAWAK,P. 172,SIBU,BN - SUPP,ROBERT LAU HOI CHEW,MALE,,
P. 173,SARAWAK,P. 173,MUKAH,BN - PBB,DR. LEO MICHAEL TOYAD,MALE,40,
P. 174,SARAWAK,P. 174,SELANGAU,INDEPENDENT - ROOSTER,JOSEPH MAUH,MALE,39,
P. 175,SARAWAK,P. 175,KAPIT,BN - PBB,JAMES JIMBUN AK PUNGGA,MALE,50,
P. 176,SARAWAK,P. 176,HULU RAJANG,INDEPENDENT - ROOSTER,BILLY ABIT JOO,MALE,40,
P. 177,SARAWAK,P. 177,BINTULU,BN - SNAP,DATUK AMAR JAMES WONG KIM MIN,MALE,58,
P. 178,SARAWAK,P. 178,MIRI,BN - SUPP,PETER CHIN FAH KUI,MALE,45,
P. 179,SARAWAK,P. 179,BARAM,INDEPENDENT - UMBRELLA,HARRISON NGAU LAING,MALE,30,
P. 180,SARAWAK,P. 180,BUKIT MAS,BN - PBB,MICHAEL LISA KAYA,MALE,,
