UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P. 169_N. 34,SARAWAK,P. 169,JULAU,N. 34,MELUAN,BN - SNAP,GEMAN AK ITAM,MALE,,
P. 170_N. 35,SARAWAK,P. 170,KANOWIT,N. 35,NGEMAH,PBDS,ROBERT MENUA SALEH,MALE,,
P. 170_N. 36,SARAWAK,P. 170,KANOWIT,N. 36,MACHAN,BN - PBB,GRAMONG JUNA,MALE,45,
P. 171_N. 37,SARAWAK,P. 171,LANANG,N. 37,DUDONG,BN - SUPP,DR. SOON CHOON TECK,MALE,48,
P. 171_N. 38,SARAWAK,P. 171,LANANG,N. 38,BUKIT ASSEK,BN - SUPP,DR. WONG SOON KAI,MALE,64,
P. 172_N. 39,SARAWAK,P. 172,SIBU,N. 39,BAWANG ASSAN,BN - SUPP,WONG SOON KOH,MALE,49,
P. 172_N. 40,SARAWAK,P. 172,SIBU,N. 40,SEDUAN,BN - SUPP,TING ING MIENG,MALE,62,
P. 173_N. 41,SARAWAK,P. 173,MUKAH,N. 41,DALAT,BN - PBB,DATUK EFFENDI NORWAWI,MALE,43,
P. 173_N. 42,SARAWAK,P. 173,MUKAH,N. 42,BALINGIAN,BN - PBB,ABDUL AJIS B. ABDUL MAJEED,MALE,40,
P. 174_N. 43,SARAWAK,P. 174,SELANGAU,N. 43,TAMIN,PBDS,JAWAN EMPALING,MALE,53,
P. 174_N. 44,SARAWAK,P. 174,SELANGAU,N. 44,KAKUS,PBDS,MUSA AK GIRI,MALE,,
P. 175_N. 45,SARAWAK,P. 175,KAPIT,N. 45,PELAGUS,PBDS,ALEXANDER NANTA LINGGI,MALE,33,
P. 175_N. 46,SARAWAK,P. 175,KAPIT,N. 46,KATIBAS,BN - PBB,AMBROSE BLIKAU AK ENTURAN,MALE,38,
P. 176_N. 47,SARAWAK,P. 176,HULU RAJANG,N. 47,BALEH,PBDS,SIMON ANAK TEMENGGONG SIBAT,MALE,40,
P. 176_N. 48,SARAWAK,P. 176,HULU RAJANG,N. 48,BELAGA,BN - PBB,NYIPA BATO,MALE,55,
P. 177_N. 49,SARAWAK,P. 177,BINTULU,N. 49,KEMENA,BN - PBB,DATUK CELESTINE UJANG ANAK JILAN,MALE,43,
P. 177_N. 50,SARAWAK,P. 177,BINTULU,N. 50,KIDURONG,BN - SUPP,MICHAEL SIM,MALE,,
P. 178_N. 51,SARAWAK,P. 178,MIRI,N. 51,LAMBIR,BN - PBB,USOP B. WAHAB,MALE,,
P. 178_N. 52,SARAWAK,P. 178,MIRI,N. 52,PIASAU,BN - SUPP,DATUK DR. GEORGE CHAN HONG NAM,MALE,55,
P. 179_N. 53,SARAWAK,P. 179,BARAM,N. 53,MARUDI,BN - SNAP,DATUK EDWARD JELI,MALE,67,
P. 179_N. 54,SARAWAK,P. 179,BARAM,N. 54,TELANG USAN,BN - PBB,DATUK BALAN SELING,MALE,55,
P. 180_N. 55,SARAWAK,P. 180,BUKIT MAS,N. 55,LIMBANG,BN - SNAP,DATUK AMAR JAMES WONG KIM MIN,MALE,69,
P. 180_N. 56,SARAWAK,P. 180,BUKIT MAS,N. 56,LAWAS,BN - PBB,AWANG TENGAH ALI HASAN,MALE,36,
