UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P.201_N.23,SARAWAK,P.201,BATANG LUPAR,N.23,LINGGA,BN - PBB,SIMOI BINTI PERI,FEMALE,42,
P.201_N.24,SARAWAK,P.201,BATANG LUPAR,N.24,BETING MARO,BN - PBB,BOLHASSAN BIN DI @ AHMAD BIN DI,MALE,53,
P.202_N.25,SARAWAK,P.202,SRI AMAN,N.25,BALAI RINGIN,BN - PRS,SNOWDAN LAWAN,MALE,35,
P.202_N.26,SARAWAK,P.202,SRI AMAN,N.26,BUKIT BEGUNAN,BN - PRS,MONG ANAK DAGANG,MALE,50,
P.202_N.27,SARAWAK,P.202,SRI AMAN,N.27,SIMANGGANG,BN - SUPP,FRANCIS HARDEN ANAK HOLLIS,MALE,50,
P.203_N.28,SARAWAK,P.203,LUBOK ANTU,N.28,ENGKILILI,SNAP,JOHNICHAL RAYONG ANAK NGIPA,MALE,45,
P.203_N.29,SARAWAK,P.203,LUBOK ANTU,N.29,BATANG AIR,BN - PRS,DUBLIN UNTING ANAK INGKOT,MALE,50,
P.204_N.30,SARAWAK,P.204,BETONG,N.30,SARIBAS,BN - PBB,WAHBI BIN JUNAIDI,MALE,,
P.204_N.31,SARAWAK,P.204,BETONG,N.31,LAYAR,BN - PBB,ALFRED JABU ANAK NUMPANG,MALE,66,
P.204_N.32,SARAWAK,P.204,BETONG,N.32,BUKIT SABAN,BN - PBB,ROBERT LAWSON CHUAT AK VINCENT ENTERING,MALE,48,
P.205_N.33,SARAWAK,P.205,SARATOK,N.33,KALAKA,BN - PBB,ABDUL WAHAB BIN AZIZ,MALE,59,
P.205_N.34,SARAWAK,P.205,SARATOK,N.34,KRIAN,BN - SPDP,PETER NYAROK ANAK ENTRIE,MALE,64,
P.206_N.35,SARAWAK,P.206,TANJONG MANIS,N.35,BELAWAI,BN - PBB,HAMDEN BIN AHMAD,MALE,58,
P.206_N.36,SARAWAK,P.206,TANJONG MANIS,N.36,SEMOP,BN - PBB,MOHAMAD ASFIA BIN AWG NASAR,MALE,59,
P.207_N.37,SARAWAK,P.207,IGAN,N.37,DARO,BN - PBB,MURNI BIN SUHAILI,MALE,51,Y
P.207_N.38,SARAWAK,P.207,IGAN,N.38,JEMORENG,BN - PBB,GANI @ ABU SEMAN BIN JAHWIE,MALE,49,
P.208_N.39,SARAWAK,P.208,SARIKEI,N.39,REPOK,BN - SUPP,DAVID TENG LUNG CHI,MALE,61,
P.208_N.40,SARAWAK,P.208,SARIKEI,N.40,MERADONG,DAP,TING TZE FUI,FEMALE,24,
P.209_N.41,SARAWAK,P.209,JULAU,N.41,PAKAN,BN - SPDP,WILLIAM IKOM,MALE,57,
P.209_N.42,SARAWAK,P.209,JULAU,N.42,MELUAN,BN - SPDP,WONG ANAK JUDAT,MALE,42,
P.210_N.43,SARAWAK,P.210,KANOWIT,N.43,NGEMAH,INDEPENDENT,ADEH AK DENONG,MALE,,
P.210_N.44,SARAWAK,P.210,KANOWIT,N.44,MACHAN,BN - PBB,GRAMONG JUNA,MALE,57,
P.211_N.45,SARAWAK,P.211,LANANG,N.45,BUKIT ASSEK,DAP,WONG HO LENG,MALE,47,
P.211_N.46,SARAWAK,P.211,LANANG,N.46,DUDONG,BN - SUPP,SOON CHOON TECK,MALE,63,
P.212_N.47,SARAWAK,P.212,SIBU,N.47,BAWANG ASSAN,BN - SUPP,WONG SOON KOH,MALE,64,
P.212_N.48,SARAWAK,P.212,SIBU,N.48,PELAWAN,BN - SUPP,GOH CHUNG SIONG,MALE,55,
P.212_N.49,SARAWAK,P.212,SIBU,N.49,NANGKA,BN - PBB,AWANG BEMEE BIN AWANG ALI BASAH,MALE,47,
P.213_N.50,SARAWAK,P.213,MUKAH,N.50,DALAT,BN - PBB,FATIMAH BT ABDULLAH,FEMALE,49,Y
P.213_N.51,SARAWAK,P.213,MUKAH,N.51,BALINGIAN,BN - PBB,PEHIN SRI HAJI ABDUL TAIB BIN MAHMUD,MALE,70,
P.214_N.52,SARAWAK,P.214,SELANGAU,N.52,TAMIN,BN - PRS,JOSEPH MAUH A/K IKEH,MALE,55,
P.214_N.53,SARAWAK,P.214,SELANGAU,N.53,KAKUS,BN - PRS,JOHN SIKIE ANAK TAYAI,MALE,56,
P.215_N.54,SARAWAK,P.215,KAPIT,N.54,PELAGUS,BN - PRS,LARRY SOON @ LARRY SNG WEI SHIEN,MALE,27,
P.215_N.55,SARAWAK,P.215,KAPIT,N.55,KATIBAS,BN - PBB,AMBROSE BLIKAU ANAK ENTURAN,MALE,53,
P.216_N.56,SARAWAK,P.216,HULU RAJANG,N.56,BALEH,BN - PRS,JAMES JEMUT MASING,MALE,57,
P.216_N.57,SARAWAK,P.216,HULU RAJANG,N.57,BELAGA,BN - PRS,LIWAN LAGANG,MALE,48,
P.217_N.58,SARAWAK,P.217,BINTULU,N.58,JEPAK,BN - PBB,DATUK TALIB BIN ZULPILIP,MALE,55,
P.217_N.59,SARAWAK,P.217,BINTULU,N.59,KIDURONG,DAP,CHIEW CHIU SING,MALE,56,
P.217_N.60,SARAWAK,P.217,BINTULU,N.60,KEMENA,BN - PBB,STEPHEN RUNDI ANAK UTOM,MALE,46,
P.218_N.61,SARAWAK,P.218,SIBUTI,N.61,BEKENU,BN - SPDP,ROSEY BTE YUNUS,FEMALE,50,
P.218_N.62,SARAWAK,P.218,SIBUTI,N.62,LAMBIR,BN - PBB,SWIN BIN JEMA`AH @ AIDAN WING,MALE,51,
P.219_N.63,SARAWAK,P.219,MIRI,N.63,PIASAU,BN - SUPP,GEORGE CHAN HONG NAM,MALE,70,
P.219_N.64,SARAWAK,P.219,MIRI,N.64,PUJUT,BN - SUPP,CHIA CHU FATT,MALE,52,
P.219_N.65,SARAWAK,P.219,MIRI,N.65,SENADIN,BN - SUPP,LEE KIM SIN,MALE,56,
P.220_N.66,SARAWAK,P.220,BARAM,N.66,MARUDI,BN - SPDP,SYLVESTER ENTRI ANAK MURAN,MALE,52,
P.220_N.67,SARAWAK,P.220,BARAM,N.67,TELANG USAN,BN - PBB,LIHAN JOK,MALE,49,
P.221_N.68,SARAWAK,P.221,LIMBANG,N.68,BUKIT KOTA,BN - PBB,ABDUL RAHMAN BIN ISMAIL,MALE,43,
P.221_N.69,SARAWAK,P.221,LIMBANG,N.69,BATU DANAU,BN - SPDP,PALU @ PAULUS PALU ANAK GUMBANG,MALE,55,
P.222_N.70,SARAWAK,P.222,LAWAS,N.70,BA`KELALAN,BN - SPDP,BALANG RINING,MALE,,
P.222_N.71,SARAWAK,P.222,LAWAS,N.71,BUKIT SARI,BN - PBB,TENGAH B. ALI HASSIN,MALE,51,
