UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P.1_N.1,PERLIS,P.1,KANGAR,N.1,TITI TINGGI,BN - MCA,NG ENG TOON @ GOH ENG TOON,MALE,,
P.1_N.2,PERLIS,P.1,KANGAR,N.2,CHUPING,BN - UMNO,SHAARI BIN JUSOH,MALE,,
P.1_N.3,PERLIS,P.1,KANGAR,N.3,BINTONG,PAS,SHUIB BIN HAJI MOHAMAD,MALE,,Y
P.1_N.4,PERLIS,P.1,KANGAR,N.4,BANDAR KANGAR,BN - MCA,LEE KIM CHENG,MALE,,
P.1_N.5,PERLIS,P.1,KANGAR,N.5,PAYA,BN - UMNO,TAIB BIN ISMAIL,MALE,,
P.1_N.6,PERLIS,P.1,KANGAR,N.6,ORAN,BN - UMNO,ALI BIN AHMAD,MALE,,
P.2_N.7,PERLIS,P.2,ARAU,N.7,KUALA PERLIS,BN - UMNO,AHMAD BIN OSMAN,MALE,,
P.2_N.8,PERLIS,P.2,ARAU,N.8,KAYANG,BN - UMNO,TALIB BIN ALI,MALE,,
P.2_N.9,PERLIS,P.2,ARAU,N.9,UTAN AJI,BN - UMNO,IDRUS BIN KASSIM,MALE,,
P.2_N.10,PERLIS,P.2,ARAU,N.10,BANDAR ARAU,BN - UMNO,SYED AHMAD BIN SYED ALWI,MALE,,
P.2_N.11,PERLIS,P.2,ARAU,N.11,KURONG ANAI,BN - UMNO,ABU BAKAR BIN HJ. AHMAD,MALE,,
P.2_N.12,PERLIS,P.2,ARAU,N.12,SANGLANG,BN - UMNO,SAAD @ MD. ZAIN BIN HAMZAH,MALE,,
P.3_N.1,KEDAH,P.3,JERLUN-LANGKAWI,N.1,LANGKAWI,BN - UMNO,SYED NAHAR BIN SYED SHEH SHAHABUDIN,MALE,,
P.3_N.2,KEDAH,P.3,JERLUN-LANGKAWI,N.2,JERLUN,BN - UMNO,YUSUF BIN ABD. RAHMAN,MALE,,
P.4_N.3,KEDAH,P.4,KUBANG PASU,N.3,TUNJANG,BN - UMNO,HANAFI BIN RAMLI,MALE,,
P.4_N.4,KEDAH,P.4,KUBANG PASU,N.4,JITRA,BN - UMNO,OSMAN @ MD. DAUD BIN AROFF,MALE,,
P.5_N.5,KEDAH,P.5,PADANG TERAP,N.5,KUALA NERANG,BN - UMNO,AZIZAH BINTI L. TAIB,FEMALE,,
P.5_N.6,KEDAH,P.5,PADANG TERAP,N.6,POKOK SENA,BN - UMNO,HUSSAIN @ ABDUL HAMID BIN TAHIR,MALE,,
P.6_N.7,KEDAH,P.6,KUALA KEDAH,N.7,ANAK BUKIT,BN - UMNO,KARIA @ ZAKARIA BIN SAID,MALE,,
P.6_N.8,KEDAH,P.6,KUALA KEDAH,N.8,PENGKALAN KUNDOR,BN - UMNO,HAJI JAMALUDIN BIN LEBAI BAKAR,MALE,,
P.7_N.9,KEDAH,P.7,ALOR SETAR,N.9,ALOR MERAH,BN - UMNO,KHALID BIN HJ. ABDULLAH,MALE,,
P.7_N.10,KEDAH,P.7,ALOR SETAR,N.10,BANDAR ALOR SETAR,BN - MCA,CHEA KIM HOE @ CHEAH CHONG CHIEW,MALE,,
P.8_N.11,KEDAH,P.8,KOTA SETAR,N.11,LANGGAR-LIMBONG,PAS,SAID BIN YASSIN,MALE,,
P.8_N.12,KEDAH,P.8,KOTA SETAR,N.12,BUKIT RAYA,PAS,ALI @ FADZIL BIN MD. NOOR,MALE,,
P.9_N.13,KEDAH,P.9,ULU MUDA,N.13,SIK,BN - UMNO,HJ. MOHD. NOH BIN HAJI AHMAD,MALE,,
P.9_N.14,KEDAH,P.9,ULU MUDA,N.14,PENDANG,BN - UMNO,HAJI SHAARI BIN ABU BAKAR,MALE,,
P.10_N.15,KEDAH,P.10,BALING,N.15,BAYU,BN - UMNO,RAJA ARIFFIN BIN RAJA SULAIMAN,MALE,,
P.10_N.16,KEDAH,P.10,BALING,N.16,KUPANG,BN - UMNO,ZAINOL BIN MD. ISA,MALE,,
P.11_N.17,KEDAH,P.11,JERAI,N.17,SALA,BN - UMNO,AHMAD BIN HAJI AWANG,MALE,,
P.11_N.18,KEDAH,P.11,JERAI,N.18,YAN,BN - UMNO,ABDULLAH BIN HAJI ISMAIL,MALE,,
P.12_N.19,KEDAH,P.12,KUALA MUDA,N.19,JENIANG,BN - UMNO,ZAINOL ABIDIN BIN JOHARI,MALE,,
P.12_N.20,KEDAH,P.12,KUALA MUDA,N.20,MERBOK,BN - UMNO,HASHIM BIN HAJI OSMAN,MALE,,
P.13_N.21,KEDAH,P.13,SUNGAI PETANI,N.21,TIKAM BATU,BN - GERAKAN,ONG AH YONG @ ONG CHOW SONG,MALE,,
P.13_N.22,KEDAH,P.13,SUNGAI PETANI,N.22,KUALA KETIL,BN - MIC,SUBRAMANIAM A/L SUNDRAM,MALE,,
P.14_N.23,KEDAH,P.14,PADANG SERAI,N.23,LUNAS,BN - MCA,HONG TOK HIANG @ FANG CHOK SEONG,MALE,,
P.14_N.24,KEDAH,P.14,PADANG SERAI,N.24,MERBAU PULAS,BN - UMNO,MAHMUD BIN MD. ZAIN,MALE,,
P.15_N.25,KEDAH,P.15,KULIM-BANDAR BAHARU,N.25,KULIM,BN - MCA,YONG PAU CHAK,MALE,,
P.15_N.26,KEDAH,P.15,KULIM-BANDAR BAHARU,N.26,SERDANG,BN - UMNO,ABDUL MAJID BIN ITAM,MALE,,
P.16_N.1,KELANTAN,P.16,TUMPAT,N.1,SIMPANGAN,BN - BERJASA,TAHIR BIN ABDUL AZIZ,MALE,,
P.16_N.2,KELANTAN,P.16,TUMPAT,N.2,SUNGAI PINANG,BN - UMNO,TENGKU NOOR ASIAH BINTI TENGKU AHMED,FEMALE,,
P.16_N.3,KELANTAN,P.16,TUMPAT,N.3,WAKAF BAHARU,BN - UMNO,OMAR BIN AWANG KECHIK,MALE,,
P.17_N.4,KELANTAN,P.17,PENGKALAN CHEPA,N.4,SEMUT API,PAS,WAN MAMAT BIN WAN YUSOFF,MALE,,
P.17_N.5,KELANTAN,P.17,PENGKALAN CHEPA,N.5,KEMUMIN,PAS,CHE HASSAN BIN CHE ISHAK,MALE,,Y
P.17_N.6,KELANTAN,P.17,PENGKALAN CHEPA,N.6,SERING,PAS,DAUD BIN IBRAHIM,MALE,,
P.18_N.7,KELANTAN,P.18,PASIR MAS,N.7,TENDONG,BN - BERJASA,ABD. GHANI BIN HJ. MAHMOOD,MALE,,
P.18_N.8,KELANTAN,P.18,PASIR MAS,N.8,MERANTI,PAS,NIK MAN BIN NIK MOHAMED,MALE,,
P.18_N.9,KELANTAN,P.18,PASIR MAS,N.9,BANDAR PASIR MAS,BN - UMNO,MOHD HASSAN CHE WAIL @ HASSAN BIN ISMAIL,MALE,,
P.19_N.10,KELANTAN,P.19,KOTA BAHARU,N.10,SUNGAI KELADI,BN - MCA,FOO CHOW YONG,MALE,,
P.19_N.11,KELANTAN,P.19,KOTA BAHARU,N.11,TELIPOK,BN - UMNO,AHMAD RASTOM HAJI AHMAD MAHER,MALE,,
P.19_N.12,KELANTAN,P.19,KOTA BAHARU,N.12,KUBANG KERIAN,PAS,MOHD. ASRI BIN HAJI MUDA,MALE,,
P.20_N.13,KELANTAN,P.20,BACHOK,N.13,TAWANG,PAS,IDRIS BIN AHMAD,MALE,,
P.20_N.14,KELANTAN,P.20,BACHOK,N.14,PERUPOK,PAS,MAMAT BIN AWANG @ MOHD NOR B. AWANG,MALE,,
P.20_N.15,KELANTAN,P.20,BACHOK,N.15,JELAWAT,BN - UMNO,MOHAMAD BIN HAJI HASSAN,MALE,,
P.21_N.16,KELANTAN,P.21,RANTAU PANJANG,N.16,GUAL PERIOK,BN - UMNO,ZAKARIA BIN BOTOK,MALE,,
P.21_N.17,KELANTAN,P.21,RANTAU PANJANG,N.17,LEMAL,PAS,ABDUL FATAH BIN HAJI HARON,MALE,,
