UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P.34,TRENGGANU,P.34,KEMAMAN,BN - UMNO,ISMAIL @ MANSOR SAID,MALE,,
P.35,PULAU PINANG,P.35,KEPALA BATAS,BN - UMNO,ABDULLAH BIN HAJI AHMAD,MALE,43,
P.36,PULAU PINANG,P.36,MATA KUCHING,BN - MCA,DR LING LIONG SIK @ LIM LEONG SEEK,MALE,39,
P.37,PULAU PINANG,P.37,PERMATANG PAUH,BN - UMNO,ANWAR BIN IBRAHIM,MALE,35,
P.38,PULAU PINANG,P.38,BUKIT MERTAJAM,BN - MCA,SEOW HUN KHIM @ SEOW HUNG CHUAN,MALE,,
P.39,PULAU PINANG,P.39,NIBONG TEBAL,BN - GERAKAN,GOH CHENG TEIK @ GOH KEAT LIM,MALE,38,
P.40,PULAU PINANG,P.40,BALIK PULAU,BN - UMNO,SAMSURY BIN MUHAMAD SALEH @ SHAMSURI BIN MD. SALEH,MALE,,
P.41,PULAU PINANG,P.41,BUKIT BENDERA,DAP,GOI HOCK SENG @ GOOI HOCK SENG,MALE,,
P.42,PULAU PINANG,P.42,TANJONG,BN - GERAKAN,DR KOH TSU KOON,MALE,33,
P.43,PULAU PINANG,P.43,JELUTONG,DAP,KARPAL SINGH A/L RAM SINGH,MALE,42,
P.44,PERAK,P.44,GERIK,BN - UMNO,MOHD. TAJOL ROSLI BIN MOHD. GHAZALI,MALE,38,
P.45,PERAK,P.45,LARUT,BN - UMNO,KAMARUDDIN BIN MAT ISA,MALE,,
P.46,PERAK,P.46,PARIT BUNTAR,BN - UMNO,ABDUL RAHMAN BIN SULIMAN,MALE,,
P.47,PERAK,P.47,BAGAN SERAI,BN - UMNO,ZAINAL ABIDIN BIN ZIN,MALE,,
P.48,PERAK,P.48,SUNGAI SIPUT,BN - MIC,DATO' S. SAMY VELLU A/L SANGALIMUTHU,MALE,46,
P.49,PERAK,P.49,TAIPING,BN - GERAKAN,DATO' LEONG SONNY @ DATO' LEONG KHEE SEONG,MALE,43,
P.50,PERAK,P.50,MATANG,BN - UMNO,MOHAMAD RAZLAN BIN HAJI ABDUL HAMID,MALE,,
P.51,PERAK,P.51,PADANG RENGAS,BN - UMNO,SAIDIN BIN MAT PIAH,MALE,,
P.52,PERAK,P.52,KUALA KANGSAR,BN - UMNO,RAFIDAH BT. AB. AZIZ,FEMALE,39,
P.53,PERAK,P.53,KINTA,BN - MCA,LIM TEAN SENG,MALE,,
P.54,PERAK,P.54,IPOH,BN - MCA,CHIN YAN OON @ CHIN GAN OON,MALE,,
P.55,PERAK,P.55,MENGLEMBU,BN - MCA,YEW FOO WENG,MALE,,
P.56,PERAK,P.56,BERUAS,BN - GERAKAN,CHEN WING SUM,MALE,50,
P.57,PERAK,P.57,PARIT,BN - UMNO,AHAMED HAMBAL BIN YEOP MAJLIS,MALE,,
P.58,PERAK,P.58,BATU GAJAH,BN - MCA,BAN HON KEONG @ WAN HON KEONG,MALE,,
P.59,PERAK,P.59,BATANG PADANG,BN - UMNO,AZHARUL ABIDIN BIN HAJI ABD. RAHHIM,MALE,,
P.60,PERAK,P.60,LUMUT,BN - MCA,NG CHENG KUAI,MALE,,
P.61,PERAK,P.61,HILIR PERAK,BN - UMNO,MEGAT JUNID BIN MEGAT AYOB,MALE,39,
P.62,PERAK,P.62,TELOK ANSON,BN - GERAKAN,HAW HEW KHEONG @ AU HOW CHEONG,MALE,,
P.63,PERAK,P.63,TANJONG MALIM,BN - MCA,MAK HOON TING @ MAK HON KAM,MALE,43,
P.64,PERAK,P.64,BAGAN DATOK,BN - UMNO,YAHYA BIN HAJI ZAKARIA,MALE,,
P.65,PAHANG,P.65,LIPIS,BN - UMNO,MUHAMMAD GHAZALI B. SHAFIE,MALE,60,
P.66,PAHANG,P.66,JERANTUT,BN - UMNO,WAN ABU BAKAR BIN WAN MOHAMED,MALE,,
P.67,PAHANG,P.67,KUANTAN,BN - UMNO,ABDUL RAHIM BIN ABU BAKAR,MALE,,
P.68,PAHANG,P.68,RAUB,BN - MCA,TAN TIONG HONG,MALE,,
P.69,PAHANG,P.69,MARAN,BN - UMNO,MOHAMED KHALIL BIN YACOB,MALE,45,
P.70,PAHANG,P.70,BENTONG,BN - MCA,CHAN SIANG SUN,MALE,,
P.71,PAHANG,P.71,PEKAN,BN - UMNO,MOHAMED AMIN BIN HAJI DAUD,MALE,,
P.72,PAHANG,P.72,TEMERLOH,BN - UMNO,SABBARUDDIN CHIK,MALE,40,
P.73,SELANGOR,P.73,SABAK BERNAM,BN - UMNO,JAMALUDDIN BIN HJ. SUHAIMI,MALE,,
P.74,SELANGOR,P.74,TANJONG KARANG,BN - UMNO,ZALEHA BINTI ISMAIL,FEMALE,46,
P.75,SELANGOR,P.75,ULU SELANGOR,BN - MCA,LEE KIM SAI,MALE,45,
P.76,SELANGOR,P.76,KUALA SELANGOR,BN - UMNO,ABU HASSAN BIN OMAR,MALE,,
P.77,SELANGOR,P.77,SELAYANG,BN - UMNO,RAHMAH BINTI OSMAN,FEMALE,,
P.78,SELANGOR,P.78,ULU LANGAT,BN - MCA,CHOW POH KHENG,FEMALE,55,
P.79,SELANGOR,P.79,PELABOHAN KELANG,BN - MIC,GOVINDARAJ S/O VARADARAJULU,MALE,,
P.80,SELANGOR,P.80,SHAH ALAM,BN - MCA,LIEW SIP HON,MALE,52,
P.81,SELANGOR,P.81,PETALING,BN - MCA,YEOH POH SAN @ YANG PO SAN,MALE,,
P.82,SELANGOR,P.82,KUALA LANGAT,BN - UMNO,AISHAH BT. GHANI @ GANI,FEMALE,59,
P.83,SELANGOR,P.83,SEPANG,BN - UMNO,HAJI MOHAMED SUHAIMI BIN DATO HAJI KAMARUDDIN,MALE,,
P.84,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.84,KEPONG,DAP,TAN SENG GIAW @ TAN CHUN TUN,MALE,40,
P.85,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.85,SETAPAK,BN - UMNO,MOHAMMAD IDRIS MOHAMMAD BASARI,MALE,,
P.86,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.86,DAMANSARA,BN - MCA,CHIN KHOON @ TAN KOON SWAN,MALE,42,
P.87,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.87,KUALA LUMPUR BANDAR,DAP,LEE LAM THYE,MALE,35,
P.88,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.88,SUNGAI BESI,DAP,CHAN KOK KIT @ CHAN KIT,MALE,57,
P.89,NEGERI SEMBILAN,P.89,JELEBU,BN - UMNO,DATO' RAIS YATIM @ MAT RAIS JATIN @ YATIM,MALE,40,
P.90,NEGERI SEMBILAN,P.90,MANTIN,BN - MCA,LEE BOON PENG @ LEE BOON LIN,MALE,,
P.91,NEGERI SEMBILAN,P.91,SEREMBAN,BN - MCA,LEE SAN CHOON @ LEE SOON SENG,MALE,47,
P.92,NEGERI SEMBILAN,P.92,KUALA PILAH,BN - UMNO,NAPSIAH BTE OMAR,FEMALE,,
P.93,NEGERI SEMBILAN,P.93,TELOK KEMANG,BN - MIC,DATO. K. PATHMANABAN @ K. PATHMNATHAN S/O KUNJAMBOO,MALE,,
P.94,NEGERI SEMBILAN,P.94,TAMPIN,BN - UMNO,MOKHTAR BIN HASHIM,MALE,,
P.95,MELAKA,P.95,ALOR GAJAH,BN - UMNO,MOHD. ADIB BIN HAJI MOHD. ADAM,MALE,,
P.96,MELAKA,P.96,JASIN,BN - UMNO,ABDUL GHAFAR B. BABA,MALE,57,
P.97,MELAKA,P.97,BATU BERENDAM,BN - MCA,TAN SRI CHONG HON NYAN,MALE,58,
P.98,MELAKA,P.98,KOTA MELAKA,DAP,LIM KIT SIANG,MALE,41,
P.99,JOHOR,P.99,LABIS,BN - UMNO,BAHARI B. HARUN,MALE,,Y
P.100,JOHOR,P.100,SEGAMAT,BN - MIC,SUBRAMANIAM A/L SINNIAH,MALE,38,
P.101,JOHOR,P.101,KELUANG,BN - MCA,QUAH WEE LIAM,MALE,,
P.102,JOHOR,P.102,TENGGAROH,BN - UMNO,KHADRI BIN SABRAN,MALE,,
P.103,JOHOR,P.103,LEDANG,BN - UMNO,NGAH BIN A. RAHMAN,MALE,,Y
P.104,JOHOR,P.104,PAGOH,BN - UMNO,MAHIADDIN BIN MD. YASSIN,MALE,,
P.105,JOHOR,P.105,AYER HITAM,BN - MCA,DATO' DR. HEE TIEN LAI @ HEE TEN LAI,MALE,41,
P.106,JOHOR,P.106,MUAR,BN - MCA,NEO YEE PAN @ LIM CHYE,MALE,43,
P.107,JOHOR,P.107,RENGGAM,BN - MCA,CHIN HON NGIAN,MALE,,
P.108,JOHOR,P.108,PANTI,BN - UMNO,DATO' MUSA BIN HITAM,MALE,48,Y
P.109,JOHOR,P.109,SRI GADING,BN - UMNO,MUSTAFFAR BIN MOHD.,MALE,,
P.110,JOHOR,P.110,SEMERAH,BN - UMNO,SHARIFFAH DORAH BINTI MOHAMMED,FEMALE,,
P.111,JOHOR,P.111,BATU PAHAT,BN - UMNO,DAUD BIN HAJI TAHA,MALE,,
P.112,JOHOR,P.112,PONTIAN,BN - UMNO,MOKHTARAM BIN RABIDIN,MALE,,Y
P.113,JOHOR,P.113,PULAI,BN - UMNO,DATO' MOHAMED BIN RAHMAT,MALE,,
P.114,JOHOR,P.114,JOHOR BAHRU,BN - UMNO,SHARIL BIN AB. SAMAD,MALE,,
P.115,SABAH,P.115,MARUDU,INDEPENDENT,DATU HJ. AFFENDI BIN TUN HJ. MOHD FUAD STEPHENS,MALE,23,
P.116,SABAH,P.116,BANDAU,BN - BERJAYA,NEWMNAN GABAN,MALE,24,
P.117,SABAH,P.117,KOTA BELUD,INDEPENDENT,MOHAMMAD YAHYA BIN LAMPONG @ YAHYA LAMPONG,MALE,,
P.118,SABAH,P.118,LABUK SUGUT,INDEPENDENT,HASSAN ALBAN BIN HJ. SANDUKONG,MALE,,
P.119,SABAH,P.119,TUARAN,BN - BERJAYA,"ONGKILI JAMES PETER, DATUK",MALE,,
P.120,SABAH,P.120,KINABALU,BN - BERJAYA,MARK KODING,MALE,31,Y
P.121,SABAH,P.121,GAYA,BN - BERJAYA,WILLIAM LYE @ LE CHEE HIEN,MALE,,
P.122,SABAH,P.122,PENAMPANG,BN - BERJAYA,CLARENCE ELONG MANSUL,MALE,,
P.123,SABAH,P.123,SANDAKAN,DAP,FUNG KET WING,MALE,,
P.124,SABAH,P.124,KINABATANGAN,BN - BERJAYA,ABDUL GHANI MISBAH,MALE,,Y
P.125,SABAH,P.125,KIMANIS,BN - BERJAYA,PENGIRAN OTHMAN RAUF @ AWANG,MALE,,
P.126,SABAH,P.126,HILIR PADAS,INDEPENDENT,MOHAMMED YUSSOF HAJI YAKOB,MALE,,
P.127,SABAH,P.127,KENINGAU,BN - BERJAYA,MICHAEL BIN TAMBAKAU @ ENGKONG,MALE,,
P.128,SABAH,P.128,SILAM,INDEPENDENT,ABDILLAH HAJI ABDUL HAMID,MALE,,
P.129,SABAH,P.129,ULU PADAS,BN - BERJAYA,HARRIS BIN MOHD. SALLEH,MALE,52,
P.130,SABAH,P.130,TAWAU,BN - BERJAYA,KAN YAU FAH @ PAUL,MALE,,
P.131,SARAWAK,P.131,MAS GADING,INDEPENDENT,PATRICK ANEK UREN,MALE,34,
P.132,SARAWAK,P.132,BANDAR KUCHING,DAP,SIM KWANG YANG,MALE,34,
P.133,SARAWAK,P.133,SANTUBONG,BN - PBB,DATO DR. SULAIMAN HJ DAUD,MALE,,Y
P.134,SARAWAK,P.134,SAMARAHAN,BN - PBB,DATO PATINGGI AMAR HJ. ABDUL TAIB MAHMOOD,MALE,46,Y
P.135,SARAWAK,P.135,PADAWAN,BN - SUPP,STEPHEN YONG KUET TZE,MALE,,
P.136,SARAWAK,P.136,SERIAN,BN - SUPP,RICHARD DAMPENG AK LAKI,MALE,,
P.137,SARAWAK,P.137,SIMUNJAN,BN - PBB,BUJANG BIN HAJI ULIS @ BUJANG HADZIRI BIN HJ. ULIS,MALE,,
P.138,SARAWAK,P.138,BATANG LUPAR,INDEPENDENT,EDWEN AK TANGKON,MALE,,
P.139,SARAWAK,P.139,LUBOK ANTU,BN - SNAP,ANDREW JANGGI MUYANG,MALE,,Y
P.140,SARAWAK,P.140,BETONG,BN - PBB,ALFRED JABU AK NUMPANG @ DATUK ALFRED JABU AK NUMPANG,MALE,,
P.141,SARAWAK,P.141,SARATOK,INDEPENDENT,LANGGU AK SAGA @ EDMUND,MALE,,
P.142,SARAWAK,P.142,PALOH,BN - PBB,ABANG ABU BAKAR BIN DATU BANDAR ABANG HAJI MUSTAPHA,MALE,,
P.143,SARAWAK,P.143,SARIKEI,BN - SUPP,LAW HIENG DING,MALE,47,
P.144,SARAWAK,P.144,SIBU,DAP,LING SIE MING,MALE,,
P.145,SARAWAK,P.145,RAJANG,BN - SUPP,JAWAN AK EMPALIENG,MALE,44,
P.146,SARAWAK,P.146,MUKAH,BN - PBB,LEO MICHAEL TOYAD,MALE,32,
P.147,SARAWAK,P.147,JULAU,BN - SNAP,THOMAS SALANG SIDEN,MALE,,
P.148,SARAWAK,P.148,KANOWIT,BN - SNAP,LEO MOGGIE @ LEO MOGGIE AK IROK,MALE,42,
P.149,SARAWAK,P.149,KAPIT,BN - PBB,DATO' LEONARD LINGGI AK JUGAH,MALE,,Y
P.150,SARAWAK,P.150,ULU RAJANG,BN - SNAP,JUSTINE AK JINGGOT,MALE,,Y
P.151,SARAWAK,P.151,BINTULU,BN - SNAP,TING LING KIEW @ TING LING KIAW,MALE,,
P.152,SARAWAK,P.152,LAMBIR,BN - SUPP,GEORGE CHAN HONG NAM,MALE,,
P.153,SARAWAK,P.153,BARAM,BN - SNAP,LUHAT WAN,MALE,,
P.154,SARAWAK,P.154,BUKIT MAS,BN - PBB,MUTANG TAGAL,MALE,,Y

