UNIQUE CODE,STATE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,ALLIANCE,ALLIANCE CANDIDATE,ALLIANCE CANDIDATE SEX,ALLIANCE CANDIDATE AGE,ALLIANCE VOTE,ALLIANCE CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE NAME,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE NAME,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE NAME,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE NAME,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE NAME,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT,INDEPENDENT (4),INDEPENDENT (4) CANDIDATE NAME,INDEPENDENT (4) CANDIDATE SEX,INDEPENDENT (4) CANDIDATE AGE,INDEPENDENT (4) VOTE,INDEPENDENT (4) CANDIDATE LOST DEPOSIT
,PERLIS,KUALA PERLIS,ALLIANCE - UMNO,,4323,1200,80.78,3492,,34,3458,UMNO,YUSOFF BIN ABU BAKAR,MALE,,2329,N/A,PMIP,SYED KASSIM BIN SYED OSMAN,MALE,,1129,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PERLIS,KANGAR,ALLIANCE - UMNO,,3580,1008,80.31,2875,,11,2864,UMNO,WAN AHMAD BIN WAN DAUD,MALE,,1936,N/A,NEGARA,SYED SHEH BIN SYED MOHAMED,MALE,,928,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PERLIS,SANGLANG,ALLIANCE - UMNO,,3878,273,76.56,2969,,8,2961,UMNO,AHMAD BIN MUSA,MALE,,1617,N/A,PMIP,LEBAI ADNAN BIN ABDULLAH,MALE,,1344,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PERLIS,PAYA,ALLIANCE - UMNO,,4110,2165,86.2,3543,,22,3521,UMNO,SHEIKH AHMAD BIN MOHD. HASHIM,MALE,,2843,N/A,PMIP,HAJI GHAZALLI BIN HAJI MOHAMED,MALE,,678,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PERLIS,MATA AYER,ALLIANCE - UMNO,,2679,760,79.99,2143,,53,2090,UMNO,MAHYUDDIN BIN DATO' HABIB,MALE,,1425,N/A,NEGARA,OTHMAN BIN HABIB,MALE,,665,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PERLIS,BESERI/TITI TINGGI,ALLIANCE - UMNO,,2027,343,83.37,1690,,7,1683,UMNO,ROSLI BIN MOHD. HASSAN,MALE,,1013,N/A,PMIP,HAJI REJAB BIN HAJI MOHAMMED,MALE,,670,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PERLIS,KURONG ANAI,ALLIANCE - UMNO,,2707,554,70.45,1907,,31,1876,UMNO,HAJI MOKHTAR BIN HAJI ISMAIL,MALE,,1215,N/A,NEGARA,HAJI CHIN BIN MAT NOOR,MALE,,661,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PERLIS,ARAU,ALLIANCE - UMNO,,4196,759,77.03,3232,,37,3195,UMNO,SALLEH BIN OSMAN,MALE,,1977,N/A,NEGARA,SYED MAHMOOD BIN SYED HUSSAIN,MALE,,1218,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PERLIS,HUTAN AJI,ALLIANCE - UMNO,,3381,1449,77.99,2637,,38,2599,UMNO,SYED DARUS BIN SYED HASHIM,MALE,,2024,N/A,PMIP,SHAFIE BIN OMAR,MALE,,575,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
