UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,PSRM,PSRM CANDIDATE,PSRM CANDIDATE SEX,PSRM CANDIDATE AGE,PSRM VOTE,PSRM CANDIDATE LOST DEPOSIT,PEKEMAS,PEKEMAS CANDIDATE,PEKEMAS CANDIDATE SEX,PEKEMAS CANDIDATE AGE,PEKEMAS VOTE,PEKEMAS CANDIDATE LOST DEPOSIT,DAP,DAP CANDIDATE,DAP CANDIDATE SEX,DAP CANDIDATE AGE,DAP VOTE,DAP CANDIDATE LOST DEPOSIT,K.I.T.A,K.I.T.A CANDIDATE,K.I.T.A CANDIDATE SEX,K.I.T.A CANDIDATE AGE,K.I.T.A VOTE,K.I.T.A CANDIDATE LOST DEPOSIT,I.P.P.P,I.P.P.P. CANDIDATE,I.P.P.P. CANDIDATE SEX,I.P.P.P. CANDIDATE AGE,I.P.P.P VOTE,I.P.P.P CANDIDATE LOST DEPOSIT,SNAP,SNAP CANDIDATE,SNAP CANDIDATE SEX,SNAP CANDIDATE AGE,SNAP VOTE,SNAP CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT
P.70_N.23,PAHANG,P.70,BENTONG,N.23,SEMANTAN,BN - UMNO,,8602,3135,72.31,6220,358,5862,UMNO,ABDUL MALEK B. MOHD.,MALE,,4246,,PSRM,SALLEH YATIM,MALE,,292,LOST DEPOSIT,,,,,,,DAP,CHEONG KOON KAM,MALE,28,1111,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,LAM MI @ LAM KIM SAI,MALE,,213,LOST DEPOSIT,,,,,,,,,,,,
P.71_N.24,PAHANG,P.71,PEKAN,N.24,KUALA PAHANG,BN - UMNO,,4427,1677,73.96,3274,99,3175,UMNO,DATUK MUHAMMAD BIN JUSOH,MALE,,2426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - CANDLE,ABDUL TALIB BIN BUSU HANIPAH,MALE,,749,,,,,,,,,,,,,
P.71_N.25,PAHANG,P.71,PEKAN,N.25,CHINI,BN - UMNO,,4355,875,74.12,3228,41,3187,UMNO,MUHAMMAD B. HAJI ABDUL GHANI,MALE,,2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TRACTOR,TENGKU AUJI,MALE,,1156,,,,,,,,,,,,,
P.71_N.26,PAHANG,P.71,PEKAN,N.26,BANDAR PEKAN,BN - UMNO,,4818,526,66.6,3209,60,3149,UMNO,SHAMSIAH BT. A. HAMID,FEMALE,,1674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,T. JAMALUDIN B. T. AHMAD,MALE,,183,LOST DEPOSIT,INDEPENDENT - TIGER,ABDUL RAHIM BIN HAJI ABDUL RAHMAN,MALE,,144,LOST DEPOSIT,INDEPENDENT - AEROPLANE,ZULKIFLI HAJI AHMAD,MALE,,1148,
P.71_N.27,PAHANG,P.71,PEKAN,N.27,BUKIT IBAM,BN - PAS,,3785,1296,60.48,2289,101,2188,PAS,MOHD. RUSDI B. ARIF,MALE,,1742,,PSRM,MAHMUD BIN MOHAMED SALLEH,MALE,,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.71_N.28,PAHANG,P.71,PEKAN,N.28,ROMPIN,BN - UMNO,,4585,1411,68.79,3154,51,3103,UMNO,ABD. LATIFF B. KANTAN,MALE,,2257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BUS,SALLEH BIN ISMAIL,MALE,,846,,,,,,,,,,,,,
P.72_N.29,PAHANG,P.72,TEMERLOH,N.29,MENTAKAB,BN - UMNO,,9270,2856,71.83,6659,552,6107,UMNO,ANNUAR BIN H. M. SEH,MALE,,4077,,PSRM,MAT YAACOB,MALE,,1221,,PEKEMAS,RAMLI BIN MAT ZALI,MALE,,637,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TIGER,DARUS BIN HJ. HASHIM,MALE,,172,LOST DEPOSIT,,,,,,,,,,,,
P.72_N.30,PAHANG,P.72,TEMERLOH,N.30,BANDAR TEMERLOH,BN - UMNO,,5861,771,71.03,4163,288,3875,UMNO,DATO' AWANG NGAH BIN TOK MUDA HAJI IBRAHIM,MALE,,2323,,PSRM,SATAR HAJI DAHAN,MALE,,1552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.72_N.31,PAHANG,P.72,TEMERLOH,N.31,BERA,BN - UMNO,,6107,959,75.47,4609,339,4270,UMNO,MANSOR BIN HAJI SILONG,MALE,,2531,,PSRM,MAT ALI M. AMIN,MALE,,167,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TORCH,LEE CHENG LAM,MALE,,1572,,,,,,,,,,,,,
P.72_N.32,PAHANG,P.72,TEMERLOH,N.32,TRIANG,BN - MCA,,6246,266,78.1,4878,256,4622,MCA,NGAU BOON MIN,MALE,,2064,,PSRM,GOH SIAU HOCK,MALE,,150,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,TAN KASSIM,MALE,,610,,INDEPENDENT - BUS,LIM ONG HANG,MALE,,1798,,,,,,,
P.73_N.1,SELANGOR,P.73,SABAK BERNAM,N.1,SUNGAI AYER TAWAR,BN - UMNO,,7123,1281,73.24,5217,452,4765,UMNO,JAMALUDDIN BIN HJ. SUHAIMI,MALE,,3023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BUS,SHAHRANI BIN JOHARI @ AHMAD BIN ATAN,MALE,,1742,,,,,,,,,,,,,
P.73_N.2,SELANGOR,P.73,SABAK BERNAM,N.2,SABAK,BN - UMNO,,7359,2015,69.19,5092,566,4526,UMNO,LOPE SALLEH BIN LONG,MALE,,3160,,,,,,,,PEKEMAS,HARON BIN BADA,MALE,,221,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TRACTOR,MOHD. TOHA BIN MOHD. AWAM,MALE,,1145,,,,,,,,,,,,,
P.73_N.3,SELANGOR,P.73,SABAK BERNAM,N.3,SUNGAI BESAR,BN - UMNO,,7861,1936,69.67,5477,530,4947,UMNO,MOHD GHAZALI BIN KANTAN,MALE,,3375,,,,,,,,PEKEMAS,HAJI SHARIF BIN HJ. SADRI,MALE,,133,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,TAIBAN BIN HASSAN,MALE,,1439,,,,,,,,,,,,,
P.74_N.4,SELANGOR,P.74,TANJONG KARANG,N.4,SUNGAI PANJANG,BN - PAS,Y,8657,,,,,,PAS,HJ. HAMDAN BIN HJ. BAKRI,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.74_N.5,SELANGOR,P.74,TANJONG KARANG,N.5,SEKINCHAN,BN - UMNO,,7632,1730,70.44,5376,141,5235,UMNO,MUHAMAD KASIM BIN MOHAMED YUSOF,MALE,,3256,,,,,,,,PEKEMAS,TAN BAN KOW,MALE,,1526,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TRACTOR,ISMAIL BIN AMIL,MALE,,101,LOST DEPOSIT,INDEPENDENT - TIGER,WAN HUSIN BIN MASTOR,MALE,,352,LOST DEPOSIT,,,,,,
P.74_N.6,SELANGOR,P.74,TANJONG KARANG,N.6,SUNGAI BURONG,BN - UMNO,,8368,1820,70.49,5899,142,5757,UMNO,KAMARUZAMAN BIN AHMAD,MALE,,3590,,,,,,,,PEKEMAS,HJ. AB. HAMID BIN AB. MANAN,MALE,,397,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BUS,ABDUL RAHMAN BIN HAJI ABD. HAMID,MALE,,1770,,,,,,,,,,,,,
P.75_N.7,SELANGOR,P.75,ULU SELANGOR,N.7,KALUMPANG,BN - UMNO,,9106,3384,79.49,7238,656,6582,UMNO,SHOIB BIN HAJI AHMAD,MALE,,4983,,PSRM,SERJIDIN BIN ARIFFIN,MALE,,1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.75_N.8,SELANGOR,P.75,ULU SELANGOR,N.8,KUALA KUBU BAHARU,BN - MCA,,9437,2412,80.95,7639,529,7110,MCA,CHAN KEONG HON,MALE,,4761,,,,,,,,,,,,,,DAP,LEONG CHIN HOE,MALE,,2349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.75_N.9,SELANGOR,P.75,ULU SELANGOR,N.9,BATANG KALI,BN - UMNO,,8279,2578,76.88,6365,93,6272,UMNO,ROSEDIN BIN HAJI YAACOB,MALE,,4425,,,,,,,,,,,,,,DAP,HAMDAN BIN HUSAIN,MALE,,1847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.76_N.10,SELANGOR,P.76,KUALA SELANGOR,N.10,PERMATANG,BN - UMNO,,9316,658,72.19,6725,761,5964,UMNO,HJ. MD. SAID BIN BOHIR,MALE,,3311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BICYCLE,HASHIM BIN HJ. MAHMOOD,MALE,,2653,,,,,,,,,,,,,
P.76_N.11,SELANGOR,P.76,KUALA SELANGOR,N.11,ASAM JAWA,BN - MIC,,8974,3531,75.03,6733,466,6267,MIC,N. S. MANIAM,MALE,,4899,,,,,,,,,,,,,,DAP,SINNIAH S/O PERIANNAN,MALE,,1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.76_N.12,SELANGOR,P.76,KUALA SELANGOR,N.12,JERAM,BN - UMNO,,9007,3066,76.73,6911,695,6216,UMNO,NORSIAH BINTI ABDUL RAHIM,FEMALE,,4641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,SAMAT BIN TAMBI,MALE,,1575,,,,,,,,,,,,,
P.77_N.13,SELANGOR,P.77,SELAYANG,N.13,RAWANG,BN - MCA,,10865,1374,74.24,8066,469,7597,MCA,LEE KIM SAI,MALE,36,3701,,,,,,,,PEKEMAS,J. P. SAMUEL RAJ,MALE,,847,LOST DEPOSIT,DAP,TAN HENG SWEE,MALE,,2327,,,,,,,,,,,,,,,,,,,,INDEPENDENT - WAU,CHOU YEW KOH,MALE,,722,LOST DEPOSIT,,,,,,,,,,,,
P.77_N.14,SELANGOR,P.77,SELAYANG,N.14,GOMBAK,BN - UMNO,,17085,4847,70.62,12065,736,11329,UMNO,ZAKARIA BIN HAJI YAHAYA,MALE,,7452,,,,,,,,PEKEMAS,DR. TAN CHEE KHOON,MALE,55,2605,,DAP,GANGA NAYAR,FEMALE,51,1272,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.77_N.15,SELANGOR,P.77,SELAYANG,N.15,AMPANG,BN - MCA,,12913,2767,73.52,9494,343,9151,MCA,LIM HENG KIAP,MALE,,5358,,,,,,,,PEKEMAS,ZAINAL RAMPAK,MALE,,1202,,DAP,AU KENG WAH,MALE,,2591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.78_N.16,SELANGOR,P.78,ULU LANGAT,N.16,DUSUN TUA,BN - UMNO,,8130,3327,70.02,5693,327,5366,UMNO,MOHD. AZMIR BIN MOHD. NAZIR,MALE,,4079,,,,,,,,PEKEMAS,MOHD. SAHAR B. MOHD JALI,MALE,,752,,DAP,MOHD. SAMAH BIN ARSHAD,MALE,,535,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.78_N.17,SELANGOR,P.78,ULU LANGAT,N.17,SEMENYIH,BN - UMNO,,8341,2186,82.32,6866,384,6482,UMNO,SALMAH BT. HJ. MOHD SALLEH,FEMALE,,3957,,,,,,,,PEKEMAS,ABDUL KARIM BIN HAJI BUSU,MALE,,254,LOST DEPOSIT,DAP,AZIZI BIN MOHD SARIP,MALE,,130,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,INDEPENDENT - BUS,CHEONG TEAK LAI,MALE,,1771,,INDEPENDENT - TORCH,MOSDARAM BIN HAJI OTHMAN,MALE,,370,LOST DEPOSIT,,,,,,
P.78_N.18,SELANGOR,P.78,ULU LANGAT,N.18,KAJANG,INDEPENDENT,,11456,244,80.45,9216,526,8690,MCA,TAN KUI SUI @ TAN KAI SEE,MALE,,3531,,,,,,,,PEKEMAS,AMAN KHAN,MALE,,555,LOST DEPOSIT,DAP,HOR CHEOK FOON,MALE,37,829,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,INDEPENDENT - BICYCLE,LEE TEK SU,MALE,,3775,,,,,,,,,,,,,
P.79_N.19,SELANGOR,P.79,PELABOHAN KELANG,N.19,KAPAR,BN - UMNO,,8412,3775,79.18,6661,454,6207,UMNO,SAMAD BIN HAJI SAID,MALE,,4860,,,,,,,,PEKEMAS,KAMARUDZAMAN,MALE,,1085,,DAP,KAPID BIN MAJID,MALE,,262,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.79_N.20,SELANGOR,P.79,PELABOHAN KELANG,N.20,SEMENTA,BN - UMNO,,7553,3329,71.84,5426,380,5046,UMNO,CHE ONN BIN ISMAIL,MALE,,3954,,,,,,,,PEKEMAS,A. V. KATHIAH,MALE,,625,LOST DEPOSIT,DAP,ABDUL AZIZ ISMAIL,MALE,,467,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.79_N.21,SELANGOR,P.79,PELABOHAN KELANG,N.21,SELAT KELANG,BN - MCA,,17494,2730,77.35,13532,1000,12532,MCA,GAN CHING YEN,MALE,,6642,,,,,,,,PEKEMAS,M. NADARAJA,MALE,,3912,,DAP,PAN SOO PIN,MALE,,1329,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,SIA CHONG YOW,MALE,,649,LOST DEPOSIT,,,,,,,,,,,,
P.80_N.22,SELANGOR,P.80,SHAH ALAM,N.22,BUKIT RAJA,BN - MIC,,12501,3337,76.05,9507,590,8917,MIC,G. VADIVELOO,MALE,,5761,,,,,,,,PEKEMAS,NAGAINDRA,MALE,,732,LOST DEPOSIT,DAP,K. RAMASEN,MALE,,2424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.80_N.23,SELANGOR,P.80,SHAH ALAM,N.23,BANDAR KELANG,BN - MCA,,20175,248,69.33,13988,656,13332,MCA,TONG KOK MAU,MALE,,5084,,,,,,,,PEKEMAS,TAI SEN FART,MALE,,303,LOST DEPOSIT,DAP,CHAN KOK KIT,MALE,49,3109,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BICYCLE,WONG TAI MOOI,MALE,,4836,,,,,,,,,,,,,
P.80_N.24,SELANGOR,P.80,SHAH ALAM,N.24,KAMPONG JAWA,BN - UMNO,,8555,3462,73.83,6316,333,5983,UMNO,RAJA ZULKIFLI BIN RAJA BURHAN,MALE,,4324,,,,,,,,PEKEMAS,VASI-PANDIAN,MALE,,797,,DAP,MD. YUNUS BIN SAID,MALE,,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.81_N.25,SELANGOR,P.81,PETALING,N.25,PETALING JAYA,DAP,,27052,2530,74.85,20248,365,19883,GERAKAN,DR. CHAN JEE SWEE,MALE,,6067,,,,,,,,PEKEMAS,V. DAVID,MALE,41,5219,,DAP,FAN YEW TENG,MALE,32,8597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.81_N.26,SELANGOR,P.81,PETALING,N.26,SUNGAI WAY,BN - MIC,,10330,2016,70.96,7330,282,7048,MIC,V. L. KANDAN,MALE,,3851,,,,,,,,PEKEMAS,K. C. CHEAH,MALE,,1362,,DAP,E SIM KIM,MALE,,1835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.81_N.27,SELANGOR,P.81,PETALING,N.27,SERDANG,BN - MCA,,10547,619,78.23,8251,425,7826,MCA,YAP PIAN HON,MALE,32,3584,,,,,,,,PEKEMAS,PANG KUIK MY,MALE,,297,LOST DEPOSIT,DAP,LEE LAM THYE,MALE,26,2965,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BUS,CHING TOW FAH,MALE,,980,LOST DEPOSIT,,,,,,,,,,,,
P.82_N.28,SELANGOR,P.82,KUALA LANGAT,N.28,PANGLIMA GARANG,BN - UMNO,,6773,1275,76.29,5167,129,5038,UMNO,KAMIL GHANI,MALE,,3025,,,,,,,,PEKEMAS,MOHSINON B. HAJI TAHIR,MALE,,41,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,LOW SEK CHEE,MALE,,1750,,INDEPENDENT - BUS,MOHD. SIDEK BIN HAJI PALIL,MALE,,222,LOST DEPOSIT,,,,,,
P.82_N.29,SELANGOR,P.82,KUALA LANGAT,N.29,BANTING,BN - UMNO,Y,8937,,,,,,UMNO,HORMAT BIN RAFEI,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.82_N.30,SELANGOR,P.82,KUALA LANGAT,N.30,MORIB,BN - UMNO,,6722,3010,78.95,5307,227,5080,UMNO,DATO' HAJI HARUN IDRIS,MALE,48,4045,,,,,,,,,,,,,,DAP,IDRUS BIN IDRIS,MALE,,1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.83_N.31,SELANGOR,P.83,SEPANG,N.31,DENGKIL,BN - UMNO,,7433,3401,78.19,5812,397,5415,UMNO,HAJI AHMAD RAZALI BIN MOHAMED ALI,MALE,46,4408,,,,,,,,PEKEMAS,ZAINUDDIN KARIM,MALE,,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.83_N.32,SELANGOR,P.83,SEPANG,N.32,SUNGAI PELEK,BN - MCA,,8126,458,82.73,6723,394,6329,MCA,LIM TUAN SIONG,MALE,,3201,,,,,,,,,,,,,,DAP,TAI SIN PIAU,MALE,,385,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,INDEPENDENT - TIGER,NG KIM CHUAN,MALE,,2743,,,,,,,,,,,,,
P.83_N.33,SELANGOR,P.83,SEPANG,N.33,BATU LAUT,INDEPENDENT,,6834,1230,81.8,5590,454,5136,UMNO,SAMAD MAHRUDIN,MALE,,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,ABD JABAR BIN MOHD YUSOF,MALE,,3183,,,,,,,,,,,,,
P.89_N.1,NEGERI SEMBILAN,P.89,JELEBU,N.1,KUALA KLAWANG,BN - MCA,,7945,2363,79.42,6310,327,5983,MCA,LIM KIM KEE,MALE,,4173,,,,,,,,,,,,,,DAP,ABDUL MULUK BIN DAUD,MALE,,1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.89_N.2,NEGERI SEMBILAN,P.89,JELEBU,N.2,PERTANG,BN - UMNO,,5475,11,82.39,4511,279,4232,UMNO,AMINUDDIN BIN ABD. MANAAF,MALE,,1902,,,,,,,,,,,,,,DAP,DAUD BIN HAJI AHMAD,MALE,,439,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,INDEPENDENT - TRACTOR,DATO' EMPAT SAAT,MALE,,1891,,,,,,,,,,,,,
P.89_N.3,NEGERI SEMBILAN,P.89,JELEBU,N.3,BAHAU,BN - MCA,,7305,3834,79.6,5815,209,5606,MCA,THONG HIANG KIM,MALE,,4540,,,,,,,,,,,,,,DAP,MOHD. JANOR BIN TAHAR,MALE,,706,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,INDEPENDENT - AEROPLANE,A. RAHAMAN HAJI MOHAMAD,MALE,,360,LOST DEPOSIT,,,,,,,,,,,,
P.89_N.4,NEGERI SEMBILAN,P.89,JELEBU,N.4,JEMPOL,BN - UMNO,,4787,1760,79.28,3795,261,3534,UMNO,MD. YASIN BIN OTHMAN,MALE,,2647,,,,,,,,,,,,,,DAP,ABAS BIN JASIN,MALE,,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.90_N.5,NEGERI SEMBILAN,P.90,MANTIN,N.5,LENGGENG,BN - MCA,,9119,2032,80.86,7374,352,7022,MCA,SIOW SOONG SANG @ YUN SANG,MALE,37,4029,,PSRM,YIM CHEE CHONG,MALE,,1997,,PEKEMAS,MOKHTAR BIN HITAM,MALE,34,338,LOST DEPOSIT,DAP,HAJI MOHD SHARIFF,MALE,,437,LOST DEPOSIT,,,,,,,I.P.P.P,JALALUDDIN BIN SHAMSUDDIN,MALE,,221,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.90_N.6,NEGERI SEMBILAN,P.90,MANTIN,N.6,PANTAI,BN - UMNO,,6059,2125,73.79,4471,203,4268,UMNO,KHATIMAH BINTI HAJI IBRAHIM,FEMALE,,3082,,PSRM,CHOK PING,MALE,,229,LOST DEPOSIT,,,,,,,DAP,P. BALAKRISHNAN,MALE,,957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.90_N.7,NEGERI SEMBILAN,P.90,MANTIN,N.7,LABU,BN - UMNO,,7867,3282,80.3,6317,446,5871,UMNO,SHAHARDIN BIN HASHIM,MALE,,4090,,PSRM,MOHD. NOR BIN MD SALLEH,MALE,,808,,PEKEMAS,AHMAD BIN MANSOR,MALE,,198,LOST DEPOSIT,DAP,M. KUPPUSAMY,MALE,,452,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,INDEPENDENT - BUS,CHEN HUN CHONG,MALE,,323,LOST DEPOSIT,,,,,,,,,,,,
P.90_N.8,NEGERI SEMBILAN,P.90,MANTIN,N.8,RANTAU,BN - UMNO,,4825,1243,79.88,3854,211,3643,UMNO,SHEIKH MD. HAMID BIN MOHD. SAID,MALE,,2273,,PSRM,MAIR KARISTAN @ KRISHNAN S/O M.APPU,MALE,,246,LOST DEPOSIT,,,,,,,DAP,K. RAMAN,MALE,41,1030,,,,,,,,I.P.P.P,V. SINNATHAMY,MALE,,94,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.91_N.9,NEGERI SEMBILAN,P.91,SEREMBAN,N.9,RASAH,DAP,,9332,1229,76.23,7114,525,6589,MCA,WOO THONG,MALE,44,2680,,,,,,,,,,,,,,DAP,JOHN FERNANDEZ,MALE,33,3909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.91_N.10,NEGERI SEMBILAN,P.91,SEREMBAN,N.10,RAHANG,DAP,,13391,2751,76.8,10284,615,9669,MCA,OH HER SANG,MALE,34,3459,,,,,,,,,,,,,,DAP,CHEN MAN HIN,MALE,50,6210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.91_N.11,NEGERI SEMBILAN,P.91,SEREMBAN,N.11,SUNGAI UJONG,DAP,,11833,591,74.24,8785,548,8237,MCA,WONG CHANG YEE,MALE,,3823,,,,,,,,,,,,,,DAP,LIEW AH KIM,MALE,36,4414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.91_N.12,NEGERI SEMBILAN,P.91,SEREMBAN,N.12,TERENTANG,BN - UMNO,,6175,2088,77.62,4793,375,4418,UMNO,YAZID BABA,MALE,39,3253,,,,,,,,,,,,,,DAP,JAMIL BIN MD. DERUS,MALE,,1165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.92_N.13,NEGERI SEMBILAN,P.92,KUALA PILAH,N.13,SERI MENANTI,BN - UMNO,,5675,2061,78.68,4465,98,4367,UMNO,MANSOR B. OTHMAN,MALE,,3214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - CANDLE,ZAINAL ABIDIN BADOR,MALE,,1153,,,,,,,,,,,,,
P.92_N.14,NEGERI SEMBILAN,P.92,KUALA PILAH,N.14,ULU MUAR,BN - UMNO,Y,5848,,,,,,UMNO,ABD. KADIR BIN ABDULLAH,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.92_N.15,NEGERI SEMBILAN,P.92,KUALA PILAH,N.15,PILAH,BN - UMNO,,8677,271,78.1,6777,160,6617,UMNO,TUNKU KALSOM BINTI TUNKU MUDA CHIK,FEMALE,,3444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TRACTOR,SUHAIME SHAMSUDDIN,MALE,,3173,,,,,,,,,,,,,
P.92_N.16,NEGERI SEMBILAN,P.92,KUALA PILAH,N.16,JOHOL,BN - UMNO,Y,5819,,,,,,UMNO,HAMZAH BIN YATIM,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.93_N.17,NEGERI SEMBILAN,P.93,TELOK KEMANG,N.17,JIMAH,BN - MCA,,7187,793,81.38,5849,295,5554,MCA,YAP AH PENG @ YAP AUN PING,MALE,,2971,,,,,,,,PEKEMAS,A. S. MANIAM,MALE,,90,LOST DEPOSIT,DAP,ONG KENG SENG,MALE,,2178,,,,,,,,I.P.P.P,YAP KAT BOON,MALE,,315,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.93_N.18,NEGERI SEMBILAN,P.93,TELOK KEMANG,N.18,SI RUSA,BN - MIC,,7343,1289,77.34,5679,184,5495,MIC,A. PONNIAH,MALE,,3083,,,,,,,,,,,,,,DAP,LEONG GHEE HO,MALE,,1794,,,,,,,,I.P.P.P,J. NADCHATHIRAM,MALE,,618,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.93_N.19,NEGERI SEMBILAN,P.93,TELOK KEMANG,N.19,PASIR PANJANG,BN - PAS,,6003,2123,70.53,4234,133,4101,PAS,AZAHARI BIN HAMZAH,MALE,,2917,,,,,,,,,,,,,,DAP,ABDUL LATIF BIN HJ. AHMAD,MALE,,794,,,,,,,,I.P.P.P,LIM YEOW KONG,MALE,,390,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
