UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOT ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,PH,PH CANDIDATE,PH CANDIDATE SEX,PH CANDIDATE AGE,PH VOTE,PH CANDIDATE LOST DEPOSIT,GS,GS CANDIDATE,GS CANDIDATE SEX,GS CANDIDATE AGE,GS VOTE,GS CANDIDATE LOST DEPOSIT,GSABAH (1),GSABAH (1) CANDIDATE,GSABAH (1) CANDIDATE SEX,GSABAH (1) CANDIDATE AGE,GSABAH (1) VOTE,GSABAH (1) CANDIDATE LOST DEPOSIT,GSABAH (2),GSABAH (2) CANDIDATE,GSABAH (2) CANDIDATE SEX,GSABAH (2) CANDIDATE AGE,GSABAH (2) VOTE,GSABAH (2) CANDIDATE LOST DEPOSIT,GSABAH (3),GSABAH (3) CANDIDATE,GSABAH (3) CANDIDATE SEX,GSABAH (3) CANDIDATE AGE,GSABAH (3) VOTE,GSABAH (3) CANDIDATE LOST DEPOSIT,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE SEX,WARISAN CANDIDATE AGE,WARISAN VOTE,WARISAN CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE SEX,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,OTHER PARTY (3) CANDIDATE LOST DEPOSIT,OTHER PARTY (4),OTHER PARTY (4) CANDIDATE,OTHER PARTY (4) CANDIDATE SEX,OTHER PARTY (4) CANDIDATE AGE,OTHER PARTY (4) VOTE,OTHER PARTY (4) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT
P. 134_N. 01,MELAKA,P. 134,MASJID TANAH,N. 01,KUALA LINGGI,BN - UMNO,,11045,1372,84.54,9337,18,126,9193,UMNO,HAJI ISMAIL BIN OTHMAN,MALE,63,4812,,PKR,HASMORNI BINTI TAMBY,FEMALE,43,3440,,PAS,HJ. AZMI BIN HJ. SAMBUL,MALE,45,941,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 134_N. 02,MELAKA,P. 134,MASJID TANAH,N. 02,TANJUNG BIDARA,BN - UMNO,,10092,2864,84.43,8521,38,116,8367,UMNO,HJ MD RAWI BIN MAHMUD,MALE,67,4865,,PKR,HALIM BACHIK,MALE,49,2001,,PAS,USTAZ IMRAN,MALE,52,1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 134_N. 03,MELAKA,P. 134,MASJID TANAH,N. 03,AYER LIMAU,BN - UMNO,,11211,1479,83.03,9308,24,168,9116,UMNO,AMIRUDIN BIN YUSOF,MALE,54,4704,,PPBM,DATUK SERI HAJI RUSLIN BIN HAJI HASAN,MALE,68,3225,,PAS,JAMARUDIN AHMAD,MALE,46,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 134_N. 04,MELAKA,P. 134,MASJID TANAH,N. 04,LENDU,BN - UMNO,,10350,627,84.07,8701,50,83,8568,UMNO,SULAIMAN BIN MD ALI,MALE,53,4016,,PKR,Ir. RIDHUAN DION BAKAR,MALE,34,3389,,PAS,CIKGU ARSHAD,MALE,61,1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 134_N. 05,MELAKA,P. 134,MASJID TANAH,N. 05,TABOH NANING,BN - UMNO,,8743,740,82.65,7226,36,161,7029,UMNO,LATIPAH BINTI OMAR,FEMALE,58,3329,,AMANAH,ZAIRI SUBOH,MALE,38,2589,,PAS,ASRI SHAIK ABDUL AZIZ,MALE,52,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 135_N. 06,MELAKA,P. 135,ALOR GAJAH,N. 06,REMBIA,PH - PKR,,15636,1814,84.26,13175,39,204,12932,UMNO,NORPIPAH BINTI ABDOL,FEMALE,64,4959,,PKR,MUHAMMAD JAILANI BIN KHAMIS,MALE,46,6773,,PAS,RASHIDI RAZAK,MALE,39,1200,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 135_N. 07,MELAKA,P. 135,ALOR GAJAH,N. 07,GADEK,PH - DAP,,12922,307,81.86,10578,36,200,10342,MIC,PANIRCHELVAM A/L PICHAMUTHU,MALE,59,4085,,DAP,G. SAMINATHAN,MALE,33,4392,,PAS,EMRANSYAH BIN ISMAIL,MALE,41,1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 135_N. 08,MELAKA,P. 135,ALOR GAJAH,N. 08,MACHAP JAYA,PH - PKR,,12719,1336,84.27,10718,34,145,10539,MCA,KOH NAI KWONG,MALE,57,4214,,PKR,GINIE LIM,FEMALE,37,5550,,PAS,USTAZ WAN ZAHIDI,MALE,53,775,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 135_N. 09,MELAKA,P. 135,ALOR GAJAH,N. 09,DURIAN TUNGGAL,PH - AMANAH,,13076,763,86.33,11289,33,202,11054,UMNO,AB WAHAB BIN AB LATIP,MALE,62,4450,,AMANAH,SOFI WAHAB,MALE,50,5213,,PAS,HJ. MOHSIN IBRAHIM,MALE,60,1391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 135_N. 10,MELAKA,P. 135,ALOR GAJAH,N. 10,ASAHAN,BN - UMNO,,16011,275,82.69,13239,47,218,12974,UMNO,ABDUL GHAFAR BIN ATAN,MALE,62,5942,,PPBM,ZAMZURI ARIFIN,MALE,48,5667,,PAS,HJ. AZLAN BIN MADDIN,MALE,62,1365,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 136_N. 11,MELAKA,P. 136,TANGGA BATU,N. 11,SUNGAI UDANG,BN - UMNO,,22323,2229,83.37,18610,26,667,17917,UMNO,DATUK SERI IR. IDRIS HARON,MALE,52,10073,,PKR,MOHD LOKMAN ABDUL GANI,MALE,,7844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 136_N. 12,MELAKA,P. 136,TANGGA BATU,N. 12,PANTAI KUNDOR,BN - UMNO,,15686,772,82.86,12998,32,256,12710,UMNO,DATUK NOR AZMAN HASSAN,MALE,54,5773,,AMANAH,JUHARI OSMAN,MALE,43,5001,,PAS,UST HJ ABDUL HALIM MAIDIN,MALE,59,1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 136_N. 13,MELAKA,P. 136,TANGGA BATU,N. 13,PAYA RUMPUT,PH - PPBM,,25038,4259,87,21782,13,272,21497,UMNO,DATUK WIRA DR. ABU BAKAR BIN MOHAMAD DIAH,MALE,59,7843,,PPBM,MOHD RAFIQ NAIZAMOHIDEEN,MALE,32,12102,,PAS,RAFIE AHMAD,MALE,50,1552,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 136_N. 14,MELAKA,P. 136,TANGGA BATU,N. 14,KELEBANG,PH - PKR,,20166,789,84.59,17059,47,233,16779,MCA,DATUK LIM BAN HONG,MALE,41,6859,,PKR,GUE TECK,MALE,59,7648,,PAS,MOHD SHAFIQ ISMAIL,MALE,,2272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 137_N. 15,MELAKA,P. 137,HANG TUAH JAYA,N. 15,PENGKALAN BATU,PH - DAP,,21182,2756,86.26,18272,70,274,17928,GERAKAN,CHUA LIAN CHYE,MALE,,6471,,DAP,NORHIZAM BIN HASSAN BAKTEE,MALE,52,9227,,PAS,RAMLI BIN DALIP,MALE,,2230,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 137_N. 16,MELAKA,P. 137,HANG TUAH JAYA,N. 16,AYER KEROH,PH - DAP,,25407,9261,87.03,22112,70,178,21864,MCA,DATUK CHUA KHENG HWA,MALE,57,5018,,DAP,KERK CHEE YEE,MALE,26,14279,,PAS,SEPRI BIN RAHMAN,MALE,,2567,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 137_N. 17,MELAKA,P. 137,HANG TUAH JAYA,N. 17,BUKIT KATIL,PH - AMANAH,,25072,3159,87.22,21867,71,266,21530,UMNO,YUNUS BIN HITAM,MALE,,8067,,AMANAH,HAJI ADLY BIN ZAHARI,MALE,47,11226,,PAS,MUHAMAT PUHAT BIN BEDOL,MALE,,2237,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 137_N. 18,MELAKA,P. 137,HANG TUAH JAYA,N. 18,AYER MOLEK,BN - UMNO,,17703,1805,87.63,15513,58,197,15258,UMNO,RAHMAD BIN MARIMAN,MALE,54,6951,,PKR,FARHAN IBRAHIM,MALE,35,5146,,PAS,JANTAN BIN ABDULLAH,MALE,64,3082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,PROFESOR MADYA DR. KAMAROLZAMAN BIN MOHD JIDI,MALE,61,79,LOST DEPOSIT,,,,,,
P. 138_N. 19,MELAKA,P. 138,KOTA MELAKA,N. 19,KESIDANG,PH - DAP,,37355,14612,85.58,31970,93,380,31497,MCA,NG CHOON KOON,MALE,43,8268,,DAP,SEAH SHOO CHIN (ALLEX SEAH),MALE,35,22880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,GOH LEONG SAN,MALE,51,349,LOST DEPOSIT,,,,,,
P. 138_N. 20,MELAKA,P. 138,KOTA MELAKA,N. 20,KOTA LAKSAMANA,PH - DAP,,29952,16173,83.31,24952,45,201,24706,MCA,MELVIN CHUA KEW WEI,MALE,40,4008,,DAP,LOW CHEE LEONG,MALE,35,20181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,SIM TONG HIM,MALE,70,517,LOST DEPOSIT,,,,,,
P. 138_N. 21,MELAKA,P. 138,KOTA MELAKA,N. 21,DUYONG,PH - DAP,,18110,2895,86.15,15601,57,155,15389,MCA,LEE KIAT LEE,MALE,43,4747,,DAP,DAMIAN BABA YEO,MALE,42,7642,,PAS,USTAZ KAMARUDIN,MALE,49,2938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,LIM JAK WONG,MALE,,62,LOST DEPOSIT,,,,,,
P. 138_N. 22,MELAKA,P. 138,KOTA MELAKA,N. 22,BANDAR HILIR,PH - DAP,,20990,11313,81.29,17062,36,122,16904,MCA,"LEE CHONG LENG, SHAUN",MALE,37,2725,,DAP,TEY KOK KIEW,MALE,46,14038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,CHIN CHOONG SEONG,MALE,,141,LOST DEPOSIT,,,,,,
P. 138_N. 23,MELAKA,P. 138,KOTA MELAKA,N. 23,TELOK MAS,PH - PPBM,,20441,1288,85.61,17500,70,166,17264,UMNO,DATUK ABDUL RAZAK BIN ABDUL RAHMAN,MALE,45,6406,,PPBM,FENDI AHMAD,MALE,,7694,,PAS,UST ROSAZLI MD YASIN,MALE,,3164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 139_N. 24,MELAKA,P. 139,JASIN,N. 24,BEMBAN,PH - DAP,,18393,1345,85.35,15699,59,227,15413,MCA,DATUK KOH CHIN HAN,MALE,48,5653,,DAP,DR. WONG FORT PIN,MALE,63,6998,,PAS,SUHAIMI HARUN,MALE,,2762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 139_N. 25,MELAKA,P. 139,JASIN,N. 25,RIM,BN - UMNO,,13689,536,84.19,11525,33,164,11328,UMNO,DATUK WIRA HJ. GHAZALE BIN MUHAMAD,MALE,,5301,,PKR,SHAMSUL ISKANDAR HAJI MOHD AKIN,MALE,44,4765,,PAS,HJH. KINTAN BINTI MAN,FEMALE,59,1262,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 139_N. 26,MELAKA,P. 139,JASIN,N. 26,SERKAM,BN - UMNO,,15748,2737,87.13,13722,43,191,13488,UMNO,DATUK ZAIDI BIN ATTAN,MALE,50,6401,,PKR,USTAZ NOR KHAIRI,MALE,35,3664,,PAS,HJ. AHMAD BILAL,MALE,35,3423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 139_N. 27,MELAKA,P. 139,JASIN,N. 27,MERLIMAU,BN - UMNO,,13810,130,85.8,11849,42,149,11658,UMNO,DATUK ROSLAN BIN AHMAD,MALE,51,5290,,AMANAH,HAJI YUHAIZAD ABDULLAH,MALE,45,5160,,PAS,ABDUL MALEK BIN YUSOF,MALE,,1208,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 139_N. 28,MELAKA,P. 139,JASIN,N. 28,SUNGAI RAMBAI,BN - UMNO,,11792,1669,85.77,10114,34,168,9912,UMNO,HASAN BIN ABD RAHMAN,MALE,56,5088,,PPBM,AZALINA ABDUL RAHMAN,FEMALE,41,3419,,PAS,ZAKARIYA BIN KASNIN,MALE,54,1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 140_N. 01,JOHOR,P. 140,SEGAMAT,N. 01,BULOH KASAP,BN - UMNO,,21484,877,83.23,17881,45,341,17495,UMNO,ZAHARI SARIP,MALE,51,9186,,PPBM,NORSAMSU MOHD YUSOF,MALE,47,8309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 140_N. 02,JOHOR,P. 140,SEGAMAT,N. 02,JEMENTAH,PH - DAP,,33866,7001,83.55,28296,82,557,27657,MCA,CHIAM YOK MENG,MALE,41,9335,,DAP,TAN CHEN CHOON,MALE,48,16336,,PAS,KHAIRUL FAIZI BIN AHMAD KAMIL,MALE,45,1986,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 141_N. 03,JOHOR,P. 141,SEKIJANG,N. 03,PEMANIS,PH - PKR,,22314,363,84.44,18843,54,393,18396,GERAKAN,KOO SHIAW LEE,MALE,46,7941,,PKR,DR CHONG,MALE,58,8304,,PAS,CIKGU MALA,FEMALE,45,2151,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 141_N. 04,JOHOR,P. 141,SEKIJANG,N. 04,KEMELAH,PH - AMANAH,,23282,2355,84.56,19687,74,296,19317,UMNO,ANUAR BIN ABD. MANAP,MALE,42,8481,,AMANAH,DR SULAIMAN MOHD NOR,MALE,58,10836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 142_N. 05,JOHOR,P. 142,LABIS,N. 05,TENANG,PH - PPBM,,18398,1070,83,15270,29,227,15014,UMNO,MOHD AZAHAR BIN IBRAHIM,MALE,46,6575,,PPBM,SOLIHAN BADRI,MALE,62,7645,,PAS,USTAZ NASHARUDIN BIN AWANG,MALE,47,794,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 142_N. 06,JOHOR,P. 142,LABIS,N. 06,BEKOK,PH - DAP,,21958,2469,81.42,17878,48,333,17497,MCA,TAN CHONG,MALE,53,7514,,DAP,DR S.RAMAKRISHNAN,MALE,62,9983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 143_N. 07,JOHOR,P. 143,PAGOH,N. 07,BUKIT KEPONG,PH - PPBM,,28992,1273,84,24352,151,383,23818,UMNO,HJ MOHD NOOR BIN TAIB,MALE,,10392,,PPBM,DR SAHRUDDIN BIN JAMAL,MALE,43,11665,,PAS,IQBAL RAZAK,MALE,33,1761,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 143_N. 08,JOHOR,P. 143,PAGOH,N. 08,BUKIT PASIR,GS - PAS,,22520,1883,85.72,19305,136,1382,17787,UMNO,NORIAH BINTI MAHAT,FEMALE,65,7952,,,,,,,,PAS,KAPT (B) HJ NAJIB BIN LEP,MALE,55,9835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 144_N. 09,JOHOR,P. 144,LEDANG,N. 09,GAMBIR,PH - PPBM,,22726,3088,86.86,19740,79,383,19278,MIC,DATUK M. ASOJAN,MALE,53,7192,,PPBM,TAN SRI MUHYIDDIN YASSIN,MALE,71,10280,,PAS,DATO DR MAHFODZ BIN MOHAMED,MALE,74,1806,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 144_N. 10,JOHOR,P. 144,LEDANG,N. 10,TANGKAK,PH - DAP,,26354,5077,85.69,22583,73,563,21947,MCA,GOH TEE TEE,MALE,62,8435,,DAP,EE CHIN LI,MALE,36,13512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 144_N. 11,JOHOR,P. 144,LEDANG,N. 11,SEROM,PH - AMANAH,,28394,2324,85.89,24389,98,359,23932,UMNO,ABDULL RAHIM BIN TALIB,MALE,55,9450,,AMANAH,DR FAIZUL AMRI ADNAN,MALE,45,11774,,PAS,MUSTAFFA BIN SALLEH,MALE,64,2708,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 145_N. 12,JOHOR,P. 145,BAKRI,N. 12,BENTAYAN,PH - DAP,,27856,13629,83.41,23234,54,253,22927,MCA,LEE KIM HENG,MALE,51,4649,,DAP,NG YAK HOWE,MALE,45,18278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 145_N. 13,JOHOR,P. 145,BAKRI,N. 13,SIMPANG JERAM,PH - AMANAH,,28193,7687,85.37,24069,77,235,23757,UMNO,MOHD RADZI BIN AMIN,MALE,40,6953,,AMANAH,SALAHUDDIN AYUB,MALE,57,14640,,PAS,DR. MOHD MARZI BIN YAHYA,MALE,49,2136,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,AHMAD HASHIM,MALE,,28,LOST DEPOSIT,,,,,,
P. 145_N. 14,JOHOR,P. 145,BAKRI,N. 14,BUKIT NANING,PH - PKR,,17834,1552,85.96,15330,75,206,15049,UMNO,HASSAN BIN JOHARI,MALE,61,5728,,PKR,MD YSAHRUDIN BIN KUSNI,MALE,39,7280,,PAS,AZMAN BIN IBRAHIM,MALE,51,1677,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - ELEPHANT,JEGANATHAN A/L SUBRAMANIAM,MALE,49,364,LOST DEPOSIT,,,,,,
P. 146_N. 15,JOHOR,P. 146,MUAR,N. 15,MAHARANI,PH - AMANAH,,27900,5674,83.86,23397,93,299,23005,UMNO,DATO' ASHARI MD.SARIP,MALE,49,6731,,AMANAH,NOR HAYATI BACHOK,FEMALE,56,12405,,PAS,DR MOHAMMAD TASLIM,MALE,69,3869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 146_N. 16,JOHOR,P. 146,MUAR,N. 16,SUNGAI BALANG,BN - UMNO,,22943,174,84.86,19470,62,392,19016,UMNO,ZAITON BINTI ISMAIL,FEMALE,61,8022,,PKR,NA'IM BIN JUSRI,MALE,34,7848,,PAS,CIKGU HJ CHEMAN BIN YUSOH,MALE,63,3146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 147_N. 17,JOHOR,P. 147,PARIT SULONG,N. 17,SEMERAH,PH - PKR,,35557,98,84.26,29961,102,405,29454,UMNO,MOHD ISMAIL BIN ROSLAN,MALE,56,12521,,PKR,KHUZZAN ABU BAKAR,MALE,40,12619,,PAS,USTAZ WAN,MALE,53,4314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 147_N. 18,JOHOR,P. 147,PARIT SULONG,N. 18,SRI MEDAN,BN - UMNO,,24052,6040,86.53,20811,76,363,20372,UMNO,ZULKURNAIN BIN KAMISAN,MALE,46,11587,,PPBM,MOHD AJIB BIN OMAR,MALE,36,5547,,PAS,SALLEHUDIN BIN AB. RASID,MALE,50,3238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 148_N. 19,JOHOR,P. 148,AYER HITAM,N. 19,YONG PENG,PH - DAP,,24903,5089,84.78,21113,45,300,20768,MCA,LING TIAN SOON (AH SOON),MALE,34,7218,,DAP,CHEW PECK CHOO,FEMALE,50,12307,,PAS,MUHAMMAD BIN ABDULLAH,MALE,56,1243,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 148_N. 20,JOHOR,P. 148,AYER HITAM,N. 20,SEMARANG,BN - UMNO,,21254,5842,86.44,18372,47,242,18083,UMNO,DATUK HJ. SAMSOLBARI,MALE,58,10751,,PPBM,ZAIS BIN MOHD AKIL,MALE,67,4909,,PAS,HAJI MOHD BAKRI SAMIAN,MALE,64,2423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 149_N. 21,JOHOR,P. 149,SRI GADING,N. 21,PARIT YAANI,PH - AMANAH,,26635,4834,86.95,23158,194,237,22727,MCA,SOH LIP YAN,MALE,41,7475,,AMANAH,CIKGU AMINOLHUDA,MALE,59,12309,,PAS,CIKGU HAJI NASIR,MALE,64,2943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 149_N. 22,JOHOR,P. 149,SRI GADING,N. 22,PARIT RAJA,BN - UMNO,,25484,638,86.47,22037,91,380,21566,UMNO,RASHIDAH RAMLI,FEMALE,39,9549,,PPBM,FERDAUS BIN KAYAU,MALE,56,8911,,PAS,CIKGU ABDUL HADI BIN HARUN,MALE,30,3106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 150_N. 23,JOHOR,P. 150,BATU PAHAT,N. 23,PENGGARAM,PH - DAP,,49750,17205,84.94,42257,207,420,41630,MCA,KANG BENG KUAN,MALE,59,9620,,DAP,GAN PECK CHENG,FEMALE,52,26825,,PAS,MISRAN BIN SAMIAN,MALE,60,5185,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 150_N. 24,JOHOR,P. 150,BATU PAHAT,N. 24,SENGGARANG,PH - AMANAH,,27587,809,85.16,23493,73,394,23026,UMNO,ZAIDI BIN JAPAR,MALE,49,9759,,AMANAH,KHAIRUDDIN BIN A RAHIM,MALE,59,10568,,PAS,DR MOHD RAMLI,MALE,67,2699,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 150_N. 25,JOHOR,P. 150,BATU PAHAT,N. 25,RENGIT,BN - UMNO,,21206,4172,84.02,17818,64,329,17425,UMNO,AYUB JAMIL,MALE,59,9642,,PKR,MALIK FAISHAL BIN AHMAD,MALE,,5470,,PAS,MOHD.TUMIRAN BIN AHMAD,MALE,57,2313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 151_N. 26,JOHOR,P. 151,SIMPANG RENGGAM,N. 26,MACHAP,BN - UMNO,,24156,404,84.64,20445,48,421,19976,UMNO,ABD TAIB BIN ABU BAKAR,MALE,,9375,,PPBM,HAJI AHMAD BIN AHEM,MALE,61,8971,,PAS,USTAZ HAJI AZLISHAM,MALE,45,1630,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
