UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P. 38,PENANG,P. 38,SEBERANG UTARA,ALLIANCE - UMNO,HAJI AHMAD BIN SAID,MALE,,
P. 39,PERAK,P. 39,ULU PERAK,ALLIANCE - UMNO,MOHD. GHAZALI BIN JAWI,MALE,40,
P. 40,PERAK,P. 40,LARUT UTARA,ALLIANCE - UMNO,TAJUDIN BIN ALI,MALE,,
P. 41,PERAK,P. 41,KRIAN LAUT,ALLIANCE - UMNO,ABDUL RAUF BIN A. RAHMAN,MALE,,
P. 42,PERAK,P. 42,KRIAN DARAT,ALLIANCE - UMNO,RAMLI BIN OMAR,MALE,,
P. 43,PERAK,P. 43,LARUT SELATAN,ALLIANCE - MCA,DR LIM SEW AUN,MALE,49,
P. 44,PERAK,P. 44,HILIR PERAK,ALLIANCE - UMNO,OTHMAN ABDULLAH,MALE,38,
P. 45,PERAK,P. 45,KUALA KANGSAR,ALLIANCE - UMNO,DR. HAJI MEGAT KHAS,MALE,,
P. 46,PERAK,P. 46,SUNGEI SIPUT,ALLIANCE - MIC,DATO' V. T. SAMBANTHAN,MALE,45,
P. 47,PERAK,P. 47,PARIT,ALLIANCE - UMNO,HUSSEIN BIN MOHD NOORDIN,MALE,,
P. 48,PERAK,P. 48,BRUAS,ALLIANCE - MCA,YEOH TAT BENG,MALE,,
P. 49,PERAK,P. 49,SITIAWAN,ALLIANCE - MCA,KAM WOON WAH,MALE,,
P. 50,PERAK,P. 50,IPOH,PPP,D.R. SEENIVASAGAM,MALE,44,
P. 51,PERAK,P. 51,MENGLEMBU,PPP,S.P. SEENIVASAGAM,MALE,47,
P. 52,PERAK,P. 52,ULU KINTA,ALLIANCE - MCA,CHIM FOON,MALE,,
P. 53,PERAK,P. 53,BATU GAJAH,ALLIANCE - MCA,NG FAH YAM,MALE,,
P. 54,PERAK,P. 54,KAMPAR,ALLIANCE - MCA,TOH THEAM HOCK,MALE,,
P. 55,PERAK,P. 55,TANJONG MALIM,ALLIANCE - MCA,LEE SECK FUN,MALE,,
P. 56,PERAK,P. 56,TELOK ANSON,ALLIANCE - MCA,DR NGAM KAM POH,MALE,,
P. 57,PERAK,P. 57,BAGAN DATOH,ALLIANCE - UMNO,SULAIMAN BIN BULON,MALE,43,
P. 58,PERAK,P. 58,BATANG PADANG,ALLIANCE - UMNO,ABDUL HAMID KHAN,MALE,64,
P. 59,PAHANG,P. 59,RAUB,ALLIANCE - UMNO,HUSSEIN BIN TO' MUDA HASSAN,MALE,,
P. 60,PAHANG,P. 60,BENTONG,ALLIANCE - MCA,CHAN SIANG SUN,MALE,31,
P. 61,PAHANG,P. 61,KUANTAN,ALLIANCE - UMNO,A RAHMAN B HJ TALIB,MALE,48,
P. 62,PAHANG,P. 62,PEKAN,ALLIANCE - UMNO,TUN HAJI ABDUL RAZAK BIN DATO' HUSSEIN,MALE,42,
P. 63,PAHANG,P. 63,TEMERLOH,ALLIANCE - UMNO,MUHAMAD YUSOF BIN MAHMUD,MALE,,
P. 64,PAHANG,P. 64,LIPIS,ALLIANCE - UMNO,ABDUL RAZAK BIN HAJI HUSAIN,MALE,,
P. 65,SELANGOR,P. 65,KUALA SELANGOR,ALLIANCE - UMNO,RAJA ROME BIN RAJA MAAMOR,MALE,,
P. 66,SELANGOR,P. 66,BATU,SF - LPM,DR. TAN CHEE KHOON,MALE,,
P. 67,SELANGOR,P. 67,KAPAR,ALLIANCE - UMNO,HAMZAH ALANG,MALE,,
P. 68,SELANGOR,P. 68,RAWANG,ALLIANCE - UMNO,TUNKU ABDULLAH,MALE,,
P. 69,SELANGOR,P. 69,LANGAT,ALLIANCE - UMNO,HAJI ZAKARIA BIN HAJI MOHD. TAIB,MALE,,
P. 70,SELANGOR,P. 70,SETAPAK,ALLIANCE - MCA,S. Y. CHAN,MALE,,
P. 71,SELANGOR,P. 71,BUNGSAR,PAP,DEVAN NAIR,MALE,41,
P. 72,SELANGOR,P. 72,BUKIT BINTANG,ALLIANCE - MCA,TAN TOH HOONG,MALE,,
P. 73,SELANGOR,P. 73,DAMANSARA,ALLIANCE - MCA,CHEN WING SUM,MALE,32,
P. 74,SELANGOR,P. 74,KLANG,ALLIANCE - MIC,V. MANICKAVASAGAM,MALE,38,
P. 75,SELANGOR,P. 75,KUALA LANGAT,ALLIANCE - UMNO,TAHIR MAJID,MALE,,
P. 76,SELANGOR,P. 76,SEPANG,ALLIANCE - MCA,LEE SIOK YEW,MALE,40,
P. 77,SELANGOR,P. 77,SABAK BERNAM,ALLIANCE - UMNO,DATO' HAJI MUSTAFA BIN HAJI ABDUL JABAR,MALE,,
P. 78,SELANGOR,P. 78,ULU SELANGOR,ALLIANCE - MCA,KHAW KAI-BOH,MALE,48,
P. 79,NEGRI SEMBILAN,P. 79,KUALA PILAH,ALLIANCE - UMNO,BAHAMAN BIN SAMSUDIN,MALE,58,
P. 80,NEGRI SEMBILAN,P. 80,SEREMBAN TIMOR,ALLIANCE - MCA,QUEK KAI DONG,MALE,,
P. 81,NEGRI SEMBILAN,P. 81,REMBAU - TAMPIN,ALLIANCE - UMNO,HAJI REDZA BIN HJ. MOHD SAID,MALE,,
P. 82,NEGRI SEMBILAN,P. 82,PORT DICKSON,ALLIANCE - MIC,T. MAHIMA S/O KARAM SINGH,MALE,58,
P. 83,NEGRI SEMBILAN,P. 83,JELEBU - JEMPOL,ALLIANCE - UMNO,MOHAMED IDRIS BIN MATSIL,MALE,,
P. 84,NEGRI SEMBILAN,P. 84,SEREMBAN BARAT,ALLIANCE - MCA,SIOW LOONG HIN,MALE,,
P. 85,MALACCA,P. 85,MALACCA TENGAH,ALLIANCE - MCA,TAN SIEW SIN,MALE,48,
P. 86,MALACCA,P. 86,BANDAR MALACCA,ALLIANCE - MCA,TAN KEE GAK,MALE,,
P. 87,MALACCA,P. 87,MALACCA UTARA,ALLIANCE - UMNO,AB. GHANI BIN ISHAK,MALE,,
P. 88,MALACCA,P. 88,MALACCA SELATAN,ALLIANCE - UMNO,ABD. KARIM BIN ABU,MALE,,
P. 89,JOHORE,P. 89,MUAR DALAM,ALLIANCE - UMNO,AZIZ ISHAK,MALE,,
P. 90,JOHORE,P. 90,SEGAMAT SELATAN,ALLIANCE - MCA,LEE SAN CHOON,MALE,29,
P. 91,JOHORE,P. 91,MUAR PANTAI,ALLIANCE - MCA,SEAH TENG NGAIB,MALE,,
P. 92,JOHORE,P. 92,MUAR SELATAN,ALLIANCE - UMNO,AWANG BIN HASSAN,MALE,,Y
P. 93,JOHORE,P. 93,BATU PAHAT,ALLIANCE - MCA,SOH AH TECK,MALE,,
P. 94,JOHORE,P. 94,BATU PAHAT DALAM,ALLIANCE - UMNO,SYED ESA BIN SYED ALWEE,MALE,,
P. 95,JOHORE,P. 95,KLUANG UTARA,ALLIANCE - MCA,TIAH ENG BEE,MALE,,
P. 96,JOHORE,P. 96,JOHORE TENGGARA,ALLIANCE - UMNO,SYED JA'AFAR BIN HASAN ALBAR,MALE,50,Y
P. 97,JOHORE,P. 97,PONTIAN UTARA,ALLIANCE - UMNO,SARDON BIN JUBIR,MALE,47,
P. 98,JOHORE,P. 98,PONTIAN SELATAN,ALLIANCE - UMNO,ALI BIN HAJI AHMAD,MALE,34,
P. 99,JOHORE,P. 99,KLUANG SELATAN,ALLIANCE - MCA,CHAN CHONG WEN,MALE,,
P. 100,JOHORE,P. 100,JOHORE BAHRU TIMOR,ALLIANCE - UMNO,DATIN FATIMAH BTE HJ. ABD. MAJID,FEMALE,,
P. 101,JOHORE,P. 101,JOHORE BAHRU BARAT,ALLIANCE - UMNO,HAJI RAHMAT B. HAJI DAUD,MALE,,
P. 102,JOHORE,P. 102,JOHORE TIMOR,ALLIANCE - UMNO,DATO DR. ISMAIL,MALE,49,
P. 103,JOHORE,P. 103,SEGAMAT UTARA,ALLIANCE - UMNO,HJ. ABDULLAH B HAJ. MD. SALLEH,MALE,,
P. 104,JOHORE,P. 104,MUAR UTARA,ALLIANCE - UMNO,AHMAD ARSHAD,MALE,,


