UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P. 63_S. 20,PAHANG,P. 63,TEMERLOH,S. 20,SANGGANG,ALLIANCE - UMNO,YAHYA BIN MOHD. SEH,MALE,,
P. 64_S. 21,PAHANG,P. 64,LIPIS,S. 21,JELAI,ALLIANCE - UMNO,MUHAMMED NOR BIN SULAIMAN,MALE,,
P. 64_S. 22,PAHANG,P. 64,LIPIS,S. 22,KUALA LIPIS,ALLIANCE - MCA,ONG SEONG SEUNG,MALE,,
P. 64_S. 23,PAHANG,P. 64,LIPIS,S. 23,TANJONG BESAR,ALLIANCE - UMNO,MOHD. KHAIRUDDIN BIN MOHD. KAWI @ KHAIRUDDIN KAWI,MALE,,
P. 64_S. 24,PAHANG,P. 64,LIPIS,S. 24,JERANTUT,ALLIANCE - UMNO,ABDULLAH BIN HAJI MOHD. AKIL,MALE,,
P. 65_S. 1,SELANGOR,P. 65,KUALA SELANGOR,S. 1,TANJONG KARANG,ALLIANCE - UMNO,HASHIM BIN HJ. MAHMOOD,MALE,,
P. 65_S. 2,SELANGOR,P. 65,KUALA SELANGOR,S. 2,KUALA SELANGOR PEKAN,ALLIANCE - MIC,N. S. MANIAM,MALE,,
P. 66_S. 3,SELANGOR,P. 66,BATU,S. 3,KEPONG,SF - LPM,DR. TAN CHEE KHOON,MALE,,
P. 66_S. 4,SELANGOR,P. 66,BATU,S. 4,PENCHALA,ALLIANCE - MCA,LIM JEW SIANG,MALE,,
P. 67_S. 5,SELANGOR,P. 67,KAPAR,S. 5,JERAM,ALLIANCE - UMNO,HUSSAIN BIN ABDULLAH,MALE,,
P. 67_S. 6,SELANGOR,P. 67,KAPAR,S. 6,SEMENTA,ALLIANCE - MCA,LEE ENG TEH,MALE,,
P. 68_S. 7,SELANGOR,P. 68,RAWANG,S. 7,SERENDAH,ALLIANCE - MCA,LIM CY HOWE,MALE,,
P. 68_S. 8,SELANGOR,P. 68,RAWANG,S. 8,KUANG,ALLIANCE - MCA,OON SENG LEE,MALE,,
P. 69_S. 9,SELANGOR,P. 69,LANGAT,S. 9,KAJANG,ALLIANCE - UMNO,MOHD. NAZIR BIN HAJI ABDUL JALIL,MALE,,
P. 69_S. 10,SELANGOR,P. 69,LANGAT,S. 10,SEMENYIH,ALLIANCE - UMNO,ZAINUDDIN BIN MOHD. SIDIN,MALE,,
P. 70_S. 11,SELANGOR,P. 70,SETAPAK,S. 11,AMPANG,ALLIANCE - UMNO,MUHYEEDDIN ZAKARIA,MALE,,
P. 70_S. 12,SELANGOR,P. 70,SETAPAK,S. 12,SENTUL,ALLIANCE - MIC,DR. P. T. ARASU,MALE,,
P. 71_S. 13,SELANGOR,P. 71,BUNGSAR,S. 13,PANTAI,SF - LPM,V. DAVID,MALE,,
P. 71_S. 14,SELANGOR,P. 71,BUNGSAR,S. 14,SALAK,SF - LPM,WOO HON KONG,MALE,,
P. 72_S. 15,SELANGOR,P. 72,BUKIT BINTANG,S. 15,BUKIT NANAS,ALLIANCE - MCA,LOONG FOONG BENG,MALE,,
P. 72_S. 16,SELANGOR,P. 72,BUKIT BINTANG,S. 16,KAMPONG BAHRU,ALLIANCE - UMNO,ABDULLAH YASSIN,MALE,,
P. 73_S. 17,SELANGOR,P. 73,DAMANSARA,S. 17,SERDANG,SF - PRM,CHIN KEK KUM,MALE,,
P. 73_S. 18,SELANGOR,P. 73,DAMANSARA,S. 18,BUKIT RAJA,ALLIANCE - MIC,S. S. MURUGESU,MALE,,
P. 74_S. 19,SELANGOR,P. 74,KLANG,S. 19,PORT SWETTENHAM,ALLIANCE - UMNO,RAJA ZULKIFLI BIN RAJA BORHAN,MALE,,
P. 74_S. 20,SELANGOR,P. 74,KLANG,S. 20,KAMPONG JAWA,ALLIANCE - MCA,CHEONG JIN HOE,MALE,,
P. 75_S. 21,SELANGOR,P. 75,KUALA LANGAT,S. 21,TELOK DATOH,ALLIANCE - UMNO,HORMAT RAFEI,MALE,,
P. 75_S. 22,SELANGOR,P. 75,KUALA LANGAT,S. 22,MORIB,ALLIANCE - UMNO,HARUN IDRIS,MALE,,
P. 76_S. 23,SELANGOR,P. 76,SEPANG,S. 23,DENGKIL,ALLIANCE - UMNO,RAJA NONG CHIK BIN RAJA ISHAK,MALE,,
P. 76_S. 24,SELANGOR,P. 76,SEPANG,S. 24,SUNGEI RAWANG,ALLIANCE - MCA,NG KIM CHUAN,MALE,,
P. 77_S. 25,SELANGOR,P. 77,SABAK BERNAM,S. 25,SABAK,ALLIANCE - UMNO,LOPE SALLEH BIN LONG @ HAJI ZAINAL ABIDIN,MALE,,
P. 77_S. 26,SELANGOR,P. 77,SABAK BERNAM,S. 26,SUNGEI BESAR,ALLIANCE - UMNO,TAIBAN BIN HASSAN,MALE,,
P. 78_S. 27,SELANGOR,P. 78,ULU SELANGOR,S. 27,ULU BERNAM,ALLIANCE - UMNO,SHOIB BIN HAJI AHMAD,MALE,,
P. 78_S. 28,SELANGOR,P. 78,ULU SELANGOR,S. 28,KUALA KUBU,ALLIANCE - MCA,WONG SWEE SOON,MALE,,
P. 79_S. 1,NEGRI SEMBILAN,P. 79,KUALA PILAH,S. 1,SRI MENANTI,ALLIANCE - UMNO,A. SAMAD BIN IDRIS,MALE,,
P. 79_S. 2,NEGRI SEMBILAN,P. 79,KUALA PILAH,S. 2,JOHOL,ALLIANCE - UMNO,SAPIAH BT TALIB,FEMALE,,
P. 79_S. 3,NEGRI SEMBILAN,P. 79,KUALA PILAH,S. 3,ULU MUAR,ALLIANCE - UMNO,ABD. KADIR BIN ABDULLAH,MALE,,
P. 79_S. 4,NEGRI SEMBILAN,P. 79,KUALA PILAH,S. 4,PILAH,ALLIANCE - UMNO,ARIFFIN BIN ALI,MALE,,
P. 80_S. 5,NEGRI SEMBILAN,P. 80,SEREMBAN TIMOR,S. 5,RANTAU,ALLIANCE - MIC,AYAKANNU S/O VALLISAMY,MALE,,
P. 80_S. 6,NEGRI SEMBILAN,P. 80,SEREMBAN TIMOR,S. 6,SUNGEI UJONG,ALLIANCE - MCA,LAM TECK CHOON,MALE,,
P. 80_S. 7,NEGRI SEMBILAN,P. 80,SEREMBAN TIMOR,S. 7,RAHANG,ALLIANCE - MCA,HAN HIU FONG,MALE,,
P. 81_S. 8,NEGRI SEMBILAN,P. 81,REMBAU - TAMPIN,S. 8,TERENTANG,ALLIANCE - UMNO,SITI RAHMAH BT HJ KASSIM,FEMALE,,
P. 81_S. 9,NEGRI SEMBILAN,P. 81,REMBAU - TAMPIN,S. 9,KOTA,ALLIANCE - UMNO,MOHD YUSOF BIN ABDULLAH,MALE,,
P. 81_S. 10,NEGRI SEMBILAN,P. 81,REMBAU - TAMPIN,S. 10,TAMPIN,ALLIANCE - UMNO,MD. TAHA BIN ABD. TALIB,MALE,,
P. 81_S. 11,NEGRI SEMBILAN,P. 81,REMBAU - TAMPIN,S. 11,GEMAS,ALLIANCE - MCA,LIM HENG SENG,MALE,,
P. 82_S. 12,NEGRI SEMBILAN,P. 82,PORT DICKSON,S. 12,JIMAH,ALLIANCE - MCA,CHEAH YEN KWEE,MALE,,
P. 82_S. 13,NEGRI SEMBILAN,P. 82,PORT DICKSON,S. 13,LUKUT,ALLIANCE - MCA,LEE TEE SIONG,MALE,,
P. 82_S. 14,NEGRI SEMBILAN,P. 82,PORT DICKSON,S. 14,SI - RUSA,ALLIANCE - UMNO,HAJI AWALUDIN B HJ. AHMAD,MALE,,
P. 82_S. 15,NEGRI SEMBILAN,P. 82,PORT DICKSON,S. 15,PASIR PANJANG,ALLIANCE - UMNO,HAJI SULAIMAN BIN JAALAM,MALE,,
P. 82_S. 16,NEGRI SEMBILAN,P. 82,PORT DICKSON,S. 16,LINGGI,ALLIANCE - UMNO,DATO' DR MOHAMED SAID BIN MOHAMED,MALE,,
P. 83_S. 17,NEGRI SEMBILAN,P. 83,JELEBU - JEMPOL,S. 17,KUALA KLAWANG,ALLIANCE - MCA,LIM KIM KEE,MALE,,
P. 83_S. 18,NEGRI SEMBILAN,P. 83,JELEBU - JEMPOL,S. 18,PERTANG,ALLIANCE - UMNO,AMINUDDIN BIN ABDUL MANAF,MALE,,
P. 83_S. 19,NEGRI SEMBILAN,P. 83,JELEBU - JEMPOL,S. 19,BAHAU,ALLIANCE - MCA,THONG HIANG KIM,MALE,,
P. 83_S. 20,NEGRI SEMBILAN,P. 83,JELEBU - JEMPOL,S. 20,ROMPIN,ALLIANCE - MCA,THAM KIN SUNG,MALE,,
P. 83_S. 21,NEGRI SEMBILAN,P. 83,JELEBU - JEMPOL,S. 21,JEMPOL,ALLIANCE - UMNO,HJ KHATIB B MD NOR,MALE,,
P. 84_S. 22,NEGRI SEMBILAN,P. 84,SEREMBAN BARAT,S. 22,LENGGENG,ALLIANCE - UMNO,ZAINALABIDIN BIN MOHD LATI,MALE,,
P. 84_S. 23,NEGRI SEMBILAN,P. 84,SEREMBAN BARAT,S. 23,LABU,ALLIANCE - UMNO,AHMAD B. ABDUL MANAP,MALE,,
P. 84_S. 24,NEGRI SEMBILAN,P. 84,SEREMBAN BARAT,S. 24,BUKIT NANAS,ALLIANCE - MCA,WOO THONG,MALE,,
P. 85_S. 1,MALACCA,P. 85,MALACCA TENGAH,S. 1,TANJONG KLING,ALLIANCE - UMNO,A. GHAFAR BIN BABA,MALE,,
P. 85_S. 2,MALACCA,P. 85,MALACCA TENGAH,S. 2,BUKIT RAMBAI,ALLIANCE - UMNO,HASSAN BIN MANSOR,MALE,,
P. 85_S. 3,MALACCA,P. 85,MALACCA TENGAH,S. 3,BATU BERENDAM,ALLIANCE - UMNO,MOHD. HJ. AB. RAHMAN,MALE,,
P. 85_S. 4,MALACCA,P. 85,MALACCA TENGAH,S. 4,SEMABOK,ALLIANCE - UMNO,HASHIM BIN PIT,MALE,,
P. 85_S. 5,MALACCA,P. 85,MALACCA TENGAH,S. 5,KANDANG,ALLIANCE - UMNO,ABD. HADI BIN ABAS,MALE,,
P. 86_S. 6,MALACCA,P. 86,BANDAR MALACCA,S. 6,KOTA SELATAN,SF - LPM,KOH KAY CHAM,MALE,,
P. 86_S. 7,MALACCA,P. 86,BANDAR MALACCA,S. 7,KOTA TENGAH,SF - LPM,CHUNG CHENG WEN,MALE,,
P. 86_S. 8,MALACCA,P. 86,BANDAR MALACCA,S. 8,KOTA BARAT,ALLIANCE - MCA,YOONG YONG POW,MALE,,
P. 86_S. 9,MALACCA,P. 86,BANDAR MALACCA,S. 9,KOTA UTARA,ALLIANCE - MCA,TAN CHENG SWEE,MALE,,
P. 86_S. 10,MALACCA,P. 86,BANDAR MALACCA,S. 10,KOTA TIMOR,ALLIANCE - MIC,J. L. D'CRUZ,MALE,,
P. 87_S. 11,MALACCA,P. 87,MALACCA UTARA,S. 11,SUNGEI BHARU,ALLIANCE - UMNO,TAMBY CHIK BIN AB. KARIM,MALE,,
P. 87_S. 12,MALACCA,P. 87,MALACCA UTARA,S. 12,RAMUAN CHINA,ALLIANCE - UMNO,A. GHANI BIN ALI,MALE,,
P. 87_S. 13,MALACCA,P. 87,MALACCA UTARA,S. 13,MASJID TANAH,ALLIANCE - UMNO,HAJI HASSAN BIN HAJI YAAKUB,MALE,,
P. 87_S. 14,MALACCA,P. 87,MALACCA UTARA,S. 14,ALOR GAJAH,ALLIANCE - UMNO,HAJI TALIB KARIM,MALE,,
P. 87_S. 15,MALACCA,P. 87,MALACCA UTARA,S. 15,PULAU SEBANG,ALLIANCE - MCA,YEOW KAY,MALE,,
P. 88_S. 16,MALACCA,P. 88,MALACCA SELATAN,S. 16,BATANG MALAKA,ALLIANCE - UMNO,HAJI AHMAD BIN HAJI JONES,MALE,,
P. 88_S. 17,MALACCA,P. 88,MALACCA SELATAN,S. 17,RIM,ALLIANCE - MCA,TAN NAI KWI,MALE,,
P. 88_S. 18,MALACCA,P. 88,MALACCA SELATAN,S. 18,JASIN,ALLIANCE - UMNO,NOORDIN SA'AD,MALE,,
P. 88_S. 19,MALACCA,P. 88,MALACCA SELATAN,S. 19,SERKAM,ALLIANCE - UMNO,AB. GHANI BIN HAJI AHMAD,MALE,,
P. 88_S. 20,MALACCA,P. 88,MALACCA SELATAN,S. 20,SUNGEI RAMBAI,ALLIANCE - UMNO,IBRAHIM BIN A. HAMID,MALE,,
P. 89_S. 1,JOHORE,P. 89,MUAR DALAM,S. 1,BUKIT SERAMPANG,ALLIANCE - UMNO,DATO ' HAJI HASSAN BIN HAJI YUNOS,MALE,,Y
P. 89_S. 2,JOHORE,P. 89,MUAR DALAM,S. 2,JORAK,ALLIANCE - UMNO,HAJI OSMAN,MALE,,
P. 90_S. 3,JOHORE,P. 90,SEGAMAT SELATAN,S. 3,LABIS,ALLIANCE - MCA,TEO AH KHIANG @ CHIANG KEE FOON,MALE,,
P. 90_S. 4,JOHORE,P. 90,SEGAMAT SELATAN,S. 4,BEKOK,ALLIANCE - MCA,SIM KIM CHONG,MALE,,
P. 91_S. 5,JOHORE,P. 91,MUAR PANTAI,S. 5,BANDAR MAHARANI,ALLIANCE - MCA,CHUA SONG LIM,MALE,,
P. 91_S. 6,JOHORE,P. 91,MUAR PANTAI,S. 6,PARIT BAKAR,ALLIANCE - UMNO,KOSAI BIN HAJI MD. SALLEH,MALE,,
P. 92_S. 7,JOHORE,P. 92,MUAR SELATAN,S. 7,PARIT JAWA,ALLIANCE - UMNO,SAIRAN BIN SABTU,MALE,,Y
P. 92_S. 8,JOHORE,P. 92,MUAR SELATAN,S. 8,SIMPANG KIRI,ALLIANCE - UMNO,HAJI OTHMAN BIN HAJI TAIB,MALE,,
P. 93_S. 9,JOHORE,P. 93,BATU PAHAT,S. 9,BROLEH,ALLIANCE - UMNO,MOHD. SALLEH BIN HAJI TAHIR,MALE,,
P. 93_S. 10,JOHORE,P. 93,BATU PAHAT,S. 10,BANDAR PENGGARAM,ALLIANCE - MCA,TAN PENG KHOON,MALE,,
P. 94_S. 11,JOHORE,P. 94,BATU PAHAT DALAM,S. 11,TANJONG SEMBRONG,ALLIANCE - UMNO,MD. NOOR BIN JUMAAT,MALE,,
P. 94_S. 12,JOHORE,P. 94,BATU PAHAT DALAM,S. 12,AYER HITAM,ALLIANCE - UMNO,YUSA BIN H. NAWAWI,MALE,,
P. 95_S. 13,JOHORE,P. 95,KLUANG UTARA,S. 13,GUNONG LAMBAK,ALLIANCE - MCA,SIEW TENG YHOI,MALE,,
P. 95_S. 14,JOHORE,P. 95,KLUANG UTARA,S. 14,SRI LALANG,ALLIANCE - MCA,LOH FOOK YEN,MALE,,
P. 96_S. 15,JOHORE,P. 96,JOHORE TENGGARA,S. 15,KOTA TINGGI,ALLIANCE - MCA,TAN SENG TOON,MALE,,
P. 96_S. 16,JOHORE,P. 96,JOHORE TENGGARA,S. 16,JOHORE LAMA,ALLIANCE - UMNO,ISMAIL BIN SA'ADON,MALE,,Y
P. 97_S. 17,JOHORE,P. 97,PONTIAN UTARA,S. 17,RENGIT,ALLIANCE - UMNO,JALOK BIN D. MALIBOK,MALE,,
P. 97_S. 18,JOHORE,P. 97,PONTIAN UTARA,S. 18,BENUT,ALLIANCE - UMNO,ABD. MAJID BIN H. HASHIM,MALE,,
P. 98_S. 19,JOHORE,P. 98,PONTIAN SELATAN,S. 19,PONTIAN DALAM,ALLIANCE - UMNO,ABDULLAH B. HJ. SUDIN,MALE,,
P. 98_S. 20,JOHORE,P. 98,PONTIAN SELATAN,S. 20,PONTIAN KECHIL,ALLIANCE - UMNO,SYED IBRAHIM BIN HUSSEIN,MALE,,
P. 99_S. 21,JOHORE,P. 99,KLUANG SELATAN,S. 21,RENGAM,ALLIANCE - UMNO,HAJI ISMAIL,MALE,,
P. 99_S. 22,JOHORE,P. 99,KLUANG SELATAN,S. 22,SENAI - KULAI,ALLIANCE - MCA,H. L. TANG,MALE,,
P. 100_S. 23,JOHORE,P. 100,JOHORE BAHRU TIMOR,S. 23,PLENTONG,ALLIANCE - UMNO,HASNAH BINTE AHMAD,FEMALE,,
P. 100_S. 24,JOHORE,P. 100,JOHORE BAHRU TIMOR,S. 24,TANJONG PETRI,ALLIANCE - UMNO,OOYUB B. ABDUL MANAS,MALE,,
P. 101_S. 25,JOHORE,P. 101,JOHORE BAHRU BARAT,S. 25,GELANG PATAH,ALLIANCE - UMNO,SYED MOHAMED BIN IDRUS,MALE,,
P. 101_S. 26,JOHORE,P. 101,JOHORE BAHRU BARAT,S. 26,TAMPOI,ALLIANCE - UMNO,DAUD BIN AHMAD,MALE,,
P. 102_S. 27,JOHORE,P. 102,JOHORE TIMOR,S. 27,ENDAU,ALLIANCE - UMNO,ALI BIN HAJI RAYA,MALE,,
P. 102_S. 28,JOHORE,P. 102,JOHORE TIMOR,S. 28,MERSING,ALLIANCE - MCA,POH SWEE LIM,MALE,,
P. 103_S. 29,JOHORE,P. 103,SEGAMAT UTARA,S. 29,BATU ANAM,ALLIANCE - MIC,M. P. KUMARAN,MALE,,
P. 103_S. 30,JOHORE,P. 103,SEGAMAT UTARA,S. 30,BANDAR SEGAMAT,ALLIANCE - MCA,TEY SIA BA,MALE,,
P. 104_S. 31,JOHORE,P. 104,MUAR UTARA,S. 31,TANGKAK,ALLIANCE - MCA,LAI KUEN TEE,MALE,,
P. 104_S. 32,JOHORE,P. 104,MUAR UTARA,S. 32,SEROM,ALLIANCE - UMNO,NGAH BIN A. RAHMAN,MALE,,
